"","x"
"Kdelr1",0.0629806482921744
"Tmem50a",0.0629003988777652
"Atp13a3",0.0628942805626257
"Pigyl",0.0628853008187432
"Tma7",0.0628591671291802
"Atp6v1d",0.0628326820416479
"Fam129b",0.0628009346239643
"Il6st",0.0627272972517865
"Arrdc1",0.0627175761394497
"Camk2n1",0.0627156222694913
"Mcts1",0.062684899529149
"Metap2",0.0626223981216165
"Mrpl52",0.0626036170762389
"RP23-8J15.3",0.0625431260599796
"Cyhr1",0.0625149650812779
"Mrpl35",0.0625140373062451
"Rps26-ps1",0.062487368343907
"Cstf3",0.0624061128141017
"Wdr12",0.0623826913093698
"Klf3",0.0623713921522809
"Arglu1",0.0623493490225524
"Elovl5",0.0623213386587832
"Banf1",0.0623055349464356
"RP23-57L17.1",0.0622982373117714
"Tle2",0.0622604736785775
"Gzf1",0.0622552613257482
"Rbm25",0.0622439742567351
