"","x"
"Rfc3",0.0465503718697201
"Col27a1",0.0465493686492989
"Ctsl",0.0465447733162487
"Tmem11",0.0465375640615142
"Dgkd",0.0465009379522173
"Pdzd11",0.0464943323802043
"Pfn1",0.0464809549663606
"Emc8",0.0464785237143821
"Irak1",0.0464739509653553
"RP23-95I4.3",0.0464581286615105
"Chd6",0.0464516592309268
"Fbxo36",0.0464457948479802
"Prelid3b",0.0464398850268236
"Clpp",0.0464358344782304
"Ppcdc",0.0464116489144902
"Krt8",0.0464072371000299
"RP23-136K12.6",0.046397258695391
"Pdk1",0.0463917544663646
"Tgfbr2",0.0463797953951197
"Cpq",0.0463730286862816
"Zfp672",0.0463519077338559
"Atg3",0.0463489782185696
"Cops7b",0.0463451663785323
"RP24-84B10.1",0.0463425466329737
"Cyb5b",0.0463315652869324
"Fam110a",0.0463279885314162
"Mpp6",0.0463194224520797
"Atp6v0d1",0.0463017080935948
"Hsd17b12",0.0462905323835848
"Exoc7",0.0462789903950084
"Tmem238",0.0462673817293002
"Cul4a",0.0462613134016518
"Rbm18",0.0462380910134612
"Cuedc2",0.0462196864865534
"Fam49b",0.0462071975099801
"Nedd4l",0.0462000814154313
"Cpsf3",0.046199607370706
"Gnas",0.0461960631032068
"Cacfd1",0.0461946987184301
"Cars2",0.0461907622711582
"Washc1",0.0461853624087397
"RP23-74O4.2",0.0461796524098829
"Ofd1",0.0461713099883182
"Tcf4",0.0461590631730522
"Tpd52",0.0461582566431226
"Acbd5",0.0461467580903735
"RP23-29K12.3",0.0461399415729011
"Renbp",0.0461301890739412
"Limd1",0.0461175715222549
"Add1",0.0461139144300936
"Znhit1",0.0461133056160945
"Igf2bp3",0.0461096245956068
"Ccno",0.0461052825586171
"Cir1",0.046104539787417
"Lamtor2",0.046099480476568
"Pphln1",0.0460979442486466
"Eif1a",0.0460906832051037
"Bpgm",0.0460873987530523
"Suclg1",0.0460581111661243
"Ccser2",0.0460561473164881
"Sertad2",0.0460521384831791
"Rpl38-ps2",0.046034924653675
"March5",0.0460336339100641
"Ahcyl1",0.0460199532612937
"Rnf145",0.046017522762669
"Zcchc5",0.0460094300257971
"Trappc1",0.0460033135533278
"Hspa4",0.0459784774687596
"Mospd1",0.045973035609236
"Synrg",0.045964796512278
"Atp5s",0.0459548570348729
"Epm2aip1",0.0459443210653551
"Gm9493",0.0459392163774537
"Grasp",0.0459370431677792
"Dtnbp1",0.04593644525704
"Qpct",0.0459338221134678
"Zfp445",0.0458991769865816
"Ppp4r1l-ps",0.0458981907243506
"Shmt1",0.0458975022354197
"AC131065.2",0.0458722225678026
"Sqle",0.0458699771735799
"Zfp260",0.0458665281337295
"Kpna1",0.0458367480490008
"Gnptab",0.0458232879707419
"Mphosph10",0.045807242320659
"AC171273.3",0.0457931027508418
"Smim8",0.0457907502549865
"Tmem9",0.045787052865313
"Dbf4",0.0457762917070783
"Siah2",0.0457706388496767
"Foxo1",0.0457706014728
"Pebp1",0.0457561622389131
"Bcl11a",0.0457529442330563
"Fundc2",0.0457413584444091
"Ifitm2",0.0457402002986687
"Gcc2",0.0457382082711349
"Prkcz",0.0457330342519127
"Tmem150a",0.0457184019919089
"Pnpla2",0.0457084777540044
"Cpn1",0.0457080349884907
"Nras",0.0456925667513951
"Pisd",0.0456877003340395
"Elp5",0.0456597297543707
"Ctcf",0.0456538107930702
"Lypla1",0.0456510094351527
"Pls3",0.0456505774106932
"Cisd3",0.0456446171476573
"Cracr2b",0.045625558434104
"Tmf1",0.0456204896694559
"Aig1",0.045617865574131
"Nfkbia",0.0456149419037978
"Synm",0.0456003531674572
"Wbp11",0.0455860645899167
"Rpl21-ps3",0.0455848012042083
"Rcn1",0.0455757373889865
"Ppp2r2a",0.0455739719494364
"Wipf2",0.0455674331966151
"Mta3",0.045563037901184
"Chd8",0.0455497496053638
"RP24-174G2.2",0.045543303152476
"Pa2g4",0.0455419441303286
"Wbp2",0.0454958791580229
"Tcp1",0.0454797726072012
"Psmd6",0.045468943324661
"Polr2d",0.0454618227146779
"AC131791.1",0.0454571059894031
"Mfsd6",0.045451837677855
"Atf7",0.0454434689678675
"Erich1",0.0454379972408399
"Tfrc",0.0454328746130513
"Mir22hg",0.045431460565576
"Kpna3",0.0454237497867163
"Poldip2",0.0454147424827584
"Xpr1",0.0454115061025881
"Trim2",0.0454040288037054
"Hmg20b",0.0453913134675947
"Sec11a",0.0453826442700754
"Zmynd11",0.0453582697317675
"RP24-385A10.4",0.0453461880783256
"Cbx3",0.0453461826444433
"Syngr2",0.0453444521554556
"Brip1os",0.0453333960706406
"Snu13",0.0453282113867082
"Mocs2",0.0453250125041417
"Lonp2",0.0453239776882549
"Anp32b",0.0453198663227641
"H2-D1",0.0453194922621285
"Lamc1",0.0453124710658338
"Pum2",0.045311275734906
"Commd6",0.0453027203798705
"Pex11a",0.0452995363802442
"Epop",0.0452784776379168
"Vezt",0.0452690585331576
"Piga",0.045268283020293
"RP24-176F12.14",0.0452516759144939
"Tpx2",0.0452405492106571
"Os9",0.0452314538497609
"Foxn2",0.0452301436654614
"Snapc5",0.0452268913312068
"RP23-411P20.1",0.0452086568916406
"Etf1",0.0452042170289909
"Svip",0.045186315348188
"Kcnk2",0.0451784950170171
"Clock",0.0451728563046678
"Mpdu1",0.0451654198636255
"Ctbp1",0.0451582841464935
"Ing2",0.045154644531071
"Dbnl",0.0451534865784874
"Calm3",0.0451402896782681
"CH36-200G6.4",0.0451344339824521
"Slc3a2",0.0451341794607274
"Papss1",0.0451057606219232
"Fus",0.0451040003082243
"Rbm4b",0.0450807991231687
"Ankrd12",0.0450737443208064
"Ran",0.0450694583715845
"Park7",0.0450585662234536
"Chordc1",0.0450378811338042
"Atp6ap2",0.0450272330518468
"Tsg101",0.0450200808572771
"Mrpl51",0.0450198916859338
"Zfp277",0.0450187280609356
"Trip10",0.0450172622654181
"Chka",0.044996761875109
"Rpia",0.04499235648534
"Wasf2",0.0449888696220138
"Kdm5a",0.044987536305454
"Ep400",0.0449846454172502
"Zfp652",0.0449842962356007
"Atraid",0.0449768057925697
"Plac1",0.0449614638808399
"Cdc27",0.0449598724083676
"Wdr77",0.0449579406488917
"Commd10",0.0449545801576622
"Lpp",0.0449428004509407
"Hsf2",0.0449405748872496
"Cdpf1",0.0449400243151661
"Pex10",0.044935406118701
"Cse1l",0.0449254851379086
"Hdgfrp2",0.0449229422650206
"Insig2",0.0449126105558832
"Rpl17-ps8",0.044908629752318
"Dnajc1",0.0449071058568132
"Mef2a",0.0449010712597291
"Lage3",0.0448992417849866
"Sbno1",0.0448938726732534
"RP24-351I17.2",0.0448937577371802
"Nfkbil1",0.0448769524746467
"Rps2-ps9",0.0448634713512768
"Ndufs6",0.0448463848099692
"Mrpl18",0.0448389597615049
"Pafah2",0.0448386546736976
"Ldlr",0.0448306318287073
"Tm2d2",0.044820004903668
"Kbtbd2",0.0448177395947941
"Clptm1l",0.0447823546825572
"Pts",0.0447780663071855
"Mrpl27",0.0447766166911021
"Celf4",0.044756417795811
"Mxd4",0.0447463785133251
"RP23-144K18.3",0.0447442810752103
"Stx12",0.0447245000277767
"Herc2",0.0447222299681279
"Timm17a",0.0447181543624102
"Tmem203",0.0447131885794436
"RP23-239P22.2",0.0447065510304805
"Dusp6",0.0447003910502983
"Mark2",0.044696100364958
"Cul1",0.0446899200108663
"Fopnl",0.0446882744678896
"Dnal4",0.0446852914059256
"Gnb1",0.0446842118225223
"Map7d1",0.0446663414938859
"Zfand2b",0.0446647359336488
"Rprm",0.044647202794724
"Stx6",0.0446415300399288
"Nsdhl",0.0446408871579661
"Gabarapl2",0.0446399946488487
"Anapc10",0.0445901170612775
"Snrpd1",0.0445804276784658
"Gt(ROSA)26Sor",0.04455851563667
"Rfng",0.0445436618349565
"Cotl1",0.044543454734003
"Tyms",0.0445371454928252
"Jak1",0.0445300022151859
"Kdf1",0.0445294542877949
"Rps12-ps9",0.0445193205619402
"Bpnt1",0.0445159290713132
"Nap1l4",0.0445078734810904
"Zfyve19",0.0444974213276069
"Emc7",0.0444870587901034
"Drg1",0.0444799509691473
"H13",0.0444752291300323
"Pip5k1b",0.0444726876976436
"Msl1",0.0444695540578498
"Eif4ebp2",0.0444537691937492
"Topors",0.0444320044659796
"RP23-31K14.3",0.0444292935719154
"Ikzf5",0.0444193361283124
"Cdc26",0.0444040168995942
"Csde1",0.0444038677774437
"RP24-214P19.2",0.0444020248511825
"Copa",0.0443845432229058
"Ndfip2",0.0443831347612651
"Sap30l",0.0443656723473791
"Gmfb",0.0443637897028839
"Fbxw9",0.0443627309306993
"Dbt",0.0443516880444618
"Tcf12",0.0443438380487731
"Ankrd13a",0.0443373933829557
"RP24-383D8.1",0.0443273937650749
"Cdk4",0.0443261639643625
"Pole4",0.044314320512699
"Mcmbp",0.0443112394744986
"Ccar1",0.044296993174846
"Gnpat",0.0442967823745496
"Shh",0.0442961048626421
"Creld2",0.0442924747057657
"Huwe1",0.0442885562833493
"Ywhaq",0.0442880548790078
"Tmem230",0.044285505816364
"Fmod",0.0442794366003045
"Akirin2",0.0442457381271627
"Smn1",0.0442361315204407
"Mrpl38",0.044223600650968
"Rgcc",0.0442166695478083
"Clstn1",0.0442089102315961
"Ncor2",0.0441960932472271
"Top2a",0.0441896767613661
"Rab6a",0.0441606651092877
"Psip1",0.0441595307080335
"Ssbp1",0.0441524194469857
"Naa16",0.0441202842511734
"Skil",0.0441182229700119
"Smim15",0.0441120668976214
"AC133896.3",0.0441098544690375
"Eif2ak2",0.0440914278779515
"Fmr1",0.0440678923608426
"Dcun1d5",0.0440600744635121
"AC161108.3",0.0440412751415403
"Prkra",0.0440325810816937
"Diaph1",0.0440298467007302
"Leprotl1",0.0440173446331479
"Xpo1",0.0440169799653249
"Pick1",0.0439979147601083
"Idh3g",0.0439947841280301
"Pes1",0.0439937109676919
"Vps37a",0.0439781115782078
"Grb7",0.0439767095382618
"Rnf10",0.0439687192281563
"Ik",0.0439651927753277
"Kxd1",0.0439618652288585
"Surf4",0.043959034084757
"Cops2",0.0439578193582489
"Cd320",0.0439532271086817
"Bmpr1a",0.0439328747586676
"Igfbp6",0.0439252500104808
"Sap18",0.0439236346350283
"Hnrnpul1",0.043919611092058
"Sdhaf4",0.0439052881463705
"Rap1gap",0.0439050178349586
"Agpat5",0.0439028174227339
"Cyb561",0.0438910871075239
"Stx16",0.0438848215466763
"Rbm27",0.043882279687259
"Sh3bgrl",0.0438788248525605
"Prmt1",0.0438661884586871
"Clcn5",0.0438643003576726
"Taf6l",0.0438642079199784
"Thrap3",0.0438603656215252
"Dnase2a",0.0438587402906628
"Nckap1",0.0438354587401828
"Gsk3b",0.0438265804760875
"Tbl1xr1",0.0438067552934586
"Hba-a1",0.043797024263283
"Kars",0.0437960771877778
"Myl12b",0.0437960248583196
"Eea1",0.0437872294395205
"Letm1",0.0437800696683549
"Smpd1",0.043760517669604
"Trim41",0.0437573482856972
"Pbdc1",0.0437551996033421
"Cbx5",0.0437550688511244
"Atp5k-ps2",0.0437289528923418
"Pik3r1",0.0437198174176171
"Gtpbp2",0.043692394449885
"Mlf2",0.0436905659242876
"Rpa3",0.0436824643026998
"Nemf",0.043678695029
"Shoc2",0.0436737772533802
"Mapk1",0.043665453741294
"Rpl35a-ps3",0.0436561632633165
"Hat1",0.0436521950207363
"Zdhhc20",0.0436378454357733
"Mospd3",0.0436328421936461
"Chchd3",0.043629254587261
"Eif1b",0.0436056943916119
"RP23-385C16.6",0.0435989876998766
"Gng12",0.0435893321408446
"Clip4",0.0435595979897533
"Emp1",0.0435426565236637
"Med7",0.0435416556025816
"Strap",0.0435348507173268
"Cnot4",0.0435290167811655
"Kdm6b",0.0435269706224374
"Lman2",0.0435244392734449
"Zfp710",0.0435228991652506
"Pqlc1",0.0435185351820921
"N4bp2l2",0.0435069203027052
"Xrcc1",0.0435025759602304
"RP23-214L4.1",0.0434834858679853
"Myd88",0.0434768767842079
"Nup43",0.043466474633555
"Klhl7",0.0434447255879145
"Casp6",0.043444406122051
"Slc9a3r2",0.0434370097457834
"Csrnp1",0.0434333807940091
"Veph1",0.0434191979471227
"Hyal2",0.0433975528439012
"Rasl11a",0.0433932400676499
"Foxp2",0.0433901103393999
"Osbpl9",0.0433757055095128
"Alas1",0.0433755058229611
"Pus1",0.043352337984545
"Slc44a3",0.0433461036792217
"Cckar",0.0433433976306229
"Mir99ahg",0.043338238550739
"Sde2",0.043333599884933
"Cxadr",0.0433299443110696
"Ctsa",0.0433264679972292
"Pfdn2",0.0433193240436624
"Mtmr12",0.0433185996198
"Ptges3",0.0433141388915836
"Ppp2r5c",0.0433123997100847
"Adamtsl1",0.0433096702949978
"RP23-21C14.1",0.043304489177654
"Commd9",0.0433009213834541
"Zfp148",0.0432946688771727
"Flnb",0.0432943433823471
"Irf1",0.0432888053720215
"Irf6",0.0432722600168371
"Mrpl12",0.0432685986711838
"Polr2m",0.0432588259919745
"Fubp1",0.0432546583519229
"Acat1",0.0432492002825799
"Faap20",0.0432460340540823
"Dcaf10",0.0432408431087409
"Emc3",0.0432202512066639
"Nap1l1",0.0432117093727415
"Smg7",0.0432071898023202
"Bcam",0.0431960640965207
"Dynll2",0.0431939093963013
"RP23-456B9.22",0.0431673876773815
"Lig1",0.0431529590222197
"Ttc1",0.0431429229463087
"Coq9",0.0431329942507615
"Fam208a",0.043125202913348
"Ino80b",0.043116992639504
"Atl2",0.0431150958970715
"Hnrnph3",0.0430988249562199
"RP23-206I14.2",0.0430936303356062
"Hmgxb4",0.0430925169320786
"Arnt",0.0430906398679413
"Tnfaip1",0.0430594990955028
"Serinc3",0.0430418525071083
"Rab3gap1",0.0430249107606345
"Maf1",0.0430099309891175
"Mib1",0.04299917729266
"Fcf1",0.0429952309003594
"Adgrf5",0.04299366980265
"Stk38",0.0429841133982455
"Tjp3",0.0429790388310425
"Krt18",0.0429767118642091
"Incenp",0.0429579483953477
"RP23-152I9.3",0.0429432502115415
"Pcm1",0.0429378304170785
"Fgfr3",0.0429333008882558
"Haus7",0.0429295946822572
"Ifitm3",0.0429214587499017
"Camta1",0.0429031742910456
"Dek",0.0428996592608976
"Prpf18",0.0428973742343032
"Sec22a",0.0428863354918223
"Zfp768",0.0428802500728921
"Txlna",0.0428720221504801
"Cirbp",0.0428692047427699
"Pard3",0.0428575292989635
"Psmc1",0.0428567215910384
"Gm26522",0.0428542125263567
"Psmc5",0.0428455612361788
"Baz1a",0.0428391302183868
"Brwd1",0.0428166025739652
"Zfp945",0.0428108305401645
"Stk4",0.0428064731758729
"Crebbp",0.0427945767249437
"Gnl1",0.0427855779516268
"Selt",0.0427837510203395
"RP23-27C10.2",0.0427828216496073
"Gpi1",0.0427721289775572
"Ak2",0.0427637219791397
"Ociad1",0.0427625168235326
"Acsl3",0.0427609615204896
"Derl1",0.0427521195039407
"Gpaa1",0.0427434592227768
"Suds3",0.042742931412844
"RP23-370G17.3",0.0427295897472722
"Rab5c",0.0427206543483029
"Dot1l",0.0427194487670607
"Stx8",0.0427135574252908
"Arl6ip4",0.0426977708098401
"Oma1",0.0426859018663207
"Tmem192",0.0426851293918797
"Ccnd1",0.0426831066509372
"Sh3glb2",0.0426728086023684
"Actn1",0.0426464559082682
"Trrap",0.0426438992672246
"Grn",0.0426438678503949
"Prps2",0.0426302677189036
"Ints6",0.0426211513943129
"Trmt6",0.0426136032994624
"Trip12",0.0426065469876583
"Il17rc",0.0426058623571323
"Itfg1",0.0425924564849291
"Slc35a1",0.0425833677796198
"Med28",0.0425760302016463
"Ppm1g",0.0425521980355761
"Eif3l",0.0425521424918561
"RP23-22A15.2",0.0425288663700292
"RP23-101J23.3",0.0425165177753979
"Syngr1",0.0425090957299639
"S100a13",0.0424813064934589
"Kat6a",0.0424704207447189
"Aup1",0.0424659708250761
"Commd8",0.0424658562028226
"Sec24c",0.042456730237691
"Dmkn",0.0424531864529145
"Isoc1",0.0424517694381395
"Dcaf8",0.0424358718920207
"Ppia",0.0424335751960931
"Stoml2",0.0424292396868854
"Ccdc47",0.0424199959937809
"Trim44",0.042418632271406
"Arfip2",0.0424124291903199
"Zfp608",0.0424122883423782
"Mier1",0.0424109489318899
"Cystm1",0.0424012688817578
"Nadk",0.0423678423915453
"Caml",0.0423640613250801
"Fam172a",0.0423476387729649
"Acat2",0.0423426509863202
"Gatad2a",0.0423376937908952
"Manbal",0.0423290709275102
"Tuba4a",0.0423278017728552
"Trmt2a",0.0423209788760457
"Pdzd8",0.0423108736422418
"Rchy1",0.042285528746904
"RP23-73B23.4",0.0422792666992976
"Hacd2",0.0422728819363537
"Rpl17-ps4",0.0422699429103602
"Ginm1",0.0422640700691147
"Gtf3c2",0.0422569216879539
"Parl",0.0422497181348555
"RP23-452K4.2",0.0422495634187915
"Vps4b",0.0422350012179337
"Nuak2",0.0422280336869143
"Spag9",0.0422266183371916
"Vma21",0.0422212993302431
"Tcn2",0.0422200809143343
"Hsd17b4",0.0422154524218911
"Plin3",0.0422076786845527
"Btf3l4",0.0421851568381321
"Cd99l2",0.0421714539228086
"Rps3a3",0.0421685727006514
"Vps29",0.0421428988212761
"Nsmce4a",0.0421403052790787
"Jrkl",0.0421306893996978
"Mrpl49",0.042127483202698
"Gadd45b",0.0421205179595791
"Sntb2",0.0421016392015137
"Gpx8",0.0420979477468698
"Ifrd1",0.0420971997486139
"Wac",0.0420928694472929
"Myo1d",0.0420865720527131
"Toporsos",0.0420538088517767
"Fbxo9",0.0420277134800358
"Syap1",0.0420072731943644
"Snrpa1",0.041997310770865
"Ankrd11",0.0419969708886083
"Strn3",0.0419795386804537
"Idh3b",0.0419725835951855
"Srrt",0.0419588976103537
"Nfs1",0.0419576270427326
"Polr2a",0.0419544688372949
"Tmem205",0.0419535266555111
"Tia1",0.0419473624561423
"Prpf8",0.0419458431521206
"Psmd12",0.0419055573379677
"Frg1",0.0418997787700916
"Nek7",0.0418972037975948
"Katnbl1",0.0418897094117769
"Mylpf",0.0418894558599931
"Atxn2",0.0418789900215227
"Tmem106c",0.0418753542939108
"Fxn",0.04187487993973
"Sdf4",0.0418642270973614
"Pin1",0.041846819506075
"Eps15l1",0.0418385368609019
"Btbd2",0.0417994368629813
"Fnbp4",0.0417993270591856
"Wtap",0.0417982839438648
"Med9",0.0417936210843314
"Dyrk1a",0.0417902909111442
"Mgat2",0.0417895232801903
"Npnt",0.0417874092365587
"Rbpms",0.0417754367657415
"Kdm5b",0.0417705396235344
"Ctdspl2",0.041766063008788
"Abl1",0.0417566057969488
"Eif4e2",0.0417289435750951
"RP23-298F22.4",0.0417258094359753
"Dnttip2",0.0417147770426138
"Krtcap3",0.0417090719889237
"Rraga",0.0417085032823617
"Rangap1",0.0417080732961133
"Akap13",0.0417049668396678
"Mgea5",0.0416954560728865
"Mbtd1",0.0416898221435836
"Tpgs1",0.0416694116940802
"Tes",0.0416687035804866
"Trio",0.0416677465274299
"Jmy",0.0416674357231268
"RP24-339I11.4",0.0416573505537495
"Lnpk",0.0416519150821326
"Atl3",0.0416506772526789
"Trim24",0.0416218419856978
"Gsr",0.0416207610390429
"Sptan1",0.0415910027838625
"Mettl23",0.0415790663329944
"Txndc17",0.0415698332563907
"Phlda2",0.0415551866138699
"Abhd11",0.0415525130919697
"Spc24",0.0415449546555932
"RP23-24J10.5",0.0415351052311227
"Zfp938",0.0415249742757494
"Rps18-ps1",0.0415236617825733
"Nop10",0.0415189124385566
"Vbp1",0.0415163430921379
"Camsap2",0.04150609491837
"Ttyh3",0.0415013966278945
"Top2b",0.041462815077177
"Hipk1",0.0414555127882092
"Eml2",0.0414524740855362
"Rapgef5",0.0414432940649839
"Aldh7a1",0.041442162118625
"Gpx4",0.0414350080090172
"Mia3",0.0413976819095042
"Sp3",0.0413950269245928
"B9d2",0.0413804916595646
"Rnf215",0.0413803285569282
"Fam63b",0.0413694408370883
"AC150313.1",0.0413693882954583
"Bace1",0.0413565623060413
"Tsfm",0.0413520677153779
"Srek1",0.0413504929583848
"Midn",0.0413382648225087
"Dvl2",0.0413378356739449
"Vps72",0.0413257750350882
"Mycbp",0.0413202766865111
"Rdh10",0.0413120489722674
"Psmd14",0.0413100302843999
"Thap1",0.0413070634050514
"Desi2",0.0413059754374272
"Fbxl20",0.0412875787205585
"Lims1",0.0412783272020834
"Fam110b",0.0412691920540483
"AC114920.2",0.0412640559543624
"Mcfd2",0.0412548603586226
"Imp3",0.0412505389035027
"Zfp787",0.0412273683598019
"Lamtor3",0.0412257139309389
"Zfp516",0.0412221408445644
"Trnau1ap",0.0412214836785722
"Ppif",0.0412049267309754
"Pddc1",0.0411984907262436
"Gm4950",0.0411910716872628
"Tipin",0.0411863356149314
"Glt8d1",0.041183772827352
"Foxn3",0.04118336579739
"Ncbp3",0.0411690928310539
"Tmem63b",0.0411576262212468
"Arl5a",0.0411560338434907
"Setd3",0.0411533327590273
"Rae1",0.0411442635235509
"Tubb2a",0.0411293441569932
"RP23-325I3.1",0.041129174088666
"Sys1",0.0411176073507086
"Ss18l2",0.0411107288774514
"Ogt",0.0411010419514493
"Nusap1",0.0410960673498342
"Ccdc120",0.0410779025089514
"Ppp1r8",0.0410729268659202
"Rnf111",0.0410673295757041
"Ibtk",0.0410509441356453
"Mtpn",0.0410438700821347
"Wee1",0.0410363665647364
"AC124713.2",0.0410211273804421
"Ptpn2",0.0410141668078578
"Ypel2",0.0409996505031209
"Mis18a",0.0409993327262163
"Irak2",0.0409905197980691
"Dazap1",0.0409652662596596
"Clic1",0.0409581377574455
"Scaf11",0.0409549789582299
"Vamp5",0.0409482888737656
"B4galt3",0.0409412748872698
"Tubb4b-ps2",0.0409409848014787
"Zmym5",0.0409284418142166
"Osgep",0.0409231299997696
"Nipsnap3b",0.0409216445731292
"Fam50a",0.0409040217748183
"RP24-261H7.9",0.0408957218800439
"Aurkaip1",0.0408956788398054
"Epb41l2",0.0408921098426068
"Nkiras2",0.0408840783235779
"Txn2",0.0408755144860107
"Dhrs1",0.0408575308063514
"Taf7",0.0408557990908194
"Cep44",0.0408510367221165
"Ints10",0.0408331914848251
"Cyfip1",0.0408169312656454
"RP24-315N18.1",0.0408069446379485
"Ddx17",0.040801907931393
"Vkorc1",0.0407945144709489
"Pld3",0.0407825772514795
"Smndc1",0.0407804906474145
"Bbx",0.0407692104686858
"Sec11c",0.0407543319538495
"Ppme1",0.0407503539597194
"Ergic1",0.0407455238224084
"Cs",0.0407442885741562
"Vdac1",0.0407409195148838
"RP23-325E4.5",0.0407383564738711
"Ctso",0.0407128641371175
"Epha7",0.0407072337460879
"Braf",0.0406941638403525
"Nipsnap1",0.0406795406574461
"Mlph",0.0406713624789771
"Tox4",0.0406583489288311
"Clp1",0.040650175011701
"Ets2",0.0406496762046609
"Selenbp2",0.0406462504804727
"Acvr2b",0.0406444698437163
"Krt15",0.0406418593998851
"Bbip1",0.0406318819462654
"Twf1",0.0406175093600926
"Triap1",0.0406111465158533
"Sowahc",0.0406076550179707
"Pex16",0.0406052708216019
"Spsb2",0.040604371856314
"Ascc3",0.0406002173236041
"Pja2",0.0405994259438325
"Zfp467",0.0405927225728247
"Btbd3",0.040587139795621
"Tmem170b",0.040579884139299
"Clk4",0.040570628692571
"Fam96b",0.0405525008385961
"Copb2",0.0405499580271646
"Ankhd1",0.0405424197879284
"RP23-37J21.3",0.04052805353437
"Plbd2",0.0405242349059462
"Cdc16",0.0405141336588444
"Fam122a",0.0405046500356529
"RP23-74O4.1",0.0404657298888563
"Ftl1",0.0404505867747174
"Hdgf",0.0404372426990509
"Gsta4",0.0404368832233979
"Fars2",0.0404246752942717
"Erbb2ip",0.0404025851256663
"Stau1",0.0403935665440635
"Tex261",0.04036340422133
"Asna1",0.0403600745299654
"Fam96a",0.0403598481716153
"Osbpl6",0.040358428734454
"Rbmx",0.0403494097305824
"Dnajc30",0.0403482391826815
"RP23-147I23.2",0.0403224785962439
"Sucla2",0.0403134752872096
"Nenf",0.0403134045513409
"Mepce",0.0402919273499463
"Cct2",0.0402874687858227
"Bcl9l",0.0402760705611185
"Agps",0.0402578435443845
"Kmt2c",0.0402419508080531
"Dcakd",0.0402352391091278
"Rab13",0.0402329039425336
"Vti1b",0.0402277843388272
"Rassf3",0.0402164669326522
"RP24-194D17.3",0.0401937494403752
"Men1",0.0401817979683184
"Clpb",0.0401779988847537
"Psap",0.040177621661143
"Rfx7",0.0401759822657859
"Arl6ip5",0.0401706841203544
"Casc4",0.0401596591510258
"Rac1",0.0401564206019991
"RP23-31O23.5",0.0401376807962427
"Cdk16",0.0401339306635937
"Fgfr1op2",0.0401260668658522
"Grhpr",0.0401256216323871
"Dnajc2",0.0401227989320411
"Stt3a",0.0401174138522395
"Rab8a",0.0401093838861333
"Jagn1",0.0401009986654216
"Ssbp2",0.0400939597251807
"Akap9",0.040088740886674
"Lrwd1",0.0400861430618677
"Nip7",0.0400844493170237
"Tspyl1",0.0400714527426051
"Cdk14",0.0400696412732903
"Mpc1",0.0400641161657336
"Bcl2l11",0.0400607842079418
"Ssr1",0.0400442933456049
"Fibp",0.0400441117281601
"Dusp5",0.0400406503569572
"Arhgap31",0.0400377738705599
"Cyth3",0.0400256246993406
"Arfip1",0.0400132070681734
"Wdr60",0.0400072181491285
"Foxa2",0.0400045086555364
"Ick",0.0400023853352286
"Slc39a9",0.0399980913766728
"Akap11",0.0399813739695513
"Rpp30",0.0399796184855517
"Stox2",0.0399794116160302
"Ado",0.0399744151169823
"Bet1",0.0399711556093554
"Yif1a",0.0399567026961754
"Pacsin3",0.0399547909213734
"Dmd",0.0399532992097359
"Fbxo33",0.039945625376033
"Fam104a",0.0399396848788523
"Lysmd3",0.0399381875302761
"Slc30a7",0.039925724411871
"Dtnb",0.0399249113548956
"Slc30a5",0.0399202744734147
"Tcta",0.0399183051281516
"Bub3",0.0399121909364313
"Snrnp25",0.0399118798138164
"Dynlt1f",0.0399085193951039
"Sec23b",0.0399039363787902
"Trappc5",0.0398977603632522
"Plec",0.0398969413554291
"Nudt5",0.0398628243570762
"Atad2",0.0398433318800565
"Nit1",0.0398393272894922
"Rce1",0.0398381997457813
"Txndc12",0.0398310994171346
"Fam179b",0.0398234539767173
"Ktn1",0.0398165585208445
"Baiap2l1",0.0397914083165657
"Lsm14a",0.039781578533049
"Rsrc1",0.0397702049212427
"Nsd2",0.0397668479202853
"Glt28d2",0.0397666134209023
"Timm10b",0.0397589302173665
"Aimp1",0.0397572907051862
"Tnks",0.0397304146322547
"Pias2",0.0397283227281773
"Babam1",0.0397281762457026
"Oxct1",0.0397216473649937
"Kif1bp",0.0397092314856948
"Rnaset2b",0.0396958629378391
"Acin1",0.0396845031516241
"Gemin8",0.0396825602937023
"Suv39h1",0.0396791366158547
"Zfp622",0.0396696697672063
"Ict1",0.0396596307476483
"Commd1",0.039648902395449
"Tle4",0.03964315542471
"Fbxo38",0.039634001495933
"AC123686.4",0.0396170090439213
"Pin4",0.0396147620117053
"RP23-456K21.7",0.039610403852261
"Nbr1",0.0396101135826996
"Iars",0.0395824975904119
"Klhl21",0.0395807240513893
"Prrc1",0.0395664179647121
"Gltp",0.039559229228475
"Mmaa",0.0395333169512627
"Smarca4",0.039522817119779
"Rabgef1",0.0395200109142281
"Anxa1",0.0395179776808442
"Gdi1",0.0395177834577726
"Casc5",0.0395128708984755
"Atf1",0.0395045782930861
"Napa",0.0395030695371798
"Pank2",0.0395024044562962
"Cd151",0.039500978922788
"Kmt2b",0.0395003169848809
"Pam",0.0394910088469019
"Zc3h7a",0.0394908202208223
"Kank2",0.0394906205574557
"Fbxo28",0.0394754867291636
"Cox18",0.0394723482643433
"Samd5",0.0394649053322889
"Dpp9",0.0394550945333521
"Msl2",0.0394464857238012
"RP24-66D20.6",0.0394464099211263
"Ago1",0.0394373504823868
"RP23-463F7.8",0.0394350175402358
