tracking_id,gene_short_name,P8 AT2 Control_A,P8 AT2 Control_B,P9 AT2 Control_C,P8 AT2 Mutant_A, P8 AT2 Mutant_B,P9 AT2 Mutant_C,Average Log2 foldchange (FPKM +1),T-test p-value,,,,,,,,,,,,,
XLOC_032345,1700016B01Rik,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032346,Gm20636,0.374097,0.35805,0.953721,0.508739,0.259406,0.586422,-0.1,0.543252542,,,,,,,,,,,,,
XLOC_032347,Gm42158,0.0177309,0.0139205,0.0261044,0,0,0.00575151,0.0,0.010909389,,,,,,,,,,,,,
XLOC_032348,Gm42160,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032349,Gm42162,1.71575,2.8869,2.3459,5.82823,5.15569,4.74314,0.9,0.046118835,,,,,,,,,,,,,
XLOC_032350,Gm42168,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032351,Gm42169,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032352,Gm42170,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032353,Gm42171,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032354,LOC102638662,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032355,Gm42172,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032356,Gm42175,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032357,Gm42176,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032358,Gm42177,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032359,Gm42181,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032360,Gm42182,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032361,Gm42183,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032362,Gm42184,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032363,Gm42185,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032364,Gm42186,3856.49,7931.65,0,0,0,0,-8.3,0.18421675,,,,,,,,,,,,,
XLOC_032365,Gm42187,0.0231127,0.00604691,0.0151237,0,0,0.0149927,0.0,0.291321926,,,,,,,,,,,,,
XLOC_032366,Gm42188,0,0,0.130238,0,0,0.0288143,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032367,Gm42189,0,0,0,0,0,0.0105581,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032368,Gm42190,0,0.0932461,0,0.295734,0.134398,0.151919,0.2,0.150953859,,,,,,,,,,,,,
XLOC_032369,Gm42191,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032370,Gm42192,0,0,0,0,0.100325,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032371,Gm42193,0,0.081761,0,0,0,0.200146,0.0,0.698165494,,,,,,,,,,,,,
XLOC_032372,Gm42194,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032373,Gm42195,0.0161827,0,0,0,0.0185926,0,0.0,0.944031995,,,,,,,,,,,,,
XLOC_032374,Gm42196,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032375,Gm10258,0.0359747,0.0384629,0.0288918,0.00554461,0.0112578,0.0021205,0.0,0.001647382,,,,,,,,,,,,,
XLOC_032376,Gm42198,0,0,0.0747824,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032377,Gm33834,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032378,Gm42202,0.0555475,0.0311433,0.0545209,0,0.00910956,0.00514763,-0.1,0.053755246,,,,,,,,,,,,,
XLOC_032379,Gm42203,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032380,Gm42204,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032381,1700017M07Rik,0.0563407,0,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032382,Gm42209,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032383,4930556A17Rik,0,0.128181,0,0.134447,0,0,0.0,0.981677159,,,,,,,,,,,,,
XLOC_032384,Gm42211,1.03745,0,0,0,0.201804,0,-0.3,0.585379743,,,,,,,,,,,,,
XLOC_032385,Gm42213,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032386,Gm42215,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032387,Gm42216,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032388,Gm42218,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032389,Gm42219,0.199986,0.0449173,0.112155,0.0363418,0.0328176,0,-0.1,0.158288766,,,,,,,,,,,,,
XLOC_032390,Gm42221,0,0.0699316,0,0.112482,0,0,0.0,0.821611724,,,,,,,,,,,,,
XLOC_032391,Gm42222,0,0.0753847,0.184453,0,0,0.0615718,-0.1,0.199707571,,,,,,,,,,,,,
XLOC_032392,Gm42223,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032393,Gm42225,0.178556,0.0402113,0.200239,0.238047,0.322673,0.298379,0.2,0.174776003,,,,,,,,,,,,,
XLOC_032394,Gm42228,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032395,LOC102636299,2.27991,5.38531,1.91676,5.44014,7.26231,5.02408,0.8,0.064961712,,,,,,,,,,,,,
XLOC_032396,Gm33476,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032397,Gm42231,0,0,0,0.0541927,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032398,Gm42232,0.126702,0.204514,0,0,0,0,-0.1,0.202354384,,,,,,,,,,,,,
XLOC_032399,Gm42235,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032400,Gm16058,0,0.0168215,0,0,0,0.0138767,0.0,0.922613606,,,,,,,,,,,,,
XLOC_032401,Gm35223,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032402,Gm35602,0,0,0.037194,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032403,Gm42243,0.233922,0.278761,0.229425,0.1987,0.2699,0,-0.1,0.329200094,,,,,,,,,,,,,
XLOC_032404,Gm42244,0.123097,0.0388024,0.0966335,0.0626585,0.141548,0.0159977,0.0,0.838216912,,,,,,,,,,,,,
XLOC_032405,Gm42247,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032406,Gm39114,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032407,Gm15281,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032408,Gm32823,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032409,A830012C17Rik,0,0,0.0544033,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032410,Gm33259,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032411,Gm33539,0,0,0,0,0,0.0185077,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032412,Gm42252,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032413,Gm42255,0,0.0640904,0,0,0,0.10489,0.0,0.815135727,,,,,,,,,,,,,
XLOC_032414,Gm42256,0.241743,0.215468,0.221429,0.355369,0.351805,0.345286,0.1,0.003113544,,,,,,,,,,,,,
XLOC_032415,Gm36438,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032416,Gm42257,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032417,Gm42260,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032418,Gm42261,0,0.0338447,0,0.036302,0,0,0.0,0.971900862,,,,,,,,,,,,,
XLOC_032419,Gm42264,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032420,Gm42265,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032421,Gm42269,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032422,Gm34007,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032423,Gm42273,0.397257,0.118101,0.0487088,0,0,0,-0.2,0.198965094,,,,,,,,,,,,,
XLOC_032424,Gm30377,0,0,0.142037,0,0,0,-0.1,0.422649731,,,,,,,,,,,,,
XLOC_032425,Gm16731,0.25399,0.338428,0.415015,0.71985,1.56706,0.442829,0.5,0.213320574,,,,,,,,,,,,,
XLOC_032426,Gm32135,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032427,Gm42282,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032428,Gm42283,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032429,Gm42284,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032430,Gm45952,1.06561,1.50428,0.347366,0.607534,0.422436,0.238669,-0.4,0.16738347,,,,,,,,,,,,,
XLOC_032431,Gm42288,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032432,Gm42289,0,0.0637303,0.0790421,0,0,0.0262191,-0.1,0.187841933,,,,,,,,,,,,,
XLOC_032433,Gm12514,0.0443739,0,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032434,Gm12511,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032435,Gm42291,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032436,Gm35344,0.0640993,0.151808,0.125784,0.0815915,0.184405,0.0416835,0.0,0.77050964,,,,,,,,,,,,,
XLOC_032437,Gm35527,0,0,0,0,0.192079,0.108557,0.1,0.209888582,,,,,,,,,,,,,
XLOC_032438,Gm38592,1.56696,0.807377,2.14187,0.585417,0.493064,0.884338,-0.6,0.060959921,,,,,,,,,,,,,
XLOC_032439,Gm42295,0,0,0,0,0,0.166071,0.1,0.422649731,,,,,,,,,,,,,
XLOC_032440,8030451A03Rik,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032441,Gm31533,0.0163919,0.0128923,0.0160869,0,0,0.0106425,0.0,0.070146546,,,,,,,,,,,,,
XLOC_032442,Gm42296,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032443,Gm42299,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032444,Gm42300,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032445,Gm38646,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032446,Gm42304,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032447,2310067E19Rik,0.252382,0.0989929,0.0969365,0.0279077,0.0692656,0.0533733,-0.1,0.24681197,,,,,,,,,,,,,
XLOC_032448,Gm42305,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032449,Gm42306,0.10361,0.410909,0.101628,0.0439938,0,0.0675136,-0.2,0.288869632,,,,,,,,,,,,,
XLOC_032450,Gm42308,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032451,Gm11415,0,0,0,0.0702917,0,0.0359002,0.0,0.221555442,,,,,,,,,,,,,
XLOC_032452,Gm42310,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032453,Gm12415,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032454,Gm42316,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032455,Gm42317,0,0.0440948,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032456,Gm42318,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032457,1700091J24Rik,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032458,Gm42322,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032459,Gm42324,0.0669224,0.319649,0,0.227454,0,0.0436751,0.0,0.826160079,,,,,,,,,,,,,
XLOC_032460,Gm42325,0,0,0,0.0368261,0.0748587,0,0.1,0.225204446,,,,,,,,,,,,,
XLOC_032461,Gm42326,0,0.0243003,0.0302113,0,0,0,0.0,0.188138335,,,,,,,,,,,,,
XLOC_032462,Gm42327,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032463,Gm42329,0.241447,1.12362,0.366172,0.148956,0.050466,0.0570363,-0.5,0.204422795,,,,,,,,,,,,,
XLOC_032464,9130020K20Rik,0.883945,0.391721,1.69118,0.643517,0.510088,0.774035,-0.2,0.389546579,,,,,,,,,,,,,
XLOC_032465,Gm42332,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032466,Gm42334,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032467,Gm42335,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032468,Gm42337,0,0.3415,0,0,0,0,-0.1,0.422649731,,,,,,,,,,,,,
XLOC_032469,Gm42339,0.00942761,0,0.00925316,0,0,0.0122332,0.0,0.622266155,,,,,,,,,,,,,
XLOC_032470,Gm42341,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032471,Gm42342,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032472,Gm42343,0.10282,0.17322,0.0288314,0.03737,0.0506205,0.01907,-0.1,0.173868718,,,,,,,,,,,,,
XLOC_032473,Gm42344,0.0445593,0.0660184,0.106914,0.0251832,0.0113639,0.0321073,-0.1,0.088691525,,,,,,,,,,,,,
XLOC_032474,Gm42350,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032475,Gm42351,0.104571,0.0175866,0.117301,0.0253306,0.0171483,0.0387607,-0.1,0.181168407,,,,,,,,,,,,,
XLOC_032476,Gm42352,0,0.152126,0,0,0,0,-0.1,0.422649731,,,,,,,,,,,,,
XLOC_032477,Gm13073,0,0.045543,0.0567866,0.0327209,0,0.0375808,0.0,0.694258244,,,,,,,,,,,,,
XLOC_032478,Gm42354,0,0.041041,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032479,Gm13070,0.0642785,0.0506158,0.10513,0,0,0.0556728,-0.1,0.009002552,,,,,,,,,,,,,
XLOC_032480,Gm42356,0.121173,0,0,0,0,0,-0.1,0.422649731,,,,,,,,,,,,,
XLOC_032481,Gm42358,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032482,Gm42360,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032483,Gm42361,0.244176,0,0.477666,0,0,0,-0.3,0.214243693,,,,,,,,,,,,,
XLOC_032484,Gm42364,0.158565,0.18722,0.136156,0.0336241,0.0683416,0,-0.2,0.003085682,,,,,,,,,,,,,
XLOC_032485,Gm42365,0.0975171,0.0386462,0.0478281,0.289814,0.168608,0.127047,0.2,0.044296714,,,,,,,,,,,,,
XLOC_032486,Gm42369,0.116803,0.0463963,0,0,0.134766,0.114242,0.0,0.739473941,,,,,,,,,,,,,
XLOC_032487,Gm38939,0.19155,0.609498,0,0.0542469,0,0,-0.3,0.297016913,,,,,,,,,,,,,
XLOC_032488,Gm36127,0.0606183,0,0.118902,0,0,0,-0.1,0.220664974,,,,,,,,,,,,,
XLOC_032489,Gm38940,0,0.262371,0,0,0,0,-0.1,0.422649731,,,,,,,,,,,,,
XLOC_032490,4933402C05Rik,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032491,Gm38944,0,0,0.0277911,0,0.0325804,0.0184113,0.0,0.603634986,,,,,,,,,,,,,
XLOC_032492,Gm42370,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032493,Gm38946,6.3097,3.3327,6.64212,11.428,9.55878,6.33755,0.7,0.231729322,,,,,,,,,,,,,
XLOC_032494,Pla2g4c-ps,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032495,Gm38596,0,0,0,0.199528,0,0,0.1,0.422649731,,,,,,,,,,,,,
XLOC_032496,Gm38948,0.143417,0.0571508,0.492212,0.121882,0,0.140465,-0.2,0.27945223,,,,,,,,,,,,,
XLOC_032497,Gm42373,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032498,Gm33626,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032499,Gm26802,0.334636,0.456127,0.268642,0.0446383,0,0.101566,-0.4,0.064551454,,,,,,,,,,,,,
XLOC_032500,Gm38954,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032501,Gm38955,0.344803,0.365152,0.676359,0.341687,0.464093,0.299744,-0.1,0.591330472,,,,,,,,,,,,,
XLOC_032502,Gm38964,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032503,Gm38965,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032504,Gm38966,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032505,Gm38967,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032506,Gm38968,0.845068,0.465524,1.08374,0.276154,0.450314,0.466571,-0.4,0.172087188,,,,,,,,,,,,,
XLOC_032507,Gm38569,0,0.108053,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032508,Gm38969,0.187146,0.306109,0,0,0.218736,0,-0.1,0.248528217,,,,,,,,,,,,,
XLOC_032509,Gm42375,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032510,Gm15541,0.533516,0.612387,0.775387,0.226187,0.153151,0.239657,-0.4,0.01811692,,,,,,,,,,,,,
XLOC_032511,Gm38973,1.16506,0.895702,0.762102,0.709754,0.618645,0.835155,-0.2,0.288866404,,,,,,,,,,,,,
XLOC_032512,Gm26891,0.0877652,0.491521,0.68832,0.373154,0.203123,0.0573993,-0.2,0.540484217,,,,,,,,,,,,,
XLOC_032513,Gm38720,0.411342,0.0825587,0.201581,0,0.119181,0.134716,-0.2,0.393555622,,,,,,,,,,,,,
XLOC_032514,Gm38976,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032515,Gm38977,0,0.0536983,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032516,Gm10648,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032517,Gm38978,0.94474,3.50031,0.902603,0.533916,0.573384,0.296778,-0.8,0.156064294,,,,,,,,,,,,,
XLOC_032518,Gm38979,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032519,Gm38982,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032520,4930479H17Rik,0,0,0.0257299,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032521,D7Ertd128e,0,0,0.0319926,0.0276708,0,0,0.0,0.941860285,,,,,,,,,,,,,
XLOC_032522,Gm42377,0,0.0718596,0.0880078,0,0,0.0587259,0.0,0.251440433,,,,,,,,,,,,,
XLOC_032523,Gm38984,0.141534,0,0,0.0601389,0,0.0462023,0.0,0.808112132,,,,,,,,,,,,,
XLOC_032524,Gm12763,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032525,Gm12758,0.107368,0.0423277,0.079015,0.0227735,0,0,-0.1,0.032532752,,,,,,,,,,,,,
XLOC_032526,Gm12762,0,0.0668419,0.0831549,0.0239684,0.0649896,0.0183629,0.0,0.652923795,,,,,,,,,,,,,
XLOC_032527,Gm12784,0,0.0346615,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032528,Gm35378,0.0632529,0.0249648,0.0930928,0.268376,0.0363924,0.123394,0.1,0.306503909,,,,,,,,,,,,,
XLOC_032529,Gm38987,0,0,0,0.0261277,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032530,Gm38988,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032531,Gm42379,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032532,Gm38992,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032533,Gm38993,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032534,Gm38994,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032535,Gm38995,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032536,Gm38996,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032537,Ccnb1-ps,0.77171,0.526989,1.26247,3.64595,3.68547,4.6843,1.4,0.003657557,,,,,,,,,,,,,
XLOC_032538,Gm39000,0.504353,0.608601,0.611311,0.276911,0.375451,0.289322,-0.3,0.01317532,,,,,,,,,,,,,
XLOC_032539,Gm39001,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032540,Gm39003,0,0,0.0625202,0,0.0366622,0,0.0,0.798312398,,,,,,,,,,,,,
XLOC_032541,Gm39006,0.0356726,0.0280663,0.140032,0.0756391,0,0.0347461,0.0,0.534942988,,,,,,,,,,,,,
XLOC_032542,Gm39007,0.109144,0.123868,0.166631,0.0308501,0.0557094,0.0157403,-0.1,0.061290171,,,,,,,,,,,,,
XLOC_032543,Gm39008,0.0431544,0.079158,0.0988229,0.0365966,0.0991437,0.0840374,0.0,0.96332783,,,,,,,,,,,,,
XLOC_032544,Gm39009,0.0590917,0.303041,0.260913,0.100281,0.0679824,0.192086,-0.1,0.404196782,,,,,,,,,,,,,
XLOC_032545,Gm39010,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032546,Gm39014,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032547,Gm39015,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032548,Gm39017,0,0,0.0112744,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032549,Gm42385,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032550,Gm39020,0.157857,0,0,0,0,0,-0.1,0.422649731,,,,,,,,,,,,,
XLOC_032551,Snhg14,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032552,Snhg14,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032553,Gm42394,0.104568,0.164869,0.0769557,0,0.06013,0,-0.1,0.007387074,,,,,,,,,,,,,
XLOC_032554,Gm39021,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032555,Gm30829,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032556,Gm31652,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032557,Gm42395,0,0,0,0,0.0701549,0.0396475,0.1,0.211947815,,,,,,,,,,,,,
XLOC_032558,Gm39023,0,0,0,0,0.0571756,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032559,Gm39024,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032560,Gm16158,0,0,0.0357187,0,0.0838265,0,0.0,0.701499891,,,,,,,,,,,,,
XLOC_032561,Gm39029,0.0132366,0,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032562,Gm39030,0.0252567,0.099085,0.117755,0.112414,0.0507312,0.147431,0.0,0.625381203,,,,,,,,,,,,,
XLOC_032563,Gm39031,0,0.213533,0,0.439441,1.21102,0,0.5,0.206851567,,,,,,,,,,,,,
XLOC_032564,Gm39032,0.0667799,0.0263679,0,0,0.0384285,0,0.0,0.534525152,,,,,,,,,,,,,
XLOC_032565,Gm42397,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032566,Gm39033,0,0,0,0.0831154,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032567,Gm36212,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032568,Gm39034,0.0805506,0.0643345,0,0.0684781,0,0,0.0,0.329411865,,,,,,,,,,,,,
XLOC_032569,Rpl17-ps10,555.183,746.671,427.777,458.551,479.031,417.951,-0.3,0.214522754,,,,,,,,,,,,,
XLOC_032570,Gm39036,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032571,Gm39039,0.0706509,0.281468,0.13856,0.12008,0,0,-0.2,0.322626182,,,,,,,,,,,,,
XLOC_032572,Gm39041,0.241822,0.295649,0.224148,0.0797483,0.0308619,0.0871982,-0.2,0.040444803,,,,,,,,,,,,,
XLOC_032573,Gm42398,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032574,Gm42400,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032575,Gm42403,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032576,LOC105247277,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032577,Gm39506,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032578,Gm39507,0.0111487,0,0.0109421,0.00945339,0.0128025,0,0.0,0.994490787,,,,,,,,,,,,,
XLOC_032579,Gm39508,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032580,Gm39510,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032581,Gm39511,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032582,Gm39512,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032583,Gm14696,0.0187039,0,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_032584,Gm39513,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032585,Gm42407,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032586,Gm31511,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032587,Gm35843,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032588,Gm29582,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032589,Gm28486,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032590,LOC102639191,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_032591,Gm21094,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
