tracking_id,gene_short_name,P8 AT2 Control_A,P8 AT2 Control_B,P9 AT2 Control_C,P8 AT2 Mutant_A, P8 AT2 Mutant_B,P9 AT2 Mutant_C,Average Log2 foldchange (FPKM +1),T-test p-value,,,,,,,,,,,,,
XLOC_003114,Timm22,7.30523,6.93178,7.12987,9.70641,8.89881,9.12722,0.3,0.002298526,,,,,,,,,,,,,
XLOC_003115,Cyp2d22,1.0661,0.915833,1.17433,0.282555,0.535845,0.18311,-0.6,0.061958631,,,,,,,,,,,,,
XLOC_003116,Ncoa6,11.0175,10.2971,11.6115,12.888,11.1824,10.4467,0.1,0.625167334,,,,,,,,,,,,,
XLOC_003117,Trpc4ap,38.7608,40.4656,36.2512,40.6685,44.7897,44.4947,0.2,0.124059504,,,,,,,,,,,,,
XLOC_003118,Nudt3,35.2519,40.447,36.5882,53.7004,52.0376,60.1324,0.6,0.032781357,,,,,,,,,,,,,
XLOC_003119,Ngef,19.5245,20.0957,16.2182,9.09387,9.66812,8.33072,-1.0,0.00185902,,,,,,,,,,,,,
XLOC_003120,Atf6b,23.8113,28.4961,25.5406,35.1363,35.6118,37.7065,0.5,0.026349902,,,,,,,,,,,,,
XLOC_003121,Itpr2,12.618,7.62452,11.8518,6.76989,6.51776,7.17654,-0.6,0.094449528,,,,,,,,,,,,,
XLOC_003122,Kcnd3,0.0240703,0.0382879,0.0182398,0.031521,0.0426747,0.0776771,0.0,0.313430271,,,,,,,,,,,,,
XLOC_003123,Zfp111,1.74414,1.63228,2.464,4.24451,3.47889,3.93471,0.7,0.026833569,,,,,,,,,,,,,
XLOC_003124,Rgs17,0.0163828,0.0214236,0.0160805,0.00925688,0.00626177,0,0.0,0.046311677,,,,,,,,,,,,,
XLOC_003125,Pex3,11.5862,12.9201,8.95612,9.57315,10.8316,9.51295,-0.1,0.332998714,,,,,,,,,,,,,
XLOC_003126,Sort1,89.6398,76.9125,82.6669,53.0138,54.4533,46.8682,-0.7,0.019576148,,,,,,,,,,,,,
XLOC_003127,Klk11,0.06521,0.0157839,0.20377,0.178887,0.201811,0.239354,0.1,0.131310732,,,,,,,,,,,,,
XLOC_003128,Psrc1,13.4047,17.0377,14.7209,22.5699,25.0248,24.8717,0.7,0.008886541,,,,,,,,,,,,,
XLOC_003129,Rabgef1,27.9317,35.2692,27.7548,18.5289,16.7867,15.3202,-0.8,0.026368661,,,,,,,,,,,,,
XLOC_003130,Ick,9.64233,11.2797,10.5673,8.80058,9.65465,7.88869,-0.2,0.09264168,,,,,,,,,,,,,
XLOC_003131,Stap1,0.336375,0.40125,0.680489,0.104791,0.0617847,0.118479,-0.4,0.043627043,,,,,,,,,,,,,
XLOC_003132,Pnkd,43.3949,55.6656,51.015,38.5486,42.5892,43.2031,-0.3,0.053069302,,,,,,,,,,,,,
XLOC_003133,Med8,33.5135,36.0936,37.773,18.8423,19.2319,19.8328,-0.9,0.001192085,,,,,,,,,,,,,
XLOC_003134,Kat2a,10.6527,11.4073,9.19072,18.3888,15.4247,18.3371,0.7,0.045397936,,,,,,,,,,,,,
XLOC_003135,Kat2b,19.1685,15.5791,14.7788,13.377,13.0745,10.7084,-0.4,0.037030954,,,,,,,,,,,,,
XLOC_003136,Cdc42ep4,30.1604,33.7456,32.4753,24.4357,24.8486,27.2583,-0.3,0.02760396,,,,,,,,,,,,,
XLOC_003137,Sphk2,19.2981,22.6049,19.0679,16.9378,17.8372,18.6905,-0.2,0.175884128,,,,,,,,,,,,,
XLOC_003138,Igdcc4,0.273589,0.163822,0.141302,1.09346,1.02659,0.746648,0.7,0.005702852,,,,,,,,,,,,,
XLOC_003139,Nfu1,28.4421,36.1504,26.1194,33.6969,35.1575,34.1797,0.2,0.257319087,,,,,,,,,,,,,
XLOC_003140,Zbtb33,6.1801,6.6361,6.68769,8.58929,8.06016,7.08156,0.2,0.132910811,,,,,,,,,,,,,
XLOC_003141,Slc37a2,0.273377,0.319358,0.24844,0.0778004,0.141404,0.0932222,-0.2,0.004476053,,,,,,,,,,,,,
XLOC_003142,Gmeb1,4.49063,5.49485,5.82872,7.48159,6.95663,7.77797,0.4,0.052411975,,,,,,,,,,,,,
XLOC_003143,Tssc4,16.5241,25.4694,20.4359,31.6396,30.6363,36.5413,0.7,0.082221122,,,,,,,,,,,,,
XLOC_003144,Gabrq,0.0145513,0.115575,0.243806,0.486326,0.125307,0.328718,0.2,0.319938906,,,,,,,,,,,,,
XLOC_003145,Glra1,0,0,0,0,0.0447969,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_003146,Ddx24,24.0985,23.0654,20.3319,27.0085,27.0893,29.3553,0.3,0.110388114,,,,,,,,,,,,,
XLOC_003147,Tbx20,0.00688927,0.0108124,0.00676205,0.00584075,0,0.00893713,0.0,0.494963235,,,,,,,,,,,,,
XLOC_003148,Brd4,29.3747,27.0795,23.6089,29.6704,26.4359,25.4038,0.0,0.560518875,,,,,,,,,,,,,
XLOC_003149,Olfr1507,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003150,Alas1,38.1084,44.0429,31.1443,21.9361,24.5461,22.9346,-0.7,0.0323019,,,,,,,,,,,,,
XLOC_003151,Golga7,37.7335,39.7494,32.7729,38.757,40.2046,36.7696,0.1,0.254256025,,,,,,,,,,,,,
XLOC_003152,Tmem183a,19.5536,22.7285,19.315,28.0747,28.9838,32.6081,0.5,0.043681781,,,,,,,,,,,,,
XLOC_003153,Rlbp1,0.451349,0.402445,0.233065,0.056458,0.0273039,0.0154293,-0.4,0.020722237,,,,,,,,,,,,,
XLOC_003154,Atp5c1,156.554,144.834,117.515,153.578,165.751,154.139,0.2,0.263951447,,,,,,,,,,,,,
XLOC_003155,Tmem27,0,0.0943549,0,0.101261,0.118179,0.0258791,0.1,0.188146311,,,,,,,,,,,,,
XLOC_003156,Kit,3.12492,1.56332,3.84126,0.930688,1.24848,0.72103,-0.9,0.138451421,,,,,,,,,,,,,
XLOC_003157,Ctss,15.6828,7.02126,29.7289,2.30172,6.14564,4.5421,-1.7,0.156525435,,,,,,,,,,,,,
XLOC_003158,Myl1,0.0819256,0,0.0803216,0.0696496,0.0777653,0,0.0,0.926469877,,,,,,,,,,,,,
XLOC_003159,Sez6,0,0,0.0265103,0.0343597,0.0310356,0.0175271,0.0,0.308667617,,,,,,,,,,,,,
XLOC_003160,Cd33,1.50981,0.700889,1.75839,0.221605,0.493234,0.375541,-0.7,0.115988508,,,,,,,,,,,,,
XLOC_003161,Slc15a2,70.591,80.0241,60.7853,30.9145,45.0855,39.0352,-0.9,0.031584319,,,,,,,,,,,,,
XLOC_003162,Stk32c,0.0758507,0.278988,0.0454851,0.117966,0.296646,0.307272,0.1,0.299576435,,,,,,,,,,,,,
XLOC_003163,Ecel1,0.0180497,0.00708079,0.0177157,0.00764671,0.00838233,0.01039,0.0,0.258902804,,,,,,,,,,,,,
XLOC_003164,Sh2d2a,0.208685,0.167918,0.0371312,0,0.269028,0,-0.1,0.607157653,,,,,,,,,,,,,
XLOC_003165,Rnf25,19.4326,19.299,17.5962,13.8618,12.0127,12.4686,-0.5,0.012844726,,,,,,,,,,,,,
XLOC_003166,Tacc2,17.7894,16.1318,13.2788,17.5695,15.024,14.5771,0.0,0.956033189,,,,,,,,,,,,,
XLOC_003167,Usp29,0,0,0,0.0150194,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_003168,Acp1,11.4196,13.6559,12.8494,19.0559,19.9364,20.7844,0.6,0.007440352,,,,,,,,,,,,,
XLOC_003169,Cryba4,0,0.244169,0.302082,0,0,0,-0.2,0.187110251,,,,,,,,,,,,,
XLOC_003170,Crybb3,0.370859,0.530958,0.128848,0.195025,0.327274,0.46976,0.0,0.971766347,,,,,,,,,,,,,
XLOC_003171,Gab1,21.1858,17.4878,17.6252,22.0615,22.6634,20.5349,0.2,0.139424678,,,,,,,,,,,,,
XLOC_003172,Itgb6,14.9506,7.80322,10.5025,25.1432,24.0223,21.0035,1.1,0.047022578,,,,,,,,,,,,,
XLOC_003173,Svs3a,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003174,Clec5a,0.420489,0.0850322,0.391446,0.0512391,0.111037,0.147066,-0.2,0.242187433,,,,,,,,,,,,,
XLOC_003175,Sertad2,12.3843,13.8463,9.81852,8.17557,7.41259,7.24392,-0.6,0.042722229,,,,,,,,,,,,,
XLOC_003176,Il20,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003177,Rad18,1.07077,1.1001,1.545,5.9091,6.0164,7.23075,1.7,7.90074E-05,,,,,,,,,,,,,
XLOC_003178,Nelfb,24.8385,26.1549,29.449,33.5509,32.3636,33.5228,0.3,0.048940535,,,,,,,,,,,,,
XLOC_003179,Zbp1,1.09373,0.272134,1.49486,0.315385,0.913136,0.980528,-0.1,0.748456038,,,,,,,,,,,,,
XLOC_003180,Prg4,1.89254,1.03611,1.21282,1.24856,1.46037,1.05951,-0.1,0.759898364,,,,,,,,,,,,,
XLOC_003181,Rab37,0.278125,0.0505401,0.146962,0.0362958,0.0983723,0.0972821,-0.1,0.447551245,,,,,,,,,,,,,
XLOC_003182,Mmp19,0.613402,0.393526,0.641278,0.10614,0.0958439,0.180537,-0.5,0.01581319,,,,,,,,,,,,,
XLOC_003183,Cacna1h,0.0597359,0.0593068,0.0479709,0.0549211,0.0249205,0.0349581,0.0,0.187843423,,,,,,,,,,,,,
XLOC_003184,Angel2,18.3257,17.3905,18.0493,14.1095,14.3147,13.3887,-0.3,0.014268857,,,,,,,,,,,,,
XLOC_003185,Nkain4,3.2991,0.9134,2.27506,0.666163,1.16651,0.439269,-0.8,0.246401596,,,,,,,,,,,,,
XLOC_003186,Mecom,46.2569,47.6916,36.6691,41.9954,43.5421,34.2116,-0.1,0.009599526,,,,,,,,,,,,,
XLOC_003187,Trpm7,13.035,12.177,13.2097,12.5775,11.9124,11.9657,-0.1,0.158527171,,,,,,,,,,,,,
XLOC_003188,Tnni1,0.0949403,0.168886,0,0,0.115547,0,-0.1,0.222387699,,,,,,,,,,,,,
XLOC_003189,Rnf32,1.17633,1.11169,0.576746,0.82382,0.608926,0.507691,-0.2,0.129821918,,,,,,,,,,,,,
XLOC_003190,,0,0.0141442,0.0352847,0,0,0,0.0,0.248135249,,,,,,,,,,,,,
XLOC_003191,Syngr4,0.43914,0.617523,0.478565,1.28572,0.633557,1.08237,0.4,0.182680465,,,,,,,,,,,,,
XLOC_003192,Bco1,0.140421,0.0631638,0.0517926,0.0429648,0.230564,0.178113,0.1,0.521480876,,,,,,,,,,,,,
XLOC_003193,Dennd5a,25.305,24.0746,25.3477,15.969,16.3669,14.5767,-0.6,0.010476507,,,,,,,,,,,,,
XLOC_003194,Nectin3,49.0843,44.7048,40.2024,39.1695,43.6508,37.1216,-0.2,0.209942652,,,,,,,,,,,,,
XLOC_003195,Sqor,13.6981,10.905,14.0625,17.1701,13.5113,21.0553,0.4,0.046437463,,,,,,,,,,,,,
XLOC_003196,,0.0208259,0,0.0413856,0.017886,0,0,0.0,0.383146517,,,,,,,,,,,,,
XLOC_003197,Pcdh8,0.0121977,0.115021,0.0239444,0.0206878,0,0,-0.1,0.358288334,,,,,,,,,,,,,
XLOC_003198,Scn5a,0.0106193,0.0500343,0.0417328,0.0225224,0.0304902,0.0103117,0.0,0.423940456,,,,,,,,,,,,,
XLOC_003199,Arpp19,23.0285,26.2373,20.5852,32.3675,29.706,31.7684,0.4,0.082053221,,,,,,,,,,,,,
XLOC_003200,Jph2,1.07329,0.411584,0.579984,0.349285,0.33609,0.268953,-0.3,0.162920005,,,,,,,,,,,,,
XLOC_003201,Nek7,18.3646,17.2172,17.0301,24.8195,31.9331,25.4786,0.6,0.042554492,,,,,,,,,,,,,
XLOC_003202,Nek6,34.5559,38.4825,36.8589,38.3313,51.4726,46.2911,0.3,0.06405088,,,,,,,,,,,,,
XLOC_003203,Ackr2,1.57884,0.876369,1.07928,0.408753,0.859028,0.240538,-0.5,0.179330875,,,,,,,,,,,,,
XLOC_003204,Nrip2,0.394136,0.113574,0.254294,0.316058,0.0849775,0.249323,0.0,0.201558946,,,,,,,,,,,,,
XLOC_003205,Il21,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003206,,16.4013,18.2468,13.402,20.7127,19.5541,12.3403,0.1,0.500441928,,,,,,,,,,,,,
XLOC_003207,,3.25785,4.01344,4.60427,3.92832,4.25644,5.26133,0.1,0.072560749,,,,,,,,,,,,,
XLOC_003208,Flii,33.0576,31.9018,32.3664,39.151,42.5293,38.7646,0.3,0.030226544,,,,,,,,,,,,,
XLOC_003209,Fn3k,1.77993,2.23003,4.7085,0.0939034,0.200173,0.237449,-1.7,0.026179848,,,,,,,,,,,,,
XLOC_003210,Aqp9,0.245394,0.0687036,0.325707,0.0148087,0.0200621,0.0463497,-0.2,0.109492248,,,,,,,,,,,,,
XLOC_003211,Syne1,1.28954,0.392798,1.25463,0.579999,0.684821,0.535864,-0.3,0.424954747,,,,,,,,,,,,,
XLOC_003212,Hspa5,283.436,520.453,197.686,209.283,248.819,204.386,-0.5,0.271365128,,,,,,,,,,,,,
XLOC_003213,Smoc1,0.601378,0.277204,0.291522,0.332038,0.682363,0.843587,0.2,0.468993729,,,,,,,,,,,,,
XLOC_003214,Popdc2,0.986583,0.637013,0.898578,0.800495,0.827479,0.76627,0.0,0.787357394,,,,,,,,,,,,,
XLOC_003215,Parvg,0.97464,0.561365,1.31509,0.250932,0.299967,0.395529,-0.6,0.062667559,,,,,,,,,,,,,
XLOC_003216,Dgcr14,10.6043,13.877,13.1877,15.2948,14.1447,15.6401,0.2,0.205419921,,,,,,,,,,,,,
XLOC_003217,Ngb,0.32975,0.118267,0.264684,0.0763093,0,0.136429,-0.2,0.05206056,,,,,,,,,,,,,
XLOC_003218,Gprc5b,13.1906,12.5781,9.36423,7.64398,9.04167,9.65876,-0.4,0.235413321,,,,,,,,,,,,,
XLOC_003219,Irx6,0.0135167,0.0106236,0,0,0.0310508,0,0.0,0.842237756,,,,,,,,,,,,,
XLOC_003220,Fzd5,11.9215,12.8474,13.1026,19.5219,18.3276,18.9276,0.5,0.011492513,,,,,,,,,,,,,
XLOC_003221,Dpys,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003222,Mark3,27.8959,29.7258,23.6528,27.702,28.5947,25.9535,0.0,0.732316439,,,,,,,,,,,,,
XLOC_003223,Polr1e,1.19008,1.42794,1.31871,2.64773,2.93944,3.43004,0.8,0.008466807,,,,,,,,,,,,,
XLOC_003224,Lpin3,3.39346,3.91967,4.7622,3.99331,4.03804,4.3079,0.0,0.738788676,,,,,,,,,,,,,
XLOC_003225,Lat2,2.0213,1.40263,1.4474,0.51958,0.555689,0.404019,-0.8,0.016592856,,,,,,,,,,,,,
XLOC_003226,Retn,0.0448528,0,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_003227,Irak1bp1,2.18685,2.06033,2.8365,6.00188,6.10855,6.47702,1.1,0.004541905,,,,,,,,,,,,,
XLOC_003228,Dap3,34.0706,33.9281,27.0067,37.4648,37.8397,36.3961,0.2,0.124404609,,,,,,,,,,,,,
XLOC_003229,Pex19,24.9873,26.9012,23.9342,28.764,25.569,28.848,0.1,0.332313686,,,,,,,,,,,,,
XLOC_003230,Asb1,3.42948,3.29297,3.7036,2.9697,3.02011,3.26826,-0.1,0.020093433,,,,,,,,,,,,,
XLOC_003231,Clstn1,73.6166,70.8993,88.2857,47.8361,37.0497,49.8354,-0.8,0.013004415,,,,,,,,,,,,,
XLOC_003232,Map3k20,12.7548,15.4614,13.2058,13.6195,12.0215,11.3461,-0.2,0.352856432,,,,,,,,,,,,,
XLOC_003233,Lima1,21.2866,21.0397,21.3221,30.044,29.4039,25.8846,0.4,0.027036336,,,,,,,,,,,,,
XLOC_003234,Cdc25b,23.74,21.8953,26.839,47.4225,44.4208,47.0369,0.9,0.004873334,,,,,,,,,,,,,
XLOC_003235,Palm,2.5116,1.46991,2.46684,1.2508,1.70037,1.54538,-0.3,0.300966661,,,,,,,,,,,,,
XLOC_003236,Pln,0.158565,0.124814,0.0194508,0.0168095,0.0227768,0.0128711,-0.1,0.170897441,,,,,,,,,,,,,
XLOC_003237,Renbp,45.5588,57.283,50.8938,8.83397,10.3516,11.7064,-2.2,0.001905265,,,,,,,,,,,,,
XLOC_003238,Dtymk,43.2576,57.8351,49.352,110.661,109.222,121.362,1.2,0.012976203,,,,,,,,,,,,,
XLOC_003239,Nono,106.867,100.9,107.149,208.351,192.445,191.332,0.9,0.001748535,,,,,,,,,,,,,
XLOC_003240,Pla2g12a,8.74508,11.8452,9.43578,13.3813,14.9152,12.3794,0.4,0.033718279,,,,,,,,,,,,,
XLOC_003241,Cblc,18.5295,22.9856,24.9207,26.7651,31.0648,30.0192,0.4,0.032237762,,,,,,,,,,,,,
XLOC_003242,Trim13,7.70854,10.5288,6.47542,8.4413,7.3269,6.92152,-0.1,0.683325565,,,,,,,,,,,,,
XLOC_003243,Qsox1,13.4013,16.93,15.0974,13.046,16.4619,18.3231,0.1,0.5932318,,,,,,,,,,,,,
XLOC_003244,Rnf128,1.94648,1.71774,2.87228,9.39872,23.6398,12.6711,2.3,0.03759072,,,,,,,,,,,,,
XLOC_003245,Ubap1,17.1784,18.3301,16.4516,14.7703,15.8067,13.5022,-0.2,0.008825778,,,,,,,,,,,,,
XLOC_003246,Rpf2,6.8889,9.12821,6.62594,16.1134,19.0627,18.5544,1.2,0.008812721,,,,,,,,,,,,,
XLOC_003247,Prl8a9,0,0,0,0,0,0.0735554,0.0,0.422649731,,,,,,,,,,,,,
XLOC_003248,Coq8a,5.83573,6.1034,6.41928,4.73296,5.89287,4.42231,-0.2,0.168575884,,,,,,,,,,,,,
XLOC_003249,Cdh23,0,0.00329366,0,0.00964542,0,0.0199488,0.0,0.322365159,,,,,,,,,,,,,
XLOC_003250,Col4a3bp,20.0169,19.6966,20.9445,25.9628,24.4455,21.2317,0.2,0.164519197,,,,,,,,,,,,,
XLOC_003251,Hist1h2bc,28.2816,45.5681,32.3039,110.366,101.564,75.5406,1.4,0.030236795,,,,,,,,,,,,,
XLOC_003252,Slc9a3r2,61.3419,65.0485,65.8393,44.5731,40.8161,35.4881,-0.7,0.032166521,,,,,,,,,,,,,
XLOC_003253,Ctnnbip1,8.86093,9.28514,7.79577,12.0361,11.2753,10.9677,0.4,0.023523667,,,,,,,,,,,,,
XLOC_003254,Tinagl1,70.2944,72.7384,69.1212,93.8786,91.3779,96.2567,0.4,0.010998304,,,,,,,,,,,,,
XLOC_003255,,14.8638,16.8108,13.3028,9.62982,11.8282,9.34107,-0.5,0.004930578,,,,,,,,,,,,,
XLOC_003256,,6.36484,6.59021,6.44097,7.1137,6.76971,7.05324,0.1,0.095368139,,,,,,,,,,,,,
XLOC_003257,Pdcl2,0,0.0382494,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_003258,Hilpda,8.65233,9.02689,8.27708,7.57495,9.36206,8.94564,0.0,0.935033195,,,,,,,,,,,,,
XLOC_003259,Tfpt,12.3958,18.6612,12.7298,11.6838,10.7606,12.214,-0.3,0.323940732,,,,,,,,,,,,,
XLOC_003260,Mrto4,18.6954,25.2493,16.3666,32.3609,34.0092,41.4538,0.8,0.083830231,,,,,,,,,,,,,
XLOC_003261,Ddi2,12.4331,12.9702,13.5278,13.3926,13.3842,12.8664,0.0,0.662326972,,,,,,,,,,,,,
XLOC_003262,Mvk,12.2875,13.9076,11.567,8.98201,9.24133,9.64349,-0.4,0.045072967,,,,,,,,,,,,,
XLOC_003263,Neu1,18.7377,19.5993,20.1086,14.8999,21.9206,17.2125,-0.1,0.475146819,,,,,,,,,,,,,
XLOC_003264,Plscr3,35.0829,32.2317,32.6795,68.0507,63.1707,68.1598,1.0,0.001073676,,,,,,,,,,,,,
XLOC_003265,Ube2v2,10.8124,11.5044,8.27959,8.30654,9.00976,8.22031,-0.2,0.172804038,,,,,,,,,,,,,
XLOC_003266,Dut,13.7262,20.8027,18.2802,40.2737,37.8924,42.3716,1.2,0.025166187,,,,,,,,,,,,,
XLOC_003267,Fbxo9,29.5716,36.2816,29.9593,22.0784,22.2534,20.1735,-0.5,0.020632561,,,,,,,,,,,,,
XLOC_003268,Gdpd2,3.75559,11.0257,8.8569,0.286534,0.307444,0.438796,-2.6,0.021161539,,,,,,,,,,,,,
XLOC_003269,Ing3,9.59927,12.0796,8.69543,10.1338,9.93017,8.21605,-0.1,0.45824649,,,,,,,,,,,,,
XLOC_003270,Anxa9,1.208,1.08312,1.06531,0.351463,0.414534,0.581428,-0.6,0.027562511,,,,,,,,,,,,,
XLOC_003271,Dnaja3,16.2482,17.5508,15.5524,22.1185,21.9116,23.4648,0.4,0.028978502,,,,,,,,,,,,,
XLOC_003272,Tnfrsf22,1.66188,1.64439,3.30458,2.04054,1.89596,2.20577,0.0,0.878215528,,,,,,,,,,,,,
XLOC_003273,Zkscan3,26.2652,24.0312,26.7634,23.1179,18.8188,19.4939,-0.3,0.052856475,,,,,,,,,,,,,
XLOC_003274,Nfatc4,14.0276,15.4056,16.6238,14.2978,11.1835,14.0456,-0.2,0.250785868,,,,,,,,,,,,,
XLOC_003275,Txnip,226.879,365.083,286.202,181.946,272.288,236.306,-0.3,0.016216486,,,,,,,,,,,,,
XLOC_003276,Prl8a8,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003277,Arfgap2,9.44791,11.0535,9.66044,12.913,13.5366,13.3578,0.4,0.018101514,,,,,,,,,,,,,
XLOC_003278,Set,69.5709,82.1411,65.7255,159.094,144.133,161.302,1.1,0.01742451,,,,,,,,,,,,,
XLOC_003279,Rpgrip1,8.66243,6.64809,7.58129,8.30469,8.4443,8.63248,0.1,0.315198337,,,,,,,,,,,,,
XLOC_003280,Gcnt2,5.83185,4.08893,5.11622,11.2168,11.9122,8.7905,1.0,0.041395194,,,,,,,,,,,,,
XLOC_003281,Slco3a1,22.7717,13.6634,16.9903,10.6064,10.1092,8.5762,-0.8,0.056393324,,,,,,,,,,,,,
XLOC_003282,Hdac9,0.231065,0.0928279,0.347782,0.185057,0.131957,0.188599,-0.1,0.453926039,,,,,,,,,,,,,
XLOC_003283,U2af1,66.4374,88.9826,52.6875,114.761,105.861,117.164,0.7,0.107917949,,,,,,,,,,,,,
XLOC_003284,Jkamp,17.4553,15.997,12.7255,17.1273,16.4721,18.4205,0.2,0.40926663,,,,,,,,,,,,,
XLOC_003285,Snx5,40.4207,46.7628,37.0893,56.1062,58.2371,59.1569,0.5,0.041848604,,,,,,,,,,,,,
XLOC_003286,,50.9334,57.2718,55.0024,42.0229,44.3014,43.7219,-0.3,0.006834886,,,,,,,,,,,,,
XLOC_003287,Aplf,2.84867,3.00146,2.85002,5.94568,5.79225,4.91468,0.7,0.008160427,,,,,,,,,,,,,
XLOC_003288,Hsdl2,9.61234,11.6588,10.6066,16.5485,18.6564,17.7323,0.7,0.001490278,,,,,,,,,,,,,
XLOC_003289,Arl2bp,22.866,20.1531,20.4414,40.481,46.6119,40.0383,1.0,0.01239808,,,,,,,,,,,,,
XLOC_003290,Ssbp2,12.1257,11.3389,10.6082,14.3913,12.0662,13.8731,0.2,0.106667277,,,,,,,,,,,,,
XLOC_003291,Fars2,16.862,18.3534,13.6441,18.6696,20.6604,19.4626,0.3,0.142370336,,,,,,,,,,,,,
XLOC_003292,Rps27a,639.793,824.609,460.66,576.143,648.675,601.853,0.0,0.880358578,,,,,,,,,,,,,
XLOC_003293,Hagh,27.2537,25.7638,21.1535,14.2323,19.1175,15.7829,-0.6,0.072413729,,,,,,,,,,,,,
XLOC_003294,Rab6a,37.63,35.4522,31.1475,47.5662,47.1237,46.9994,0.4,0.027426596,,,,,,,,,,,,,
XLOC_003295,Osbpl5,30.7949,25.7675,26.9723,38.8199,36.1221,32.5278,0.4,0.02985493,,,,,,,,,,,,,
XLOC_003296,Tnfrsf23,0.649162,0.870961,0.581429,1.88536,2.27442,1.32851,0.7,0.01288755,,,,,,,,,,,,,
XLOC_003297,Clcnka,0.0773622,0,2.01356,0.0164046,0.0444554,0.113047,-0.5,0.415654841,,,,,,,,,,,,,
XLOC_003298,Morf4l1,100.511,111.023,101.002,141.785,147.428,138.342,0.4,0.003055204,,,,,,,,,,,,,
XLOC_003299,Hspb2,8.5935,7.97469,5.65449,6.78251,6.68177,5.93211,-0.2,0.291365477,,,,,,,,,,,,,
XLOC_003300,Rab5c,74.3843,77.4446,72.9688,83.5846,92.952,82.1343,0.2,0.023549816,,,,,,,,,,,,,
XLOC_003301,Pdc,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003302,Ost4,136.664,158.262,140.988,127.925,126.622,143.638,-0.1,0.330841355,,,,,,,,,,,,,
XLOC_003303,Svbp,24.3005,27.2208,21.8726,28.1072,29.7791,30.869,0.3,0.129249053,,,,,,,,,,,,,
XLOC_003304,Pigx,15.8382,18.8286,14.6914,22.4958,25.1263,24.6244,0.5,0.029303577,,,,,,,,,,,,,
XLOC_003305,Bhlhe41,0.20752,0.665155,0.859765,0.0942519,0.136121,0.124997,-0.5,0.111645522,,,,,,,,,,,,,
XLOC_003306,Lias,7.57235,10.9268,6.47365,10.8922,11.6837,8.26911,0.3,0.120479274,,,,,,,,,,,,,
XLOC_003307,Amz2,11.4271,9.57098,12.385,14.5908,14.3864,14.0985,0.3,0.082668756,,,,,,,,,,,,,
XLOC_003308,Mef2c,1.85265,0.63292,1.84474,0.302126,0.581389,0.308237,-0.8,0.167092173,,,,,,,,,,,,,
XLOC_003309,Mob4,26.428,24.8693,20.01,26.3315,26.3626,24.5602,0.1,0.29613351,,,,,,,,,,,,,
XLOC_003310,Slc31a2,16.3827,17.4507,19.891,6.68566,7.92981,6.53641,-1.2,0.010200654,,,,,,,,,,,,,
XLOC_003311,Polr3e,5.8976,5.72475,5.60756,11.0476,10.5195,12.4837,0.9,0.00832896,,,,,,,,,,,,,
XLOC_003312,Mrpl15,6.52949,7.0271,6.57009,9.58143,11.4525,12.9429,0.7,0.027872175,,,,,,,,,,,,,
XLOC_003313,Stau2,5.76235,7.80418,5.07401,11.3347,10.5178,9.42823,0.7,0.044167195,,,,,,,,,,,,,
XLOC_003314,Emc6,78.7595,98.6813,67.4133,44.5894,45.5479,46.6715,-0.8,0.039942363,,,,,,,,,,,,,
XLOC_003315,Tmem176a,128.967,124.911,119.777,106.514,140.798,135.673,0.0,0.880746943,,,,,,,,,,,,,
XLOC_003316,Krtcap2,152.252,183.931,128.39,116.281,108.457,112.47,-0.4,0.116309061,,,,,,,,,,,,,
XLOC_003317,Gtpbp8,4.82775,5.19692,5.39934,6.39635,4.92757,5.73992,0.1,0.427713318,,,,,,,,,,,,,
XLOC_003318,Tmem42,28.3008,33.0648,28.6715,9.06743,8.8833,9.44536,-1.6,0.002953947,,,,,,,,,,,,,
XLOC_003319,Chchd6,8.6555,8.62386,7.18545,16.0836,16.1303,18.4682,1.0,0.020506137,,,,,,,,,,,,,
XLOC_003320,Uqcrq,49.4773,65.6183,41.1484,39.128,44.5762,48.5019,-0.2,0.45149973,,,,,,,,,,,,,
XLOC_003321,Mrps36,52.6985,55.6487,37.9082,41.6711,39.5021,36.5862,-0.3,0.151384184,,,,,,,,,,,,,
XLOC_003322,Acy1,2.92479,3.94133,2.92341,6.22671,6.45572,6.14723,0.8,0.014011589,,,,,,,,,,,,,
XLOC_003323,Glo1,126.896,48.5811,83.891,179.537,152.005,53.0196,0.5,0.533611713,,,,,,,,,,,,,
XLOC_003324,Mymk,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
