"","TF","D","W"
"413","ETS1","I",0.0046255163958204
"94","BATF","O",0.00457862192788983
"715","CHD2","I",0.00446725318790369
"43","HDAC2","I",0.00445261531118693
"802","MAFK","O",0.00444727250846679
"549","CHD2","I",0.00444497149253381
"304","ZKSCAN1","O",0.00443679484382109
"868","MAFK","O",0.00442635426735259
"749","CHD2","I",0.00435394783936102
"1184","MAFK","O",0.00432488030772055
"641","WRNIP1","I",0.00431889229027087
"777","ELF1","I",0.00431487394602021
"246","TCF12","O",0.00428030855852016
"8","RXRA","O",0.00425641834626318
"429","NFIC","I",0.00421474565098931
"66","FOSL2","O",0.00421042659683993
"912","HDAC2","O",0.00418399686059414
"210","TCF12","O",0.00415894187845116
"251","ELF1","I",0.00410210098883227
"730","SIRT6","O",0.00399332074270096
"236","SP2","O",0.00386600659623477
"1019","RELA","I",0.00386069902730646
"1034","SP2","O",0.0037708435764216
"724","MAFK","O",0.00377081064475014
"997","ELF1","I",0.00368756177860682
"965","RELA","I",0.00365086294848097
"231","ELF1","I",0.00363288587970922
"42","FOSL2","O",0.00362666934664486
"676","SIRT6","O",0.00358932415177563
"981","RELA","I",0.00354663727413385
"1046","SIN3A","O",0.00348815566968906
"184","SIN3A","O",0.00342983341808773
"1056","SIN3A","O",0.00336521262380698
"384","SP2","O",0.00336100812127725
"280","SIN3A","O",0.0033590160005178
"355","CHD1","I",0.00335655374725249
"180","SIN3A","O",0.00330513214619822
"16","RXRA","O",0.00326160117642016
"530","SIN3A","O",0.00324117629345406
"312","FOSL2","O",0.00319218167219683
"178","TCF12","O",0.00317835342372
"340","GABPA","O",0.00316595986744009
"960","SIN3A","O",0.003141247039535
"76","RXRA","O",0.0031211584986129
"376","SP1","O",0.00311550281097138
"392","SP4","O",0.00305512476853396
"80","SREBF2","O",0.00303636584056356
"558","SIN3A","O",0.00299625556110631
"866","SIN3A","O",0.0029909824808408
"666","SP1","O",0.00291123436737054
"460","SP1","O",0.00288013925836714
"990","GABPA","O",0.00280034552241412
"78","RXRA","O",0.00279376353514997
"348","GABPA","O",0.00276422187156046
"132","SIN3A","O",0.00275684727736338
"188","SIN3A","O",0.00275117660200413
"104","SIN3A","O",0.00270621915360489
"149","FOS","I",0.00263369336757774
"904","GABPA","O",0.00250466094817077
"82","TCF12","O",0.00241186205348099
"938","KAT2B","O",0.00237479488586708
"962","HDAC2","O",0.00232280285833994
"260","SP1","O",0.00227674936333138
"1110","GABPA","O",0.00225311230466968
"1142","GABPA","O",0.0022280450847225
"302","SP1","O",0.00220162652208295
"240","MTA3","O",0.00218555322464882
"90","ZC3H11A","O",0.00213226671774392
"54","FOSL2","O",0.00209858267763057
"1016","PBX3","O",0.00200645721382426
"926","GABPA","O",0.00156163186022718
"1132","GABPA","O",0.00146721747712502
"727","CHD2","I",0.00146580623348654
"1170","GABPA","O",0.00128907923025523
"1136","GABPA","O",0.00119658076413835
"461","ETS1","I",0.00112514520528799
"472","PML","O",0.00109157291917098
"846","PBX3","O",0.000913504208280761
"458","SAP30","O",0.000827302883957472
"244","PBX3","O",0.000816854285563986
"642","WRNIP1","O",0.000748484263409967
"284","TAF1","O",0.000664896925042914
"108","TAF1","O",0.000653279205045421
"268","TAF1","O",0.000558705866797004
"428","TAF1","O",0.000295965900712102
"393","ZMIZ1","I",0.000121411255477826
"947","CHD7","I",3.00866803516203e-05
"784","TAF1","O",1.31672094210915e-05
"2","TCF12","O",0
"9","JUND","I",0
"18","ESRRA","O",0
"19","NR3C1","I",0
"23","MEF2C","I",0
"26","GABPA","O",0
"33","JUND","I",0
"37","JUND","I",0
"45","MEF2A","I",0
"49","JUND","I",0
"51","NR3C1","I",0
"70","STAT1","O",0
"71","JUN","I",0
"123","JUND","I",0
"129","JUN","I",0
"135","EGR1","I",0
"143","JUND","I",0
"147","ZBTB7A","I",0
"165","CEBPZ","I",0
"168","STAT1","O",0
"171","MEF2A","I",0
"192","PML","O",0
"201","EGR1","I",0
"205","SPI1","I",0
"225","JUND","I",0
"229","JUND","I",0
"258","PML","O",0
"282","TAF1","O",0
"285","SPI1","I",0
"305","JUND","I",0
"334","TAF1","O",0
"338","TAF1","O",0
"351","NR3C1","I",0
"353","ZBTB7A","I",0
"369","JUN","I",0
"407","JUN","I",0
"409","POU2F2","I",0
"412","SAP30","O",0
"419","SPI1","I",0
"464","TAF1","O",0
"482","TAF1","O",0
"511","NFATC1","I",0
"521","EGR1","I",0
"575","CHD7","I",0
"579","IKZF1","I",0
"599","JUND","I",0
"605","EGR1","I",0
"621","ZBTB7A","I",0
"643","JUN","I",0
"682","MAFF","O",0
"683","SPI1","I",0
"691","POU2F2","I",0
"702","TAF1","O",0
"742","TAF1","O",0
"825","ZMIZ1","I",0
"830","STAT1","O",0
"890","MAFF","O",0
"973","JUND","I",0
"987","EGR1","I",0
"1078","TAF1","O",0
"1115","ZMIZ1","I",0
"1129","FLI1","I",0
"1173","EGR1","I",0
"1175","JUND","I",0
"1221","JUN","I",0
