"","TF","D","W"
"1186","CTCF","O",0.0175439845860344
"590","CTCF","O",0.0175384618056529
"1138","CTCF","O",0.0175337209042551
"502","CTCF","O",0.0175330258164248
"503","CTCF","I",0.0175324732633987
"1161","CTCF","I",0.0175153135029119
"656","CTCF","O",0.0174918708170929
"655","CTCF","I",0.0174845243697921
"501","CTCF","I",0.017476452673763
"1185","CTCF","I",0.0174757585963568
"589","CTCF","I",0.0174629467550284
"360","CTCF","O",0.0174496002292735
"1224","CTCF","O",0.0174483982335848
"1223","CTCF","I",0.0174222341210815
"191","PML","I",0.0174169870814906
"1218","CTCF","O",0.017412523933736
"583","CTCF","I",0.0174061673173217
"359","CTCF","I",0.0174036907485976
"1093","HCFC1","I",0.0174012330519544
"1094","HCFC1","O",0.0173900532188634
"584","CTCF","O",0.0173863721253618
"1217","CTCF","I",0.0173782235071729
"192","PML","O",0.0173679526563373
"957","CTCF","I",0.0173581431838771
"958","CTCF","O",0.0173514524784218
"483","CTCF","I",0.0173353363251195
"484","CTCF","O",0.0173294266718091
"1219","CTCF","I",0.0173172557598429
"1220","CTCF","O",0.0173166106106482
"246","TCF12","O",0.0172775442629135
"245","TCF12","I",0.0172769601067709
"416","CTCF","O",0.017207798189716
"400","CTCF","O",0.0171952850017153
"1190","CTCF","O",0.0171923987809732
"520","CTCF","O",0.0171909078704568
"415","CTCF","I",0.0171839665754097
"399","CTCF","I",0.0171805192978305
"1144","CTCF","O",0.0171787811013755
"944","CTCF","O",0.0171768743871483
"1189","CTCF","I",0.0171521021094092
"519","CTCF","I",0.0171507018561509
"608","CTCF","O",0.0171500840676618
"607","CTCF","I",0.0171484916714728
"476","CTCF","O",0.017147412662877
"876","CTCF","O",0.0171447754902645
"1143","CTCF","I",0.0171439262442194
"943","CTCF","I",0.0171335105772769
"475","CTCF","I",0.0171315191873554
"506","CTCF","O",0.0171218174294471
"505","CTCF","I",0.0171205120958502
"596","CTCF","O",0.0170856495817186
"1059","HCFC1","I",0.0170798510566212
"875","CTCF","I",0.0170756646774634
"595","CTCF","I",0.0170720006498892
"14","REST","O",0.0170541923259452
"554","CTCF","O",0.0170536919945334
"553","CTCF","I",0.0170462430525714
"433","CTCF","I",0.0170416464662468
"13","REST","I",0.0170363465045906
"1060","HCFC1","O",0.0170357112751889
"820","STAT3","O",0.0170264421853917
"434","CTCF","O",0.0170197824372318
"819","STAT3","I",0.0170193521762845
"442","CTCF","O",0.0169941921886754
"616","CTCF","O",0.0169838579222798
"441","CTCF","I",0.0169808129790861
"1232","CTCF","O",0.0169766609113572
"1231","CTCF","I",0.0169726941014895
"615","CTCF","I",0.0169703847372914
"405","CTCF","I",0.0169537757645605
"406","CTCF","O",0.0169445255744792
"640","CTCF","O",0.0169136386170894
"68","REST","O",0.0169096170076897
"67","REST","I",0.0169038955439042
"639","CTCF","I",0.0168864834127653
"649","CTCF","I",0.016884810502277
"22","ZEB1","O",0.0168818938691895
"650","CTCF","O",0.0168633300669127
"21","ZEB1","I",0.0168594004584396
"841","CTCF","I",0.0168459126482682
"842","CTCF","O",0.016809080990311
"293","TCF12","I",0.0168082386362952
"807","HCFC1","I",0.0167912753023272
"209","TCF12","I",0.0167899133661517
"808","HCFC1","O",0.0167817062508399
"210","TCF12","O",0.0167767221999658
"294","TCF12","O",0.0167369910178165
"361","CTCF","I",0.0167252586717448
"362","CTCF","O",0.0167079388499946
"490","CTCF","O",0.0166845247445893
"471","PML","I",0.0166770644892789
"1208","STAT3","O",0.016629867110213
"1207","STAT3","I",0.0166117768606697
"694","CTCF","O",0.0166093098620329
"472","PML","O",0.0165915346873637
"693","CTCF","I",0.016588718101254
"489","CTCF","I",0.0165835116676214
"1126","CTCF","O",0.016474701188664
"1125","CTCF","I",0.016469841403581
"301","SP1","I",0.0163963214382564
"302","SP1","O",0.0163604517649534
"577","CTCF","I",0.016341927492209
"713","CTCF","I",0.0163135655412354
"714","CTCF","O",0.0163020906988038
"98","REST","O",0.0162933666333081
"97","REST","I",0.016266171723005
"578","CTCF","O",0.0162331691992598
"815","IRF3","I",0.0162238761965493
"816","IRF3","O",0.0162229491067467
"669","MAZ","I",0.0161483364342709
"670","MAZ","O",0.0161412625946025
"109","REST","I",0.0160860024646932
"1119","REST","I",0.0160708975269226
"110","REST","O",0.0160421722336447
"494","MAZ","O",0.0160401877027437
"1120","REST","O",0.0160312850983682
"493","MAZ","I",0.016030834182955
"401","KDM5B","I",0.0160196236694605
"402","KDM5B","O",0.0160008842324357
"1053","REST","I",0.0160003624347193
"257","PML","I",0.0159748133283696
"1054","REST","O",0.0159544479170246
"1112","REST","O",0.0159306236900415
"258","PML","O",0.0159219423210829
"1111","REST","I",0.0159171707512271
"942","CTCF","O",0.015888244542736
"941","CTCF","I",0.0158609659193074
"664","CHD4","O",0.0158456352687603
"663","CHD4","I",0.0158273799373186
"417","KDM5B","I",0.0157789065576057
"418","KDM5B","O",0.0157748825238944
"155","IRF3","I",0.0156596089855129
"239","MTA3","I",0.0156564949226695
"240","MTA3","O",0.0156341061855436
"665","SP1","I",0.015610000453209
"666","SP1","O",0.0155901671899864
"620","IRF3","O",0.0155634775027244
"156","IRF3","O",0.0155564433652107
"619","IRF3","I",0.0155459303394712
"459","SP1","I",0.0155402375964288
"1004","MAZ","O",0.0155283097802238
"460","SP1","O",0.0155281307878996
"1003","MAZ","I",0.0155225373094262
"751","MAZ","I",0.0154774602032074
"752","MAZ","O",0.0154675771361017
"454","RAD21","O",0.0154601413049995
"140","REST","O",0.0154586931627727
"139","REST","I",0.015451367596603
"260","SP1","O",0.0153912318822634
"259","SP1","I",0.0153881653001559
"453","RAD21","I",0.0153610085363028
"679","SMC3","I",0.0153239868546531
"993","MAZ","I",0.0153209263779051
"680","SMC3","O",0.0152761862171342
"582","REST","O",0.0152647579557366
"994","MAZ","O",0.0152537652876481
"581","REST","I",0.0152492355077679
"618","SMC3","O",0.0151796913883244
"617","SMC3","I",0.0151692850246681
"392","SP4","O",0.0150372711153839
"391","SP4","I",0.0150254578487917
"726","SMC3","O",0.0149552145240547
"573","MAZ","I",0.0149437823862205
"574","MAZ","O",0.0149432132099151
"725","SMC3","I",0.0149209559280539
"513","REST","I",0.0146277215596463
"514","REST","O",0.0146254594244241
"818","RAD21","O",0.0145687051355147
"1165","RAD21","I",0.0145671433709371
"496","SMC3","O",0.0145614628160608
"495","SMC3","I",0.0145596066604538
"1166","RAD21","O",0.0145529330232827
"913","TBL1XR1","I",0.0145468144813022
"817","RAD21","I",0.0145360323427906
"375","SP1","I",0.0145193989948243
"540","RAD21","O",0.0145057589347315
"914","TBL1XR1","O",0.014501792333153
"376","SP1","O",0.0144924516981398
"630","MAZ","O",0.0144922510663698
"629","MAZ","I",0.0144915842713901
"78","RXRA","O",0.0144894420274483
"539","RAD21","I",0.0144498118368395
"77","RXRA","I",0.0143951776786309
"145","SMARCC2","I",0.0143419791580738
"146","SMARCC2","O",0.0143335328017846
"1199","TBL1XR1","I",0.0140038074191238
"422","RAD21","O",0.0139862548092949
"1200","TBL1XR1","O",0.0139530705467525
"421","RAD21","I",0.0139396683995621
"874","USF2","O",0.0138869550283014
"873","USF2","I",0.0138317865325954
"7","RXRA","I",0.0137906688248527
"76","RXRA","O",0.013743195775096
"75","RXRA","I",0.0137328158864443
"8","RXRA","O",0.0137264823480578
"233","ZC3H11A","I",0.013701462325516
"234","ZC3H11A","O",0.0136962543285883
"1002","RAD21","O",0.0136867409690098
"1001","RAD21","I",0.0136614132376991
"380","RAD21","O",0.0136490788233639
"379","RAD21","I",0.0136316190551912
"971","RAD21","I",0.0135694242554938
"972","RAD21","O",0.0135609927260067
"1008","RAD21","O",0.0134702323879874
"1007","RAD21","I",0.0134392604071901
"772","USF2","O",0.0133480533172192
"688","RAD21","O",0.0133449215219578
"771","USF2","I",0.0133429428256743
"687","RAD21","I",0.0133225009433973
"836","USF2","O",0.0133219947319545
"835","USF2","I",0.013302161504907
"198","BCLAF1","O",0.0132733890720211
"197","BCLAF1","I",0.0132687554838563
"222","RAD21","O",0.0132025000800558
"221","RAD21","I",0.0131968969515574
"120","RAD21","O",0.0131497403288442
"119","RAD21","I",0.0131295251787321
"1106","USF2","O",0.0131044752552428
"658","RAD21","O",0.0130985113875397
"657","RAD21","I",0.0130883255760446
"1105","USF2","I",0.0130825327828967
"216","SMC3","O",0.0130332228650434
"215","SMC3","I",0.0130142001936707
"1096","USF2","O",0.012931969337269
"1095","USF2","I",0.0128541258091012
"922","USF2","O",0.0128043724344348
"329","SMC3","I",0.0127868487354003
"330","SMC3","O",0.012759175054062
"731","USF2","I",0.0127454828752238
"921","USF2","I",0.0127373069269833
"732","USF2","O",0.0127295375388088
"675","SIRT6","I",0.0126785400130652
"676","SIRT6","O",0.0126553869642405
"89","ZC3H11A","I",0.012442332506072
"90","ZC3H11A","O",0.0124366371462296
"1018","UBTF","O",0.012337803185314
"718","SMC3","O",0.0123260939649708
"717","SMC3","I",0.0123192511931719
"1017","UBTF","I",0.0122864530799951
"730","SIRT6","O",0.0122755324519012
"729","SIRT6","I",0.0122592803187167
"310","POLR2A","O",0.0122564262787511
"309","POLR2A","I",0.0122533422668258
"1163","UBTF","I",0.0122243493998725
"1164","UBTF","O",0.0122222012738403
"445","BCLAF1","I",0.0121150238149587
"446","BCLAF1","O",0.0121002160026372
"995","E2F4","I",0.0119618414481732
"888","SMARCB1","O",0.0119546692837865
"887","SMARCB1","I",0.0119460605738008
"1025","UBTF","I",0.0119253291093271
"1026","UBTF","O",0.0119143683964929
"996","E2F4","O",0.0118984368351242
"847","E2F4","I",0.0118776296899088
"848","E2F4","O",0.0118448268024129
"719","E2F4","I",0.0118027067147585
"964","E2F4","O",0.011802258705577
"1103","POLR2A","I",0.0117957522931178
"963","E2F4","I",0.0117949170947468
"1104","POLR2A","O",0.011766886163378
"720","E2F4","O",0.0117510420533975
"768","RCOR1","O",0.0117448930302228
"1063","E2F4","I",0.0117422761930869
"767","RCOR1","I",0.0117331369142438
"1064","E2F4","O",0.011715959128354
"54","FOSL2","O",0.0116782248310396
"795","ATF2","I",0.0115776092307913
"796","ATF2","O",0.011572374124366
"704","MXI1","O",0.0115658063921691
"703","MXI1","I",0.0115410911429471
"53","FOSL2","I",0.0115379252994571
"1030","POLR2A","O",0.0115256292974158
"1038","POLR2A","O",0.0115198548876828
"1037","POLR2A","I",0.0114971350077697
"1029","POLR2A","I",0.0114403126538673
"909","POLR2A","I",0.011416993893612
"910","POLR2A","O",0.0114169259430376
"1239","POLR2A","I",0.0114003747803551
"1240","POLR2A","O",0.011390185247109
"585","MXI1","I",0.0113896451065282
"195","E2F4","I",0.0113785489533079
"586","MXI1","O",0.0113622271759624
"1011","POLR2A","I",0.0113497522831469
"734","MXI1","O",0.0113449271088142
"733","MXI1","I",0.0113373889661247
"1012","POLR2A","O",0.0113352100603986
"196","E2F4","O",0.0113215030489374
"927","POLR2A","I",0.0113176015544056
"1241","POLR2A","I",0.0113084267219873
"882","POLR2A","O",0.0113003887676802
"928","POLR2A","O",0.0112928676529741
"1242","POLR2A","O",0.0112805091193274
"398","NR2C2","O",0.0112741247704558
"931","POLR2A","I",0.0112737039433946
"397","NR2C2","I",0.0112734127286532
"881","POLR2A","I",0.0112693858927608
"932","POLR2A","O",0.0112492529169515
"6","REST","O",0.0112473013991466
"5","REST","I",0.0112471556535248
"537","MXI1","I",0.0112327315157055
"908","POLR2A","O",0.0112255387263224
"538","MXI1","O",0.0112234599081389
"604","ATF2","O",0.0112170605086701
"907","POLR2A","I",0.0112147582581303
"603","ATF2","I",0.0112121886958598
"861","POLR2A","I",0.0112008692254091
"862","POLR2A","O",0.0111774017762607
"824","RCOR1","O",0.0111734460155034
"823","RCOR1","I",0.0111689363110377
"1198","RCOR1","O",0.0111551287226435
"707","POLR2A","I",0.0111363693276027
"1194","POLR2A","O",0.0111352138867539
"95","E2F4","I",0.0111343547777757
"1193","POLR2A","I",0.0111341456983519
"96","E2F4","O",0.0111283708447444
"1197","RCOR1","I",0.0111274178245779
"708","POLR2A","O",0.0111164961275629
"933","ZC3H11A","I",0.0111135429282091
"934","ZC3H11A","O",0.011111857323979
"320","RCOR1","O",0.0111003966437815
"625","MXI1","I",0.0110904706800998
"626","MXI1","O",0.0110864316073788
"1039","POLR2A","I",0.0110790396214336
"319","RCOR1","I",0.011061880665409
"1099","POLR2A","I",0.0110586821904523
"1040","POLR2A","O",0.011051275393053
"869","POLR2A","I",0.011033878225209
"1100","POLR2A","O",0.0110312299567167
"870","POLR2A","O",0.0110291638829389
"1237","POLR2A","I",0.0110143108282756
"1238","POLR2A","O",0.0110043904314206
"1057","MXI1","I",0.01099882281413
"979","POLR2A","I",0.0109977516937683
"893","POLR2A","I",0.0109965376918874
"1067","POLR2A","I",0.0109947377308054
"980","POLR2A","O",0.0109938590076828
"1068","POLR2A","O",0.0109850484113786
"1058","MXI1","O",0.0109842159453237
"1245","POLR2A","I",0.0109769196650148
"894","POLR2A","O",0.0109446745131439
"1246","POLR2A","O",0.0109427869227129
"905","POLR2A","I",0.0109392832157244
"906","POLR2A","O",0.0109298005628037
"923","MXI1","I",0.010916993192846
"41","FOSL2","I",0.0108965470116524
"924","MXI1","O",0.0108933306815005
"1031","POLR2A","I",0.0108749799389156
"1032","POLR2A","O",0.0108508423612624
"782","RCOR1","O",0.0108442166158126
"646","POLR2A","O",0.0108294412226626
"1187","POLR2A","I",0.0108285971049776
"1225","POLR2A","I",0.010810686952087
"645","POLR2A","I",0.01080085758669
"781","RCOR1","I",0.0107983063005284
"1226","POLR2A","O",0.0107822584123928
"42","FOSL2","O",0.0107815437474883
"1024","POLR2A","O",0.0107772337727829
"1188","POLR2A","O",0.0107760047921692
"1213","POLR2A","I",0.0107737907172865
"1214","POLR2A","O",0.010754028412754
"1023","POLR2A","I",0.0107527782628319
"1133","POLR2A","I",0.010751215929274
"1134","POLR2A","O",0.0107342219789115
"695","POLR2A","I",0.010731961327529
"983","POLR2A","I",0.010703823218991
"1128","POLR2A","O",0.010686594907113
"696","POLR2A","O",0.0106804139413248
"984","POLR2A","O",0.0106717483930119
"857","POLR2A","I",0.0106711061267769
"1127","POLR2A","I",0.0106675779280542
"611","MXI1","I",0.0106616374969283
"839","POLR2A","I",0.0106553830017377
"858","POLR2A","O",0.0106487837668909
"699","POLR2A","I",0.0106472938814102
"113","NR2C2","I",0.0106462204329943
"114","NR2C2","O",0.0106411601228309
"856","POLR2A","O",0.0106251322971461
"1080","RCOR1","O",0.0106202649751272
"855","POLR2A","I",0.0106199939566323
"840","POLR2A","O",0.0106191547686341
"612","MXI1","O",0.0106159333975347
"700","POLR2A","O",0.0106086172563812
"895","POLR2A","I",0.0106006950065408
"813","GTF2F1","I",0.0105911977785036
"1079","RCOR1","I",0.0105902281043035
"919","POLR2A","I",0.0105683988636043
"896","POLR2A","O",0.010566817274619
"814","GTF2F1","O",0.0105596704574993
"1151","POLR2A","I",0.0105424433163563
"1201","POLR2A","I",0.0105405221607471
"223","NR2C2","I",0.0105337855349476
"224","NR2C2","O",0.0105324326028101
"1202","POLR2A","O",0.0105262871254714
"1152","POLR2A","O",0.0105204783717469
"920","POLR2A","O",0.0105159817314771
"567","GTF2F1","I",0.0104593286599231
"568","GTF2F1","O",0.0104399539468813
"930","GTF2F1","O",0.0104334717377902
"929","GTF2F1","I",0.0104190551464049
"253","POLR2A","I",0.0104067294015808
"254","POLR2A","O",0.0103863596985675
"65","FOSL2","I",0.0103723241254066
"851","POLR2A","I",0.0103431138909751
"102","ZC3H11A","O",0.0103399680608984
"101","ZC3H11A","I",0.0103290049997187
"497","POLR2A","I",0.0103146850345985
"66","FOSL2","O",0.0103093302279666
"498","POLR2A","O",0.0102946174239899
"860","POLR2A","O",0.0102766151160043
"852","POLR2A","O",0.0102648435438573
"859","POLR2A","I",0.0102592541002325
"636","MXI1","O",0.0101874913659589
"956","ELK4","O",0.0101766273851611
"635","MXI1","I",0.0101717187910988
"955","ELK4","I",0.0101634814437502
"662","SMARCC1","O",0.0101618590480452
"317","RCOR1","I",0.0101613077632005
"318","RCOR1","O",0.010137515008449
"661","SMARCC1","I",0.0101059773509511
"811","POLR2A","I",0.00986249084891316
"812","POLR2A","O",0.00985992201246996
"311","FOSL2","I",0.00970402246994729
"312","FOSL2","O",0.00967168775403867
"217","KAT2A","I",0.00965497847759896
"218","KAT2A","O",0.00961203521846469
"86","NR2C2","O",0.00950189221601673
"85","NR2C2","I",0.00944449809864153
"954","ELK4","O",0.00938475397117415
"953","ELK4","I",0.00936884209775335
"789","ATF1","I",0.00935614711814387
"790","ATF1","O",0.00930982997069916
"17","ESRRA","I",0.00909198058364592
"18","ESRRA","O",0.00909076597292508
"383","SP2","I",0.00865013173581268
"236","SP2","O",0.00864269175555778
"384","SP2","O",0.00862455044669883
"235","SP2","I",0.00859575786582261
"791","NRF1","I",0.00852516107321201
"1033","SP2","I",0.00851435485124686
"792","NRF1","O",0.00850344473604459
"1034","SP2","O",0.00849073434374716
"805","KAT2A","I",0.00826041280006255
"898","NRF1","O",0.00825250724144664
"185","ESRRA","I",0.0082272547110997
"897","NRF1","I",0.00822580458689848
"969","NRF1","I",0.00822085243648556
"186","ESRRA","O",0.00821941126495911
"970","NRF1","O",0.00821826282045546
"806","KAT2A","O",0.0082074318585581
"985","NRF1","I",0.00811201773579194
"986","NRF1","O",0.00809805030322994
"1022","NRF1","O",0.00801434373348882
"1021","NRF1","I",0.00800243517265709
"93","BATF","I",0.00792348872458259
"94","BATF","O",0.00791150890404479
"785","NRF1","I",0.00782460429486038
"786","NRF1","O",0.00782110294973748
"864","TBP","O",0.00779061549056467
"863","TBP","I",0.00778889427946533
"1035","TBP","I",0.00771878916456713
"518","TBP","O",0.00771507515383852
"517","TBP","I",0.00770620855616038
"1036","TBP","O",0.00768104832565172
"1081","TBP","I",0.00763816145098824
"1082","TBP","O",0.00763208348993191
"843","TBP","I",0.00746975877799089
"844","TBP","O",0.00744984111249784
"711","TBP","I",0.00733649164319482
"712","TBP","O",0.0073132811109873
"1113","KAT2A","I",0.00713065691708867
"1114","KAT2A","O",0.00712512580861452
"1118","KAT2A","O",0.00691350289939637
"1117","KAT2A","I",0.00688409830460469
"125","TAL1","I",0.00684154515439959
"671","TBP","I",0.00683921282898579
"672","TBP","O",0.00683860391985522
"126","TAL1","O",0.00677944704527607
"162","TAL1","O",0.00659167717040561
"1052","TAL1","O",0.00656356112863526
"161","TAL1","I",0.00655560263191858
"1051","TAL1","I",0.00654122758868874
"163","TAL1","I",0.00651329623510436
"456","KDM4A","O",0.00648405504690546
"164","TAL1","O",0.00647883346932812
"455","KDM4A","I",0.00644355675791655
"189","TAL1","I",0.00640768757271649
"190","TAL1","O",0.0063749135131845
"871","TAL1","I",0.00559783109316809
"872","TAL1","O",0.00558720493922319
"103","SIN3A","I",0.00465530852229144
"131","SIN3A","I",0.00463725385547958
"132","SIN3A","O",0.00463390415775239
"1055","SIN3A","I",0.00463369391966988
"1056","SIN3A","O",0.00462890480354745
"104","SIN3A","O",0.00460892160853361
"279","SIN3A","I",0.00459006084874208
"187","SIN3A","I",0.00457750177283101
"280","SIN3A","O",0.00456858426615684
"180","SIN3A","O",0.00456153929936672
"558","SIN3A","O",0.00455699202877639
"179","SIN3A","I",0.00455517222139932
"529","SIN3A","I",0.00455008809006727
"557","SIN3A","I",0.00454978824889194
"865","SIN3A","I",0.00452859945390349
"530","SIN3A","O",0.00451280146515021
"866","SIN3A","O",0.0045027920812943
"188","SIN3A","O",0.00447578015135781
"1046","SIN3A","O",0.00437961833976607
"1045","SIN3A","I",0.00437803829417351
"959","SIN3A","I",0.00428685514166049
"183","SIN3A","I",0.00427090438895407
"960","SIN3A","O",0.00425326293727731
"184","SIN3A","O",0.00423302017835376
