"","TF","D","W"
"1234","EP300","O",0.0240369069995244
"1047","EP300","I",0.0240220563556919
"549","CHD2","I",0.0240211037389084
"1048","EP300","O",0.0240170793005318
"1180","MAX","O",0.0239552037387893
"1179","MAX","I",0.0239349737773759
"968","RELA","O",0.0239029984246921
"1","TCF12","I",0.0238629752262704
"82","TCF12","O",0.0238566470975003
"81","TCF12","I",0.02381030327067
"967","RELA","I",0.023804148358476
"2","TCF12","O",0.0237368716271364
"115","MAFK","I",0.0236318936949936
"116","MAFK","O",0.023619392392759
"342","EP300","O",0.0236072426597808
"961","HDAC2","I",0.0235986135771293
"341","EP300","I",0.0235846334039489
"962","HDAC2","O",0.0235631582774936
"92","NFIC","O",0.0234830922653222
"91","NFIC","I",0.0234753281265811
"745","TCF3","I",0.0234700937378663
"746","TCF3","O",0.023459755509368
"1101","EP300","I",0.023249565978311
"1102","EP300","O",0.0232304457597466
"1020","RELA","O",0.0232191626297299
"1019","RELA","I",0.0231691856289037
"982","RELA","O",0.0231109868254829
"291","ELF1","I",0.0231061408687182
"292","ELF1","O",0.0231052491071583
"981","RELA","I",0.0230886987131132
"902","MAX","O",0.0230654274376857
"901","MAX","I",0.023010781084475
"1074","CHD2","O",0.0229672290371072
"1073","CHD2","I",0.0229608285863581
"966","RELA","O",0.0228193115304493
"965","RELA","I",0.022799524775147
"170","HDAC2","O",0.0227895688796804
"169","HDAC2","I",0.0227797870766563
"469","TAF7","I",0.022701495819483
"470","TAF7","O",0.0226837882405632
"697","CHD2","I",0.0226446440551149
"698","CHD2","O",0.0225567477181503
"389","MAX","I",0.0224555120998942
"247","SREBF1","I",0.0224449591697118
"527","MAFK","I",0.0224298826428064
"390","MAX","O",0.0224199004287451
"528","MAFK","O",0.0224090879394768
"248","SREBF1","O",0.0223796765304214
"724","MAFK","O",0.0223428078262397
"277","NFIC","I",0.0223416223208974
"278","NFIC","O",0.0223200846225048
"723","MAFK","I",0.0223151041460753
"232","ELF1","O",0.0222838425143336
"757","NFYB","I",0.0222512337218882
"56","ZKSCAN1","O",0.022229109346846
"231","ELF1","I",0.0222251581791772
"797","CHD1","I",0.0222151927484298
"758","NFYB","O",0.0222144440761337
"55","ZKSCAN1","I",0.02220406790193
"798","CHD1","O",0.0221658082472851
"533","TCF7L2","I",0.0221587332897808
"534","TCF7L2","O",0.0221558179944941
"936","ELF1","O",0.0220132100484224
"778","ELF1","O",0.0220054489945615
"935","ELF1","I",0.0219855322733633
"777","ELF1","I",0.0219495962740029
"1181","SETDB1","I",0.0218745591353007
"1182","SETDB1","O",0.0218589404712936
"358","CREB1","O",0.0217508529418334
"357","CREB1","I",0.0217472485704676
"367","EP300","I",0.0217463080917732
"884","TCF7L2","O",0.021712607980259
"883","TCF7L2","I",0.021703583175311
"368","EP300","O",0.0216776554791437
"152","CREB1","O",0.0216759907233275
"151","CREB1","I",0.0216714421159681
"977","USF1","I",0.021619356179746
"559","NFYB","I",0.0216056167166559
"978","USF1","O",0.0215968793373987
"560","NFYB","O",0.0215860127482887
"275","MAFK","I",0.0213785436092823
"276","MAFK","O",0.0213774429007832
"1139","TCF7L2","I",0.021368509188644
"1140","TCF7L2","O",0.0213512898442158
"838","CHD1","O",0.0213033490829378
"837","CHD1","I",0.0212929589080986
"243","PBX3","I",0.0212792968144738
"244","PBX3","O",0.0212638462937693
"44","HDAC2","O",0.0212415667644448
"632","ELF1","O",0.0212057856820283
"43","HDAC2","I",0.021184624942112
"631","ELF1","I",0.0211824588123335
"998","ELF1","O",0.0211734653490663
"950","GTF2B","O",0.0211654603273639
"1154","CHD1","O",0.021158813185348
"997","ELF1","I",0.0211574773198841
"741","TAF1","I",0.0211444167356497
"1153","CHD1","I",0.0211381592576946
"552","KDM5A","O",0.0211272215702854
"949","GTF2B","I",0.0211140845863431
"742","TAF1","O",0.0211085072743244
"350","TCF3","O",0.0210897776097691
"349","TCF3","I",0.0210688524375774
"304","ZKSCAN1","O",0.021049855481937
"333","TAF1","I",0.0210480886731403
"346","USF1","O",0.021042269516755
"303","ZKSCAN1","I",0.0210247580286138
"334","TAF1","O",0.02100507491795
"345","USF1","I",0.0209906156068147
"916","TCF7L2","O",0.0209812211976512
"706","CREB1","O",0.0209530368629011
"705","CREB1","I",0.0209502062313074
"915","TCF7L2","I",0.0209497240724247
"783","TAF1","I",0.0209481182566054
"551","KDM5A","I",0.0208935885236549
"784","TAF1","O",0.0208791105835251
"252","ELF1","O",0.0208499299687071
"251","ELF1","I",0.0208462649519194
"1077","TAF1","I",0.0207566429201009
"1078","TAF1","O",0.0207370395386311
"283","TAF1","I",0.0206883957655268
"1150","USF1","O",0.0206720055194725
"1015","PBX3","I",0.0206520585647069
"284","TAF1","O",0.0206466239128423
"1149","USF1","I",0.0206375214764244
"1016","PBX3","O",0.020619896159845
"509","SETDB1","I",0.0205789448765868
"404","BACH1","O",0.0205445905709757
"510","SETDB1","O",0.0205442290743112
"737","CREB1","I",0.0205405699101921
"738","CREB1","O",0.0205316887834109
"241","CREB1","I",0.0205295344867855
"403","BACH1","I",0.0205276928681426
"868","MAFK","O",0.0205259778379697
"242","CREB1","O",0.0205194683722543
"867","MAFK","I",0.0205182383576979
"1062","USF1","O",0.0204969796387094
"1061","USF1","I",0.020441836693669
"541","MAFK","I",0.0204146735397545
"542","MAFK","O",0.0204127123358737
"849","ARID3A","I",0.0204081265856719
"1090","USF1","O",0.0203803465292364
"850","ARID3A","O",0.020376837930589
"356","CHD1","O",0.020373899511262
"1089","USF1","I",0.0203588494676472
"355","CHD1","I",0.0203425931832754
"802","MAFK","O",0.0203283340732035
"801","MAFK","I",0.0203235853415618
"1184","MAFK","O",0.0203052866343392
"780","YY1","O",0.0203045271828999
"779","YY1","I",0.0202810763938105
"1183","MAFK","I",0.0202714197053761
"79","SREBF2","I",0.0202441075920846
"702","TAF1","O",0.0202112755184416
"80","SREBF2","O",0.0202046209614349
"177","TCF12","I",0.020198744209711
"430","NFIC","O",0.0201749651871819
"701","TAF1","I",0.0201735925108888
"800","CREB1","O",0.0201684788242196
"1086","USF1","O",0.0201670463793999
"178","TCF12","O",0.0201665208099706
"799","CREB1","I",0.0201562443050016
"429","NFIC","I",0.0201455804970446
"744","NFYB","O",0.0201123133242467
"743","NFYB","I",0.0201071049554656
"1085","USF1","I",0.0200816298131788
"770","BACH1","O",0.0200592879648498
"769","BACH1","I",0.0200549485112894
"381","USF1","I",0.0198897236588062
"382","USF1","O",0.0198803177640572
"822","MYC","O",0.0198620855413631
"821","MYC","I",0.0198612768717785
"481","TAF1","I",0.019855382470715
"667","YY1","I",0.019809600477895
"1178","YY1","O",0.0198063508174823
"668","YY1","O",0.0198005750840443
"204","YY1","O",0.0197942306468709
"482","TAF1","O",0.0197885426563286
"1177","YY1","I",0.0197643540732202
"281","TAF1","I",0.0197265765389899
"428","TAF1","O",0.0197058535206335
"427","TAF1","I",0.0197008874673015
"282","TAF1","O",0.019669772686069
"203","YY1","I",0.0196578572264792
"267","TAF1","I",0.019622063496109
"268","TAF1","O",0.0195792079799416
"937","KAT2B","I",0.0195772307139178
"295","YY1","I",0.0195548230530326
"832","ARID3A","O",0.0195547739255118
"938","KAT2B","O",0.019526187928813
"831","ARID3A","I",0.0195214571516904
"296","YY1","O",0.0194990365849636
"64","STAT2","O",0.0194695928689428
"338","TAF1","O",0.0194652082919365
"200","YY1","O",0.0194529269407588
"199","YY1","I",0.0194496395828357
"337","TAF1","I",0.0194316555477834
"1005","MYC","I",0.019395026276439
"885","MYC","I",0.0193944433237492
"886","MYC","O",0.0193904553038795
"1160","USF1","O",0.0193835679045388
"1006","MYC","O",0.0193610031550817
"1159","USF1","I",0.0193173455154104
"63","STAT2","I",0.0193155695358963
"255","YY1","I",0.0192927583592935
"448","YY1","O",0.0192796492601875
"256","YY1","O",0.0192630916803496
"794","USF1","O",0.019154787478192
"793","USF1","I",0.0191504260278421
"1192","MYC","O",0.0191424727512632
"1243","MYC","I",0.0191370116841159
"1244","MYC","O",0.01913574569125
"1191","MYC","I",0.0191226651272134
"1065","USF1","I",0.0191017989561794
"1066","USF1","O",0.0190938147328932
"447","YY1","I",0.0190920157138409
"83","SREBF1","I",0.0190819126831798
"845","PBX3","I",0.0190586605930847
"846","PBX3","O",0.0190403796264206
"316","CTCF","O",0.0190388303607568
"315","CTCF","I",0.0190046330665753
"892","MYC","O",0.0189825306024838
"891","MYC","I",0.0189805173634055
"84","SREBF1","O",0.0189586718186615
"566","CTCF","O",0.0189340438796763
"565","CTCF","I",0.0189123830149592
"507","CTCF","I",0.0189114491409881
"323","YY1","I",0.0188875239709223
"324","YY1","O",0.0188801789907782
"212","TCF12","O",0.0188774309489313
"335","CREBBP","I",0.0188724636530475
"211","TCF12","I",0.0188673007734555
"508","CTCF","O",0.0188662366139607
"614","CTCF","O",0.0188629139253265
"523","CTCF","I",0.018860689984877
"524","CTCF","O",0.0188454513810097
"336","CREBBP","O",0.0188409331376299
"613","CTCF","I",0.0188289868931183
"945","MYC","I",0.0188066710340051
"562","CTCF","O",0.0188066571294372
"946","MYC","O",0.0188003930769448
"561","CTCF","I",0.0187979855803383
"424","CTBP2","O",0.0187567536926024
"423","CTBP2","I",0.0187298369824266
"463","TAF1","I",0.0187019252221209
"30","REST","O",0.0186524890808373
"570","CTCF","O",0.018649639412709
"29","REST","I",0.0186486534778889
"396","CTCF","O",0.0186329046118789
"569","CTCF","I",0.0186247331872744
"464","TAF1","O",0.0186188732810243
"395","CTCF","I",0.0186159308515969
"1236","MYC","O",0.0185505706205476
"1235","MYC","I",0.0185443835556635
"516","CTCF","O",0.0185250150582697
"545","STAT3","I",0.0185130659499313
"321","CTCF","I",0.0185130220419101
"322","CTCF","O",0.018508313351811
"546","STAT3","O",0.0185052503149821
"250","CTCF","O",0.0184901864079488
"314","CTCF","O",0.0184834791739355
"515","CTCF","I",0.0184768262999956
"313","CTCF","I",0.018462770984723
"249","CTCF","I",0.0184482239965162
"466","CTCF","O",0.0184223464631903
"756","CTCF","O",0.0184129297217919
"465","CTCF","I",0.0184038098625081
"1195","MYC","I",0.0184032163984014
"1196","MYC","O",0.0184002215737627
"572","CTCF","O",0.0184000211017885
"755","CTCF","I",0.0183924865762649
"1050","YY1","O",0.0183798425287701
"492","CTCF","O",0.0183784437238441
"1049","YY1","I",0.0183602418404203
"173","REST","I",0.0183521304363907
"174","REST","O",0.0183486284655739
"107","TAF1","I",0.0183471401022001
"287","CTCF","I",0.0183410912439221
"571","CTCF","I",0.0183335563103304
"288","CTCF","O",0.0183230157928043
"765","CUX1","I",0.0183216155840164
"108","TAF1","O",0.018305993846804
"739","MYC","I",0.0182885113956392
"637","KDM1A","I",0.0182881202715457
"660","CTCF","O",0.0182801169360184
"740","MYC","O",0.0182797661516172
"491","CTCF","I",0.0182763040884193
"899","CUX1","I",0.0182702009064377
"659","CTCF","I",0.018258210022927
"638","KDM1A","O",0.0182546410894233
"766","CUX1","O",0.0182427706681396
"181","CTCF","I",0.0182356697926539
"364","CTCF","O",0.0182333627872356
"634","CTCF","O",0.0182264253365045
"363","CTCF","I",0.0182251281288643
"633","CTCF","I",0.0182226896944164
"900","CUX1","O",0.0182178844731608
"153","REST","I",0.0182168473652897
"182","CTCF","O",0.0182116565996646
"760","CTCF","O",0.0181718937924459
"154","REST","O",0.018169372613958
"759","CTCF","I",0.0181641877183649
"220","CTCF","O",0.0181613365096002
"219","CTCF","I",0.0181403295805846
"272","CTCF","O",0.0181376774429512
"917","ZKSCAN1","I",0.0181333752027048
"918","ZKSCAN1","O",0.0181279094704969
"138","REST","O",0.018126270170213
"488","CTCF","O",0.0181245526250324
"137","REST","I",0.0181209966705506
"271","CTCF","I",0.0181165409162095
"32","MAFK","O",0.0181158582482312
"487","CTCF","I",0.0181130599197932
"300","CTCF","O",0.0181113212659941
"1070","MYC","O",0.0181097751270638
"31","MAFK","I",0.0181047275550425
"16","RXRA","O",0.0180992097295642
"532","CTCF","O",0.018095967503094
"940","CTCF","O",0.0180907044108948
"939","CTCF","I",0.0180891541767026
"15","RXRA","I",0.0180878960893374
"299","CTCF","I",0.0180795448540184
"531","CTCF","I",0.0180688497971997
"60","REST","O",0.0180671562728442
"1069","MYC","I",0.018059013187201
"59","REST","I",0.0180549987454598
"1212","CTCF","O",0.0180539618175232
"121","CTCF","I",0.0180517540660231
"122","CTCF","O",0.0180485152652446
"654","CTCF","O",0.0180481065994937
"653","CTCF","I",0.0180425576146896
"1211","CTCF","I",0.0180298366543886
"468","CTCF","O",0.0179603910440258
"474","CTCF","O",0.0179398358096618
"473","CTCF","I",0.017935160309846
"689","HCFC1","I",0.0179274175018193
"690","HCFC1","O",0.0179272290578593
"598","CTCF","O",0.0179269439245363
"467","CTCF","I",0.0179267264250407
"440","CTCF","O",0.0179249979270775
"1158","YY1","O",0.0178967769912643
"597","CTCF","I",0.0178845504986989
"439","CTCF","I",0.0178723255546836
"1157","YY1","I",0.0178693188603992
"761","CTCF","I",0.0178637415302065
"536","CTCF","O",0.0178368402774354
"1014","CTCF","O",0.017833647282901
"438","CTCF","O",0.0178232005689216
"480","CTCF","O",0.0178207744721111
"1013","CTCF","I",0.017819244803623
"535","CTCF","I",0.017816833850609
"386","CTCF","O",0.0178064723535855
"479","CTCF","I",0.017806383673826
"308","CTCF","O",0.0178036475453762
"374","CTCF","O",0.0177987918546115
"307","CTCF","I",0.0177986095188633
"451","CTCF","I",0.0177982211526585
"452","CTCF","O",0.0177980270484202
"1146","CTCF","O",0.0177946627527873
"547","CTCF","I",0.0177927395427724
"710","CTCF","O",0.0177922713443362
"548","CTCF","O",0.0177912309719191
"385","CTCF","I",0.017787230770047
"373","CTCF","I",0.0177866972932695
"762","CTCF","O",0.0177806140830412
"426","CTCF","O",0.0177797360072232
"262","CTCF","O",0.0177760268476588
"437","CTCF","I",0.0177752539971946
"1145","CTCF","I",0.0177721282031278
"834","CTCF","O",0.0177642976853307
"788","CTCF","O",0.0177613303245423
"328","CTCF","O",0.0177587138806911
"602","CTCF","O",0.0177583290678959
"378","CTCF","O",0.0177583103551095
"327","CTCF","I",0.017753495475379
"425","CTCF","I",0.0177467823715675
"1092","CTCF","O",0.0177369001025874
"261","CTCF","I",0.0177315154371179
"833","CTCF","I",0.0177264515344108
"709","CTCF","I",0.017724451884412
"450","CTCF","O",0.0177122935261754
"377","CTCF","I",0.0177071108383878
"787","CTCF","I",0.0177067417679011
"628","CTCF","O",0.0177065470495387
"1010","CTCF","O",0.0177020805694881
"1155","CTCF","I",0.0176974233198149
"1156","CTCF","O",0.0176901839499536
"627","CTCF","I",0.0176893056793871
"431","CTCF","I",0.0176835937951246
"500","CTCF","O",0.0176832066027419
"449","CTCF","I",0.0176817430492867
"432","CTCF","O",0.0176807141461132
"1009","CTCF","I",0.0176800811147269
"601","CTCF","I",0.0176758034307524
"499","CTCF","I",0.0176715640883846
"486","CTCF","O",0.017665471870138
"1091","CTCF","I",0.0176652682939133
"754","CTCF","O",0.0176554317887969
"556","CTCF","O",0.0176522702480169
"1083","MYC","I",0.0176476993416092
"748","CTCF","O",0.0176476027112754
"1084","MYC","O",0.0176366806030412
"264","CTCF","O",0.0176301758814136
"753","CTCF","I",0.0176272323667369
"555","CTCF","I",0.017624835110444
"478","CTCF","O",0.0176152421251012
"747","CTCF","I",0.0175940857108717
"477","CTCF","I",0.0175933002203609
"1107","HCFC1","I",0.0175844955403218
"1108","HCFC1","O",0.0175817720798258
"504","CTCF","O",0.0175814381584193
"1137","CTCF","I",0.0175715379653731
"485","CTCF","I",0.0175620545623835
"263","CTCF","I",0.0175475283904858
"1162","CTCF","O",0.0175471387810157
