"","TF","D","W"
"661","SMARCC1","I",0.0094774882375065
"734","MXI1","O",0.00947326189837605
"768","RCOR1","O",0.00942480095099429
"928","POLR2A","O",0.00941702310534123
"932","POLR2A","O",0.00940673290001587
"1012","POLR2A","O",0.00940153467424813
"862","POLR2A","O",0.00937106030818034
"1058","MXI1","O",0.00936584558979089
"1240","POLR2A","O",0.0093649476153566
"85","NR2C2","I",0.00932962812082722
"1242","POLR2A","O",0.0092805719785275
"8","RXRA","O",0.00927012868128537
"1238","POLR2A","O",0.00926062436408627
"398","NR2C2","O",0.00925617986289097
"870","POLR2A","O",0.00924303567758202
"538","MXI1","O",0.00924009083620407
"586","MXI1","O",0.00921633788300996
"858","POLR2A","O",0.00920449012871748
"1040","POLR2A","O",0.00918283421318337
"1198","RCOR1","O",0.00916673588608682
"924","MXI1","O",0.00915177134638883
"1194","POLR2A","O",0.00914688407862871
"1038","POLR2A","O",0.00912852719137952
"320","RCOR1","O",0.00910645317616283
"1226","POLR2A","O",0.00908920489219498
"612","MXI1","O",0.00908359542820799
"824","RCOR1","O",0.0090832156756265
"217","KAT2A","I",0.00908142455523671
"1024","POLR2A","O",0.00908039869653671
"1032","POLR2A","O",0.00908032988569401
"930","GTF2F1","O",0.00906272075243267
"1080","RCOR1","O",0.00904072334951582
"102","ZC3H11A","O",0.00902224922883469
"906","POLR2A","O",0.00901443471777842
"708","POLR2A","O",0.0090117829599895
"17","ESRRA","I",0.00899049627901663
"980","POLR2A","O",0.00899046992774059
"856","POLR2A","O",0.00895887774587214
"1188","POLR2A","O",0.00895668169036267
"636","MXI1","O",0.0089460367089609
"1246","POLR2A","O",0.00893818586360064
"114","NR2C2","O",0.00892608356724954
"318","RCOR1","O",0.00892543454223102
"1100","POLR2A","O",0.00892277772039063
"896","POLR2A","O",0.00890864847691649
"894","POLR2A","O",0.00889198080159928
"646","POLR2A","O",0.00889003383992349
"1134","POLR2A","O",0.00887299003980971
"782","RCOR1","O",0.00886792491195711
"1202","POLR2A","O",0.00885883428912198
"1214","POLR2A","O",0.008849332660258
"910","POLR2A","O",0.0088255396816467
"568","GTF2F1","O",0.00881660382618413
"224","NR2C2","O",0.00881274678011102
"984","POLR2A","O",0.00881140617904811
"840","POLR2A","O",0.00880068314196033
"789","ATF1","I",0.00878896084032787
"1128","POLR2A","O",0.0087822795083264
"1068","POLR2A","O",0.00875956569712596
"814","GTF2F1","O",0.00870409759561708
"934","ZC3H11A","O",0.00870286639213697
"908","POLR2A","O",0.0086958735165937
"700","POLR2A","O",0.0085081746977004
"696","POLR2A","O",0.00849910500988764
"1152","POLR2A","O",0.00849500582237598
"860","POLR2A","O",0.00849285735530374
"662","SMARCC1","O",0.00847611593482876
"852","POLR2A","O",0.00846120091869377
"254","POLR2A","O",0.00845678148213742
"383","SP2","I",0.00844312359918551
"54","FOSL2","O",0.00836459704573006
"498","POLR2A","O",0.00835446821875325
"66","FOSL2","O",0.00835357546653931
"1033","SP2","I",0.00829934861527692
"920","POLR2A","O",0.00828260963537464
"218","KAT2A","O",0.00824302296044798
"956","ELK4","O",0.00812966348328698
"235","SP2","I",0.00810653866766798
"812","POLR2A","O",0.00806924461498777
"791","NRF1","I",0.00802192296695149
"86","NR2C2","O",0.0079977662507222
"5","REST","I",0.00791197862035535
"185","ESRRA","I",0.00789006638221904
"805","KAT2A","I",0.00784910094491402
"790","ATF1","O",0.00784639291499795
"863","TBP","I",0.00777263379729371
"517","TBP","I",0.00775468941210128
"954","ELK4","O",0.00769120395176685
"985","NRF1","I",0.00766759651796187
"1021","NRF1","I",0.00763328835209069
"1081","TBP","I",0.00760693637195987
"969","NRF1","I",0.00759522658137216
"897","NRF1","I",0.00752810333807384
"93","BATF","I",0.0074215997437372
"1035","TBP","I",0.0074128885210655
"843","TBP","I",0.00740988173824125
"42","FOSL2","O",0.00740373554459801
"785","NRF1","I",0.00738048638727804
"312","FOSL2","O",0.00734985504935814
"711","TBP","I",0.00733665172554995
"18","ESRRA","O",0.00710765328814743
"970","NRF1","O",0.00707546459119274
"1034","SP2","O",0.00703742644314239
"792","NRF1","O",0.00701643844029251
"898","NRF1","O",0.00696443874197697
"384","SP2","O",0.00691525937829661
"786","NRF1","O",0.00689303621566829
"236","SP2","O",0.00688790701139878
"806","KAT2A","O",0.00682601842966689
"986","NRF1","O",0.00678042363120446
"125","TAL1","I",0.00674160365317436
"1022","NRF1","O",0.00674076527141411
"671","TBP","I",0.00672801240971164
"1117","KAT2A","I",0.00671893901511541
"186","ESRRA","O",0.00667559648718803
"1113","KAT2A","I",0.00655278839627457
"1082","TBP","O",0.00637854165208756
"455","KDM4A","I",0.00631784155068813
"864","TBP","O",0.00630838641199318
"1036","TBP","O",0.00623304600268734
"518","TBP","O",0.00612610733032581
"844","TBP","O",0.00611418918377148
"161","TAL1","I",0.00610585525928226
"1051","TAL1","I",0.00609422975256075
"189","TAL1","I",0.00608813787044325
"712","TBP","O",0.00604791632830848
"94","BATF","O",0.00595033254723547
"1114","KAT2A","O",0.00589011477206353
"163","TAL1","I",0.00581794914093384
"672","TBP","O",0.00577260544562645
"126","TAL1","O",0.00568952150780306
"1118","KAT2A","O",0.00560062880965395
"1052","TAL1","O",0.00551247020720492
"456","KDM4A","O",0.00538598818904532
"162","TAL1","O",0.00535599820504938
"871","TAL1","I",0.00535090935887271
"164","TAL1","O",0.00530373187075739
"190","TAL1","O",0.00507043620860164
"103","SIN3A","I",0.00478173415068752
"872","TAL1","O",0.00465215720659771
"865","SIN3A","I",0.00458919606928658
"187","SIN3A","I",0.00454280376110407
"179","SIN3A","I",0.00448562216116541
"557","SIN3A","I",0.00448186975093596
"131","SIN3A","I",0.00438892588561507
"529","SIN3A","I",0.00434523733397908
"1055","SIN3A","I",0.00433309785371397
"1045","SIN3A","I",0.00425530335959727
"279","SIN3A","I",0.0042043847287444
"959","SIN3A","I",0.0041807217480922
"183","SIN3A","I",0.00403105674338925
"180","SIN3A","O",0.00402754958514884
"1056","SIN3A","O",0.0039760086724338
"530","SIN3A","O",0.00395868944805976
"104","SIN3A","O",0.00393942141599813
"132","SIN3A","O",0.00383541477846729
"558","SIN3A","O",0.00381846882768093
"1046","SIN3A","O",0.00376961650289583
"188","SIN3A","O",0.00376674723651199
"184","SIN3A","O",0.00375764950966749
"866","SIN3A","O",0.00374722140059009
"960","SIN3A","O",0.00369269556285097
"280","SIN3A","O",0.00367767036584159
