"","TF","D","W"
"200","YY1","O",0.020630681993689
"106","RELA","O",0.0205415538050459
"609","FOS","I",0.0204728150128099
"278","NFIC","O",0.0204646644627986
"750","CHD2","O",0.0204551978963377
"1072","CBX3","O",0.0204497490052077
"129","JUN","I",0.0204118199327488
"1221","JUN","I",0.0203284111410312
"1109","GABPA","I",0.0202537287199059
"716","CHD2","O",0.0201932344690742
"925","GABPA","I",0.0201455991194048
"643","JUN","I",0.02012644305527
"1204","CEBPB","O",0.020094880249487
"854","ETS1","O",0.0200891069121013
"444","HDAC1","O",0.0199538742901293
"903","GABPA","I",0.0199382503621524
"194","SUZ12","O",0.0199190979096738
"624","CEBPB","O",0.0199113604735587
"1131","GABPA","I",0.0198814643128238
"36","ZZZ3","O",0.0198741064637841
"414","ETS1","O",0.0198489662356141
"1141","GABPA","I",0.0198477577241804
"137","REST","I",0.0198287323986162
"118","CEBPB","O",0.0197994804068877
"1122","CEBPB","O",0.0197549452481069
"550","CHD2","O",0.0197541227594209
"331","PRDM1","I",0.0197311001807644
"335","CREBBP","I",0.019705508255349
"149","FOS","I",0.0197015197768158
"12","EP300","O",0.0196970980504064
"698","CHD2","O",0.019684084576522
"346","USF1","O",0.0196583954554557
"265","EP300","I",0.0196016603073859
"978","USF1","O",0.0195457398802833
"745","TCF3","I",0.0195208268451431
"559","NFYB","I",0.0194627590687295
"803","FOS","I",0.0194207391250923
"322","CTCF","O",0.0194030469002314
"757","NFYB","I",0.0193873653935103
"269","FOS","I",0.0193846642405992
"115","MAFK","I",0.0193078291434248
"1062","USF1","O",0.0192701016186363
"1086","USF1","O",0.0191996691302667
"838","CHD1","O",0.0191681623881139
"588","CEBPB","O",0.0191628536164188
"40","ETS1","O",0.0191045198090064
"1135","GABPA","I",0.0190779540098424
"723","MAFK","I",0.0190658849001021
"250","CTCF","O",0.0190442984392606
"58","ZZZ3","O",0.0190404048986744
"762","CTCF","O",0.0190266396516943
"714","CTCF","O",0.0190049352299956
"694","CTCF","O",0.0189519979577347
"48","CEBPB","O",0.0189470644097199
"532","CTCF","O",0.0189237020007532
"1154","CHD1","O",0.0189010653351098
"228","CEBPB","O",0.0188825020913302
"112","CEBPB","O",0.0188720926565966
"476","CTCF","O",0.0188656917765826
"400","CTCF","O",0.0188221390679069
"356","CHD1","O",0.0188039968035248
"1124","CEBPB","O",0.0188039496266323
"486","CTCF","O",0.0187725101584488
"640","CTCF","O",0.0187661757768157
"220","CTCF","O",0.0187470484550029
"492","CTCF","O",0.0187414224733719
"743","NFYB","I",0.0187197874106318
"524","CTCF","O",0.0186764689759597
"834","CTCF","O",0.0186569138686348
"374","CTCF","O",0.0185974687259976
"656","CTCF","O",0.0185889467408524
"272","CTCF","O",0.0185835816128253
"544","HMGN3","O",0.01855556111211
"382","USF1","O",0.0185548716417456
"798","CHD1","O",0.0185367791047767
"596","CTCF","O",0.0185360464940922
"1146","CTCF","O",0.0185316972282624
"1215","FOS","I",0.018512996410858
"788","CTCF","O",0.0185074882837053
"760","CTCF","O",0.0184906897033618
"182","CTCF","O",0.0184785694319462
"1190","CTCF","O",0.0184673572932787
"1232","CTCF","O",0.0184624106234666
"1126","CTCF","O",0.0184596241526807
"989","GABPA","I",0.0184595746867803
"208","CEBPB","O",0.0184586928079263
"754","CTCF","O",0.0184449867435651
"122","CTCF","O",0.0184412116538874
"562","CTCF","O",0.0184292313532098
"1014","CTCF","O",0.0184228408155535
"1212","CTCF","O",0.0184048142672684
"1076","CHD1","O",0.0183886359058039
"1218","CTCF","O",0.0183781393856801
"316","CTCF","O",0.0183760771672296
"614","CTCF","O",0.0183719479990382
"478","CTCF","O",0.0183650874501022
"1224","CTCF","O",0.0183619017296349
"488","CTCF","O",0.0183517199277136
"628","CTCF","O",0.0183317151503658
"878","EP300","O",0.0183271330878073
"1000","MAX","O",0.0183265661591051
"484","CTCF","O",0.0183010206316976
"470","TAF7","O",0.0182889635757263
"1010","CTCF","O",0.0182876332003844
"508","CTCF","O",0.0182847899957827
"300","CTCF","O",0.0182773727284878
"598","CTCF","O",0.0182681353395094
"298","MAX","O",0.0182614353703927
"468","CTCF","O",0.0182556503619031
"432","CTCF","O",0.0182481935906487
"516","CTCF","O",0.0182366383297733
"434","CTCF","O",0.0182196944231113
"1092","CTCF","O",0.0182165513098354
"570","CTCF","O",0.0182079129680999
"401","KDM5B","I",0.0181946186808419
"440","CTCF","O",0.0181930310381954
"1144","CTCF","O",0.0181906950154901
"386","CTCF","O",0.0181891342123907
"566","CTCF","O",0.0181737608212368
"1220","CTCF","O",0.018171903930831
"81","TCF12","I",0.0181710507047075
"288","CTCF","O",0.0181422084255634
"1162","CTCF","O",0.0181200573329849
"572","CTCF","O",0.018112764813883
"134","TAF7","O",0.0181029259302171
"474","CTCF","O",0.0180950367656903
"314","CTCF","O",0.0180902680808209
"1206","MAX","O",0.0180786183419785
"842","CTCF","O",0.0180784729481575
"1160","USF1","O",0.0180778819029651
"452","CTCF","O",0.0180738564387169
"710","CTCF","O",0.0180717192100991
"660","CTCF","O",0.018071671862506
"500","CTCF","O",0.0180703616916683
"506","CTCF","O",0.0180669641916015
"442","CTCF","O",0.0180644622520419
"554","CTCF","O",0.0180535567822122
"1150","USF1","O",0.0180427669903859
"958","CTCF","O",0.0180407840492941
"406","CTCF","O",0.0180401337478629
"876","CTCF","O",0.018032223728295
"756","CTCF","O",0.0180245486632828
"1186","CTCF","O",0.0180135830483559
"362","CTCF","O",0.0180092530447271
"70","STAT1","O",0.0180083763538615
"1090","USF1","O",0.0180081943644527
"917","ZKSCAN1","I",0.0180048803470778
"480","CTCF","O",0.0179984746691883
"308","CTCF","O",0.0179935506920689
"637","KDM1A","I",0.0179906643693246
"262","CTCF","O",0.017989738290514
"450","CTCF","O",0.0179879239398218
"1138","CTCF","O",0.0179871962529738
"426","CTCF","O",0.0179855054219556
"536","CTCF","O",0.0179754237855585
"748","CTCF","O",0.017969145023711
"378","CTCF","O",0.0179606968361817
"520","CTCF","O",0.0179580382343367
"264","CTCF","O",0.0179570777664243
"944","CTCF","O",0.0179362473078473
"466","CTCF","O",0.0179342701566125
"424","CTBP2","O",0.0179309801921147
"360","CTCF","O",0.0179215302226323
"564","SUZ12","O",0.0179159492573658
"616","CTCF","O",0.0179039587170807
"1156","CTCF","O",0.0178998738898911
"654","CTCF","O",0.0178866651135895
"404","BACH1","O",0.017881675133236
"548","CTCF","O",0.0178410989401993
"438","CTCF","O",0.0178246526707257
"608","CTCF","O",0.0178145047202816
"4","SUZ12","O",0.0178141232950826
"794","USF1","O",0.0177701892804879
"142","CHD1","O",0.0177684222476007
"584","CTCF","O",0.0177663902563316
"490","CTCF","O",0.0177571806895669
"416","CTCF","O",0.0177441401954174
"650","CTCF","O",0.0177161244851339
"556","CTCF","O",0.0177123816556186
"1181","SETDB1","I",0.0177101917817825
"504","CTCF","O",0.0176885710231833
"59","REST","I",0.0176762308505223
"364","CTCF","O",0.0176648057606149
"942","CTCF","O",0.0176619736340914
"590","CTCF","O",0.0176190029324596
"238","GTF3C2","O",0.017617585301062
"552","KDM5A","O",0.017576910895768
"634","CTCF","O",0.0175744057986571
"502","CTCF","O",0.0175624621482225
"578","CTCF","O",0.0175605601109341
"835","USF2","I",0.0175387391652448
"1098","EP300","O",0.0175224577621719
"940","CTCF","O",0.0175076445248477
"873","USF2","I",0.0175052063339087
"1044","MAX","O",0.0174984760645367
"214","EP300","O",0.0174712368770807
"1066","USF1","O",0.0174399428278212
"1210","MAX","O",0.0174378040364287
"396","CTCF","O",0.017428519608556
"443","HDAC1","I",0.0174240938517812
"100","EP300","O",0.0174110926547823
"902","MAX","O",0.017406571470845
"328","CTCF","O",0.0173829911865418
"722","MAX","O",0.017375082915003
"1208","STAT3","O",0.0173575370513906
"23","MEF2C","I",0.0173573845356847
"526","RNF2","O",0.0173425551695181
"368","EP300","O",0.0173355187265959
"67","REST","I",0.0172683072637732
"689","HCFC1","I",0.0172511626860462
"881","POLR2A","I",0.0172135527846832
"1037","POLR2A","I",0.01719188599225
"776","TRIM28","O",0.0171641760287915
"546","STAT3","O",0.0171606003378799
"602","CTCF","O",0.0171476226954468
"141","CHD1","I",0.0171309077737997
"435","TCF7L2","I",0.0171290034955182
"266","EP300","O",0.0170517185648551
"1228","EP300","O",0.0170059786418266
"820","STAT3","O",0.017000460092032
"849","ARID3A","I",0.0169263146298722
"783","TAF1","I",0.0169163551524381
"1180","MAX","O",0.0169141815495633
"1042","MAX","O",0.0169002829652232
"1168","MAX","O",0.0168932057185974
"1088","MAX","O",0.0168749908773073
"921","USF2","I",0.0168572067715327
"274","MAX","O",0.0168466242018564
"61","HSF1","I",0.0168418735353471
"707","POLR2A","I",0.0168324974330753
"15","RXRA","I",0.0168321171263562
"1048","EP300","O",0.0168010651689377
"770","BACH1","O",0.0167880376671857
"1103","POLR2A","I",0.0167866760092023
"155","IRF3","I",0.0167794364795593
"326","MAX","O",0.0167762611424172
"1015","PBX3","I",0.0167416180029474
"1102","EP300","O",0.0167312921768945
"652","EP300","O",0.0166947675137425
"229","JUND","I",0.0166756051467562
"26","GABPA","O",0.0166298801239796
"909","POLR2A","I",0.0166261705072162
"1148","MAX","O",0.0166202637340793
"937","KAT2B","I",0.016618651305347
"594","EP300","O",0.0166079311758572
"1029","POLR2A","I",0.0165828766082793
"390","MAX","O",0.0165557779649788
"275","MAFK","I",0.0165493185558938
"543","HMGN3","I",0.0165360811834832
"309","POLR2A","I",0.0165222022933934
"243","PBX3","I",0.0165052072515921
"1234","EP300","O",0.0164961753461195
"907","POLR2A","I",0.0164806579359789
"731","USF2","I",0.0164749812784831
"259","SP1","I",0.0164555249000651
"1172","EP300","O",0.0164247902332723
"168","STAT1","O",0.016415529799104
"301","SP1","I",0.0164125032111168
"685","TRIM28","I",0.01639319274234
"701","TAF1","I",0.0163844181617312
"527","MAFK","I",0.0163701447106633
"1077","TAF1","I",0.0162858697299862
"663","CHD4","I",0.0162798879218268
"765","CUX1","I",0.0162582452957722
"648","TRIM28","O",0.0162463950213066
"1067","POLR2A","I",0.0162148625741631
"333","TAF1","I",0.0162088320659804
"831","ARID3A","I",0.0161997823605391
"979","POLR2A","I",0.0161468354700673
"950","GTF2B","O",0.0161267106762082
"619","IRF3","I",0.016126504678146
"481","TAF1","I",0.0160578266676303
"678","MAX","O",0.0160553332677991
"913","TBL1XR1","I",0.0160465680083634
"191","PML","I",0.0160386221888941
"157","ZEB1","I",0.016029725179277
"869","POLR2A","I",0.0159922384314321
"213","EP300","I",0.0159858984141056
"670","MAZ","O",0.0159696393308165
"1105","USF2","I",0.0159589971154864
"1239","POLR2A","I",0.0159536099469482
"741","TAF1","I",0.0158911053792824
"128","GTF3C2","O",0.0158850373218696
"233","ZC3H11A","I",0.015864102033357
"994","MAZ","O",0.0158626453433882
"983","POLR2A","I",0.0158591522564502
"919","POLR2A","I",0.0158469638754835
"899","CUX1","I",0.0158359052180287
"37","JUND","I",0.0158309691575226
"339","GABPA","I",0.0158196930031172
"337","TAF1","I",0.0158190192155232
"342","EP300","O",0.0157894764474739
"893","POLR2A","I",0.0157727172271878
"305","JUND","I",0.0157692389479031
"533","TCF7L2","I",0.0157591837039912
"733","MXI1","I",0.0157468269310159
"1245","POLR2A","I",0.015730857632666
"1199","TBL1XR1","I",0.0157201556919524
"686","TRIM28","O",0.0156710800007436
"225","JUND","I",0.0156605777293822
"1241","POLR2A","I",0.0156433013000596
"1225","POLR2A","I",0.0156399959672144
"1039","POLR2A","I",0.0156387889077356
"253","POLR2A","I",0.0156356421902229
"1175","JUND","I",0.0156059230381274
"237","GTF3C2","I",0.0156009297761616
"375","SP1","I",0.0155775138732809
"861","POLR2A","I",0.0155752149856445
"107","TAF1","I",0.0155600486748997
"771","USF2","I",0.0155511016808619
"975","ATF3","I",0.0155322283011153
"645","POLR2A","I",0.0155262696105162
"283","TAF1","I",0.0155233738691233
"153","REST","I",0.0154911609229976
"1095","USF2","I",0.0154764119517481
"853","ETS1","I",0.0154750997540798
"699","POLR2A","I",0.0154704944258966
"845","PBX3","I",0.0154623369726002
"1193","POLR2A","I",0.0154512799356699
"99","EP300","I",0.0154479230736945
"1011","POLR2A","I",0.0154321095970038
"1003","MAZ","I",0.0154137855684657
"537","MXI1","I",0.015397218471339
"905","POLR2A","I",0.0153588700779792
"7","RXRA","I",0.0153459538792921
"1237","POLR2A","I",0.0153278056813105
"1099","POLR2A","I",0.0153079175803314
"746","TCF3","O",0.0153068663652929
"417","KDM5B","I",0.0153066742263695
"605","EGR1","I",0.0153027705949676
"463","TAF1","I",0.015271946955747
"123","JUND","I",0.0152689909100786
"427","TAF1","I",0.0152548818988524
"28","CBX3","O",0.0152429656419085
"1187","POLR2A","I",0.0152407067455249
"647","TRIM28","I",0.0152216000337501
"171","MEF2A","I",0.0152178212021483
"541","MAFK","I",0.015193404537421
"574","MAZ","O",0.0151656324611218
"436","TCF7L2","O",0.0151446062403521
"1017","UBTF","I",0.0151393126719373
"497","POLR2A","I",0.0151200620850756
"851","POLR2A","I",0.0151112939469245
"830","STAT1","O",0.015106946794262
"859","POLR2A","I",0.0150971402441738
"973","JUND","I",0.0150878194860515
"895","POLR2A","I",0.0150877435052749
"1171","EP300","I",0.0150866032240103
"630","MAZ","O",0.0150811650766494
"89","ZC3H11A","I",0.0150686612629507
"1025","UBTF","I",0.0150671703881482
"49","JUND","I",0.0150514213337748
"1031","POLR2A","I",0.0150441060537268
"1213","POLR2A","I",0.0150147669793411
"839","POLR2A","I",0.0149762320415821
"459","SP1","I",0.0149565746531491
"371","ATF3","I",0.0149565109774811
"1163","UBTF","I",0.0149447865441897
"350","TCF3","O",0.0149325526513795
"775","TRIM28","I",0.0149321943218126
"884","TCF7L2","O",0.01492394127732
"534","TCF7L2","O",0.0148957015790592
"1133","POLR2A","I",0.0148790403945517
"927","POLR2A","I",0.014878411459547
"509","SETDB1","I",0.0148630636546296
"177","TCF12","I",0.0148513768386013
"1151","POLR2A","I",0.0148401298654046
"931","POLR2A","I",0.0148390013966267
"267","TAF1","I",0.0148336451327749
"585","MXI1","I",0.0148087219419146
"811","POLR2A","I",0.0147551388884634
"879","NFYA","I",0.0147504948222042
"493","MAZ","I",0.0147414114890969
"1023","POLR2A","I",0.0147397173098916
"387","ATF3","I",0.0147329818997288
"494","MAZ","O",0.0147260559807851
"923","MXI1","I",0.0147097612950769
"703","MXI1","I",0.0147026295196127
"855","POLR2A","I",0.0147022261198658
"343","ATF3","I",0.0146986810980894
"143","JUND","I",0.0146827110721329
"391","SP4","I",0.0146683445413386
"521","EGR1","I",0.0146564927552458
"1140","TCF7L2","O",0.0146382664983103
"98","REST","O",0.0146358019741314
"1127","POLR2A","I",0.0146138189861999
"1201","POLR2A","I",0.0145896081494963
"1047","EP300","I",0.0145794026489932
"1004","MAZ","O",0.0145730314414622
"695","POLR2A","I",0.0145187996834959
"599","JUND","I",0.0145119911974883
"573","MAZ","I",0.0144812476431356
"197","BCLAF1","I",0.0144709623020167
"127","GTF3C2","I",0.0144708964190661
"1119","REST","I",0.0144622475841384
"63","STAT2","I",0.014439069908904
"175","ATF3","I",0.0144090080016751
"752","MAZ","O",0.0144080154807114
"281","TAF1","I",0.0144075900999955
"45","MEF2A","I",0.0144065913410272
"961","HDAC2","I",0.0144062714406778
"867","MAFK","I",0.0144051235778707
"815","IRF3","I",0.0143988240109941
"154","REST","O",0.0143908840206602
"904","GABPA","O",0.0143765534290404
"665","SP1","I",0.014352251137794
"1057","MXI1","I",0.0143484014983431
"987","EGR1","I",0.0143462787253683
"763","NFYA","I",0.0143228453374311
"201","EGR1","I",0.0143148007968509
"173","REST","I",0.0143003418604239
"1142","GABPA","O",0.0141962877973662
"721","MAX","I",0.0141954911587565
"1136","GABPA","O",0.0141812995299134
"751","MAZ","I",0.0141606928125475
"625","MXI1","I",0.0141600745542551
"1110","GABPA","O",0.0141594996981582
"340","GABPA","O",0.0141362057319741
"348","GABPA","O",0.0141137433295298
"1041","MAX","I",0.0141126518215356
"257","PML","I",0.0141032634092673
"857","POLR2A","I",0.0140966752442128
"57","ZZZ3","I",0.0140914491532941
"719","E2F4","I",0.0140746944945874
"990","GABPA","O",0.014069090969342
"211","TCF12","I",0.0140666370806183
"62","HSF1","O",0.0140605047647017
"9","JUND","I",0.014048350881448
"664","CHD4","O",0.0140245791451319
"174","REST","O",0.0139795517498494
"341","EP300","I",0.0139786063005305
"1111","REST","I",0.0139353075148452
"929","GTF2F1","I",0.0139271700501458
"1054","REST","O",0.0138843778441455
"74","TCF7L2","O",0.0138800989133339
"79","SREBF2","I",0.0138750636550712
"1132","GABPA","O",0.0138658461541488
"247","SREBF1","I",0.0138641043751281
"1112","REST","O",0.0138542960286778
"963","E2F4","I",0.013844348275077
"1170","GABPA","O",0.0138343346479315
"145","SMARCC2","I",0.0138154621415188
"916","TCF7L2","O",0.0138136898556904
"582","REST","O",0.0137851071101036
"1173","EGR1","I",0.0137810790054118
"1183","MAFK","I",0.0137225001370139
"629","MAZ","I",0.0137174819452408
"1075","CHD1","I",0.0137006100994803
"30","REST","O",0.0136670877692508
"471","PML","I",0.0136638988129908
"110","REST","O",0.0136295020311249
"140","REST","O",0.0135883269028087
"611","MXI1","I",0.0135819396971839
"877","EP300","I",0.0135786374748827
"158","ZEB1","O",0.0135700667122872
"813","GTF2F1","I",0.0135543661200818
"635","MXI1","I",0.0135447240262287
"525","RNF2","I",0.0135247410764491
"995","E2F4","I",0.0135240859065814
"795","ATF2","I",0.0135175329551278
"514","REST","O",0.0134967464737069
"1120","REST","O",0.0134633952472396
"6","REST","O",0.0134547481995133
"567","GTF2F1","I",0.013425522242828
"911","HDAC2","I",0.013411192208226
"349","TCF3","I",0.0133904647060317
"21","ZEB1","I",0.0133664352476976
"801","MAFK","I",0.0133660484931188
"68","REST","O",0.0133507435365162
"1106","USF2","O",0.0133503112212128
"823","RCOR1","I",0.0133497007858284
"673","NFYA","I",0.0133339426676354
"14","REST","O",0.0133337325710619
"677","MAX","I",0.0133228498596265
"1230","IRF1","O",0.013267141969533
"926","GABPA","O",0.0132467261980846
"739","MYC","I",0.0132437944321591
"170","HDAC2","O",0.0132371639946978
"1167","MAX","I",0.0132280005275171
"1063","E2F4","I",0.0132273773152377
"922","USF2","O",0.0132159972572757
"617","SMC3","I",0.0131615559541874
"847","E2F4","I",0.0131528869739259
"808","HCFC1","O",0.0131302072872123
"138","REST","O",0.0131033233255098
"1079","RCOR1","I",0.0131022566928025
"60","REST","O",0.0130863603478545
"591","CCNT2","I",0.0130795180686198
"1108","HCFC1","O",0.0130547438674451
"77","RXRA","I",0.0130445514491473
"445","BCLAF1","I",0.013039853338648
"892","MYC","O",0.013015301202899
"603","ATF2","I",0.0130063506965283
"1096","USF2","O",0.0130035122715476
"319","RCOR1","I",0.0130015314277176
"510","SETDB1","O",0.0129912384122332
"29","REST","I",0.0129905495955993
"641","WRNIP1","I",0.0129577175364968
"642","WRNIP1","O",0.012936780190842
"75","RXRA","I",0.0129291743972193
"1093","HCFC1","I",0.0129267167119258
"1101","EP300","I",0.0129242416347352
"781","RCOR1","I",0.0129114880274023
"139","REST","I",0.0129104778189587
"674","NFYA","O",0.0128977130486258
"955","ELK4","I",0.0128951571666313
"495","SMC3","I",0.0128924289394193
"767","RCOR1","I",0.0128922833020631
"1060","HCFC1","O",0.0128894734858449
"886","MYC","O",0.0128887799008737
"669","MAZ","I",0.0128816826221267
"874","USF2","O",0.0128789724843106
"822","MYC","O",0.0128699177633745
"44","HDAC2","O",0.0128585164512462
"1196","MYC","O",0.0128499728561957
"1087","MAX","I",0.0128392499647981
"772","USF2","O",0.0128368742680147
"1209","MAX","I",0.0128124731368771
"1244","MYC","O",0.0128104005473886
"579","IKZF1","I",0.0128005664479056
"993","MAZ","I",0.0127968433875584
"1165","RAD21","I",0.0127709537876911
"135","EGR1","I",0.012726655830707
"1236","MYC","O",0.0127199460335643
"489","CTCF","I",0.012718937945315
"706","CREB1","O",0.0127112075488286
"836","USF2","O",0.0126959955845188
"1197","RCOR1","I",0.0126804146838453
"397","NR2C2","I",0.0126503601179076
"325","MAX","I",0.0126435052242425
"412","SAP30","O",0.0126325115821674
"953","ELK4","I",0.0126246507038192
"31","MAFK","I",0.0126134585728686
"999","MAX","I",0.0126101328963008
"539","RAD21","I",0.0126082418067447
"273","MAX","I",0.0125911416088791
"297","MAX","I",0.0125707069627098
"880","NFYA","O",0.0125650438276824
"198","BCLAF1","O",0.012562507361315
"1053","REST","I",0.0125571837686089
"1139","TCF7L2","I",0.0125419631781129
"245","TCF12","I",0.0125305147949809
"113","NR2C2","I",0.0125173016557681
"933","ZC3H11A","I",0.0124899199177428
"1043","MAX","I",0.0124370608896596
"209","TCF12","I",0.0124347688118922
"53","FOSL2","I",0.0124340237632708
"832","ARID3A","O",0.0124222628845846
"101","ZC3H11A","I",0.0124210750053666
"389","MAX","I",0.0124062096064147
"317","RCOR1","I",0.0123955306603718
"293","TCF12","I",0.0123523803273979
"133","TAF7","I",0.0123513864951018
"515","CTCF","I",0.0123465307587082
"1070","MYC","O",0.0123454124996806
"725","SMC3","I",0.0123452933565946
"1227","EP300","I",0.0123354667662034
"565","CTCF","I",0.0122918650572527
"1006","MYC","O",0.0122722153206864
"1094","HCFC1","O",0.012263840024032
"1192","MYC","O",0.0122578171624221
"1001","RAD21","I",0.0122546619774493
"732","USF2","O",0.0122375711665091
"152","CREB1","O",0.0122181829478282
"379","RAD21","I",0.0122164560058578
"223","NR2C2","I",0.0122079248333617
"97","REST","I",0.0121807018042143
"196","E2F4","O",0.0121706483952374
"1233","EP300","I",0.0121700124252098
"738","CREB1","O",0.0121622910369552
"458","SAP30","O",0.0121615673727348
"764","NFYA","O",0.0121614394645581
"446","BCLAF1","O",0.012157517035216
"821","MYC","I",0.0121362307905433
"83","SREBF1","I",0.0121191465664387
"367","EP300","I",0.0120787916027045
"13","REST","I",0.0120513592112545
"740","MYC","O",0.0120134370105465
"85","NR2C2","I",0.0119971604456606
"946","MYC","O",0.0119947561160174
"239","MTA3","I",0.0119834890043888
"96","E2F4","O",0.0119817472894981
"687","RAD21","I",0.0119671483116832
"1147","MAX","I",0.0119433456782503
"581","REST","I",0.0119400358898217
"248","SREBF1","O",0.0119368859929436
"817","RAD21","I",0.0119210501187767
"358","CREB1","O",0.0119162958152299
"1235","MYC","I",0.0118948833971873
"971","RAD21","I",0.011883948491692
"1179","MAX","I",0.0118469395620494
"1005","MYC","I",0.01184087942249
"119","RAD21","I",0.0118284928072972
