"","TF","D","W"
"1084","MYC","O",0.0118031557783489
"453","RAD21","I",0.0117893714116611
"159","RELA","I",0.0117702953428255
"1064","E2F4","O",0.0117599992221151
"22","ZEB1","O",0.0117514696414922
"996","E2F4","O",0.0117377246597386
"1182","SETDB1","O",0.0117364897309289
"621","ZBTB7A","I",0.0117317938214903
"800","CREB1","O",0.0117198978195488
"421","RAD21","I",0.0117158364364634
"848","E2F4","O",0.0117149527543598
"545","STAT3","I",0.0116766891691978
"789","ATF1","I",0.0116758823588629
"915","TCF7L2","I",0.0116338314399783
"690","HCFC1","O",0.0116266969794585
"691","POU2F2","I",0.0115858516989139
"353","ZBTB7A","I",0.0115858455788496
"221","RAD21","I",0.0115551265727263
"620","IRF3","O",0.0114596482389372
"109","REST","I",0.0114148874159503
"255","YY1","I",0.0113403129961028
"156","IRF3","O",0.0113250348765632
"561","CTCF","I",0.0113204499958202
"147","ZBTB7A","I",0.0112914559362467
"816","IRF3","O",0.0112806441367896
"883","TCF7L2","I",0.0112763724822085
"409","POU2F2","I",0.0112529639279106
"720","E2F4","O",0.0112063143921745
"39","ETS1","I",0.0111736446101931
"679","SMC3","I",0.0111649674418867
"41","FOSL2","I",0.0111381944873001
"964","E2F4","O",0.0111219116163048
"65","FOSL2","I",0.0110720377982429
"661","SMARCC1","I",0.0110500834946352
"242","CREB1","O",0.0110248635365185
"766","CUX1","O",0.011019789134261
"19","NR3C1","I",0.0110166969892121
"1097","EP300","I",0.0110119993291038
"850","ARID3A","O",0.0110075461607387
"205","SPI1","I",0.0110045945241757
"683","SPI1","I",0.0110040903275998
"151","CREB1","I",0.0109731869038558
"1205","MAX","I",0.0109211021918738
"1191","MYC","I",0.0109139621035749
"359","CTCF","I",0.0108961830632517
"1243","MYC","I",0.0108826595807307
"900","CUX1","O",0.0108763147337659
"169","HDAC2","I",0.0108741412943617
"1027","ETS1","I",0.0108696820351581
"181","CTCF","I",0.0108620091284219
"431","CTCF","I",0.0108302832085207
"95","E2F4","I",0.0107989783696505
"1107","HCFC1","I",0.0107895642016567
"551","KDM5A","I",0.0107771043614603
"307","CTCF","I",0.0107738380720728
"531","CTCF","I",0.0107656492306605
"32","MAFK","O",0.0107476214087935
"357","CREB1","I",0.010696002330558
"1009","CTCF","I",0.010668935549948
"1","TCF12","I",0.010637537528414
"332","PRDM1","O",0.0106308996251589
"311","FOSL2","I",0.0106306991204089
"638","KDM1A","O",0.0106267355386669
"912","HDAC2","O",0.0106233778904107
"737","CREB1","I",0.0106169935273473
"327","CTCF","I",0.0106142831990147
"5","REST","I",0.0106084455379725
"523","CTCF","I",0.0105402579702967
"589","CTCF","I",0.0105239361206268
"675","SIRT6","I",0.0104988885672104
"729","SIRT6","I",0.0104929058495899
"363","CTCF","I",0.0104738687256669
"517","TBP","I",0.0104225720709887
"439","CTCF","I",0.0104213888808052
"503","CTCF","I",0.0104102428678323
"799","CREB1","I",0.0104083081755201
"945","MYC","I",0.0103999180297947
"863","TBP","I",0.0103681358926682
"511","NFATC1","I",0.0103553221855584
"479","CTCF","I",0.010348245702521
"819","STAT3","I",0.0103167358388783
"249","CTCF","I",0.010312093320896
"1007","RAD21","I",0.010295138412127
"465","CTCF","I",0.0102883161502264
"449","CTCF","I",0.0102516796478134
"17","ESRRA","I",0.0102378995913117
"1008","RAD21","O",0.0102358137601808
"84","SREBF1","O",0.010233739530792
"313","CTCF","I",0.0102180236278185
"451","CTCF","I",0.0101764989216433
"962","HDAC2","O",0.0101739804071288
"807","HCFC1","I",0.010171589475503
"1059","HCFC1","I",0.0101622967291593
"491","CTCF","I",0.010139421794346
"241","CREB1","I",0.010116166506889
"1137","CTCF","I",0.0101047390929668
"299","CTCF","I",0.0100965380845388
"571","CTCF","I",0.0100802849263517
"185","ESRRA","I",0.010049687777854
"351","NR3C1","I",0.010046042475942
"891","MYC","I",0.0100322871457579
"64","STAT2","O",0.0100296491696149
"843","TBP","I",0.00998052525134997
"405","CTCF","I",0.00997389146768537
"121","CTCF","I",0.00995813898871164
"116","MAFK","O",0.00995383536713759
"285","SPI1","I",0.00994222128558657
"1035","TBP","I",0.00991445683545266
"195","E2F4","I",0.00990124269805958
"711","TBP","I",0.00989301661023026
"885","MYC","I",0.00987082425927304
"901","MAX","I",0.00986194235945347
"454","RAD21","O",0.00985511569608119
"939","CTCF","I",0.00978713863773871
"377","CTCF","I",0.00974653078442317
"82","TCF12","O",0.00974575212027792
"657","RAD21","I",0.00973771083536817
"540","RAD21","O",0.00969216449747951
"671","TBP","I",0.0096842574028655
"393","ZMIZ1","I",0.00967556270099736
"1081","TBP","I",0.00967391032848652
"336","CREBBP","O",0.00967205920678626
"704","MXI1","O",0.00966390923008037
"658","RAD21","O",0.00965257203071937
"818","RAD21","O",0.00964737031280794
"425","CTCF","I",0.00962940792314817
"422","RAD21","O",0.00962587445337497
"887","SMARCB1","I",0.00962549672377626
"419","SPI1","I",0.00958467956318426
"219","CTCF","I",0.00957936428837015
"513","REST","I",0.00957839478931821
"528","MAFK","O",0.00957668774619015
"779","YY1","I",0.00957113411545414
"467","CTCF","I",0.00956623662705023
"542","MAFK","O",0.00955712422709483
"888","SMARCB1","O",0.00955409688913796
"507","CTCF","I",0.00955217986873668
"437","CTCF","I",0.00954125633830505
"724","MAFK","O",0.00953274615332474
"613","CTCF","I",0.0095231351347159
"1211","CTCF","I",0.00952055109399673
"626","MXI1","O",0.00950851536156284
"418","KDM5B","O",0.00950740503155862
"688","RAD21","O",0.0095008870933286
"1155","CTCF","I",0.00950088565929283
"217","KAT2A","I",0.00949648184089271
"373","CTCF","I",0.00948070412358669
"215","SMC3","I",0.0094796079226839
"747","CTCF","I",0.00947586046929601
"972","RAD21","O",0.00946299776942891
"254","POLR2A","O",0.00946042276555929
"646","POLR2A","O",0.0094524568968804
"276","MAFK","O",0.00944901029287184
"633","CTCF","I",0.00944660598626771
"261","CTCF","I",0.00942994051229436
"1018","UBTF","O",0.00942837332328427
"535","CTCF","I",0.00942831508471005
"840","POLR2A","O",0.00942807610093795
"1091","CTCF","I",0.0094276893823243
"980","POLR2A","O",0.00942540860623201
"1202","POLR2A","O",0.00941186587958831
"1177","YY1","I",0.00940983648828191
"1223","CTCF","I",0.00940493507302727
"787","CTCF","I",0.00938184160519344
"329","SMC3","I",0.00937718010380013
"612","MXI1","O",0.00936578956834573
"433","CTCF","I",0.00935313153166598
"1185","CTCF","I",0.00935097133084545
"856","POLR2A","O",0.00934765279908854
"222","RAD21","O",0.00934488239818449
"499","CTCF","I",0.0093416293077941
"271","CTCF","I",0.00933734254950445
"1166","RAD21","O",0.0093313783286308
"1032","POLR2A","O",0.00932821785451705
"569","CTCF","I",0.0093022363445998
"287","CTCF","I",0.00930076760559995
"1226","POLR2A","O",0.00929875900183573
"1238","POLR2A","O",0.00929268301192588
"538","MXI1","O",0.00928778163230445
"805","KAT2A","I",0.00928561495563942
"1161","CTCF","I",0.00928083410862351
"862","POLR2A","O",0.00927558715523449
"726","SMC3","O",0.00927481782151998
"120","RAD21","O",0.00927247350956295
"659","CTCF","I",0.00926803114253022
"263","CTCF","I",0.00926739835660353
"385","CTCF","I",0.00925831649976708
"1143","CTCF","I",0.00925326723636792
"413","ETS1","I",0.00924883224436652
"1024","POLR2A","O",0.00924137096627073
"636","MXI1","O",0.00922683078663759
"399","CTCF","I",0.00922507818031173
"1145","CTCF","I",0.00922276482930128
"555","CTCF","I",0.0092080893006028
"473","CTCF","I",0.00919947984152216
"395","CTCF","I",0.0091993115416864
"583","CTCF","I",0.0091951611441424
"841","CTCF","I",0.00919193326299051
"1194","POLR2A","O",0.00918531688997524
"1217","CTCF","I",0.00918216031800995
"708","POLR2A","O",0.00917950083902098
"860","POLR2A","O",0.00917906029317673
"1040","POLR2A","O",0.00917491204473846
"894","POLR2A","O",0.00916432414176266
"753","CTCF","I",0.00916018087217164
"1115","ZMIZ1","I",0.00914458856934522
"755","CTCF","I",0.009135816366344
"896","POLR2A","O",0.0091212659445766
"769","BACH1","I",0.00912105928691785
"380","RAD21","O",0.00912075350864151
"1134","POLR2A","O",0.00911842295045504
"1013","CTCF","I",0.00911733629578375
"1246","POLR2A","O",0.00910655281196456
"1152","POLR2A","O",0.00910521253790711
"932","POLR2A","O",0.00909546430093127
"882","POLR2A","O",0.00909220128786318
"910","POLR2A","O",0.00907796365675576
"758","NFYB","O",0.00906661713847859
"498","POLR2A","O",0.00906476990308146
"1058","MXI1","O",0.00905890570211032
"827","CHD2","I",0.00905076049830994
"487","CTCF","I",0.00905034558522227
"1068","POLR2A","O",0.00904959813353427
"1214","POLR2A","O",0.00904592165537791
"852","POLR2A","O",0.00903983380099083
"858","POLR2A","O",0.00903591126168099
"825","ZMIZ1","I",0.0090293871733746
"477","CTCF","I",0.00902633693464051
"519","CTCF","I",0.00902084295585307
"696","POLR2A","O",0.0090134383953621
"1030","POLR2A","O",0.00900788412187377
"11","EP300","I",0.00900481094283787
"1207","STAT3","I",0.00899027641003089
"1033","SP2","I",0.0089836408974392
"908","POLR2A","O",0.00898142630462763
"734","MXI1","O",0.00896172863354629
"1128","POLR2A","O",0.00895822877317512
"560","NFYB","O",0.00895761979281436
"1002","RAD21","O",0.00895338859386692
"1038","POLR2A","O",0.00895175659145816
"868","MAFK","O",0.00894143334710592
"924","MXI1","O",0.00893712974261355
"928","POLR2A","O",0.00892373533369861
"310","POLR2A","O",0.00892320690644837
"1240","POLR2A","O",0.00891431466410613
"812","POLR2A","O",0.00890491311660386
"586","MXI1","O",0.00890240614479748
"415","CTCF","I",0.00889824328301837
"700","POLR2A","O",0.00889649378220267
"402","KDM5B","O",0.00888779793471497
"93","BATF","I",0.00887905631968963
"713","CTCF","I",0.0088627138769549
"1100","POLR2A","O",0.00885906716457892
"321","CTCF","I",0.00884385548492376
"920","POLR2A","O",0.00883824847065174
"56","ZKSCAN1","O",0.00883333958580578
"1026","UBTF","O",0.00883300872208538
"906","POLR2A","O",0.00882079931923699
"744","NFYB","O",0.00881225734716564
"1195","MYC","I",0.00881074357914051
"461","ETS1","I",0.00879883350280929
"1188","POLR2A","O",0.00878706182527182
"1242","POLR2A","O",0.00878394935740343
"1104","POLR2A","O",0.00878113232630229
"485","CTCF","I",0.00878101405367936
"607","CTCF","I",0.00877269023990672
"455","KDM4A","I",0.00877109374507063
"680","SMC3","O",0.00875422244100157
"875","CTCF","I",0.00874320958963011
"1021","NRF1","I",0.00871075588877141
"125","TAL1","I",0.00869811107485744
"984","POLR2A","O",0.00869656878320475
"1164","UBTF","O",0.00869208816269717
"796","ATF2","O",0.00868219637199491
"1012","POLR2A","O",0.00867748023783512
"383","SP2","I",0.00867674030367157
"655","CTCF","I",0.00866450073451893
"330","SMC3","O",0.00866392409927955
"604","ATF2","O",0.00865767942732414
"1219","CTCF","I",0.00863808743031321
"802","MAFK","O",0.00863729016284405
"1184","MAFK","O",0.00862711793393196
"43","HDAC2","I",0.00860805516327674
"870","POLR2A","O",0.00860134953768804
"618","SMC3","O",0.00859626597921159
"496","SMC3","O",0.00856169090029782
"985","NRF1","I",0.00855558940786242
"791","NRF1","I",0.00848802921375906
"216","SMC3","O",0.00848638426649367
"1083","MYC","I",0.00847791681446489
"705","CREB1","I",0.00846700418444628
"717","SMC3","I",0.00845614346084611
"809","RELA","I",0.00845527464609488
"718","SMC3","O",0.00845501411559791
"1069","MYC","I",0.00843694599970927
"553","CTCF","I",0.00841107981195389
"51","NR3C1","I",0.0084072889217095
"334","TAF1","O",0.00840642309537355
"667","YY1","I",0.00839247564684157
"897","NRF1","I",0.00838439841984405
"749","CHD2","I",0.00836218021312362
"785","NRF1","I",0.00835752571393665
"235","SP2","I",0.00834761666723461
"1073","CHD2","I",0.00834724140780922
"1049","YY1","I",0.00834374389685003
"1157","YY1","I",0.00834180307604414
"87","NFIC","I",0.00833783070020306
"289","RELA","I",0.00831129516440953
"568","GTF2F1","O",0.00830072251473496
"244","PBX3","O",0.00828260877217257
"969","NRF1","I",0.00826640974404665
"601","CTCF","I",0.00825257896172098
"163","TAL1","I",0.00821432734286808
"161","TAL1","I",0.00819510580382927
"323","YY1","I",0.00815208508470018
"1051","TAL1","I",0.00814457402307862
"1117","KAT2A","I",0.0081443353865744
"146","SMARCC2","O",0.0081359255832521
"212","TCF12","O",0.00813383823695049
"949","GTF2B","I",0.00811880799293482
"482","TAF1","O",0.00809513405565073
"1016","PBX3","O",0.00808543907218863
"1078","TAF1","O",0.00807345254772473
"784","TAF1","O",0.00806506613716
"761","CTCF","I",0.00804578814996624
"178","TCF12","O",0.00802732741986109
"742","TAF1","O",0.00802639471207024
"189","TAL1","I",0.00801995505719822
"773","NCOR1","I",0.00800310787546486
"469","TAF7","I",0.00800295402529221
"1113","KAT2A","I",0.00799036873183073
"423","CTBP2","I",0.00796447732737851
"304","ZKSCAN1","O",0.00794409776229678
"715","CHD2","I",0.00792602368868426
"814","GTF2F1","O",0.0079131274287114
"203","YY1","I",0.00790972265729898
"759","CTCF","I",0.00789500294842869
"1198","RCOR1","O",0.00789223746700476
"1189","CTCF","I",0.00788992328025941
"639","CTCF","I",0.00788154050398953
"284","TAF1","O",0.00787880568339755
"951","RELA","I",0.00787871232483859
"547","CTCF","I",0.00786053260101422
"80","SREBF2","O",0.00781815404364442
"295","YY1","I",0.00781575989351892
"282","TAF1","O",0.00780740509359176
"277","NFIC","I",0.00779648602901861
"199","YY1","I",0.0077875766465554
"268","TAF1","O",0.00778413029033654
"991","RELA","I",0.00777998768028446
"428","TAF1","O",0.00777519047792228
"943","CTCF","I",0.0077733236260782
"702","TAF1","O",0.00776551235066901
"930","GTF2F1","O",0.00776259847180876
"697","CHD2","I",0.0077598459221734
"649","CTCF","I",0.00773714375801989
"1153","CHD1","I",0.00773356513164216
"165","CEBPZ","I",0.00771511708956899
"727","CHD2","I",0.00770885196187664
"709","CTCF","I",0.00768752892746672
"483","CTCF","I",0.0076572169107281
"941","CTCF","I",0.00763663094648985
"918","ZKSCAN1","O",0.00758569777316866
"782","RCOR1","O",0.00757892630525345
"824","RCOR1","O",0.00757640825589261
"549","CHD2","I",0.00756599161438045
"1129","FLI1","I",0.0075631511588567
"210","TCF12","O",0.00754665482407155
"871","TAL1","I",0.00754508276984108
"2","TCF12","O",0.007541984024482
"797","CHD1","I",0.00753896605609388
"846","PBX3","O",0.00753779291369549
"837","CHD1","I",0.00752128862669177
"662","SMARCC1","O",0.00750281369194534
"938","KAT2B","O",0.00749623140635639
"914","TBL1XR1","O",0.00743826255719802
"967","RELA","I",0.00742654112138246
"320","RCOR1","O",0.00740907394137379
"291","ELF1","I",0.00740791384612867
"597","CTCF","I",0.00740243294372961
"653","CTCF","I",0.00737636564591427
"318","RCOR1","O",0.00737465042275121
"91","NFIC","I",0.00736294273919141
"1231","CTCF","I",0.00733764569692159
"768","RCOR1","O",0.00732527671256766
"1019","RELA","I",0.00731799865206485
"1200","TBL1XR1","O",0.00731698352417836
"315","CTCF","I",0.00727883483723289
"338","TAF1","O",0.00726066103796614
"447","YY1","I",0.00725639014173811
"935","ELF1","I",0.00724206178501894
"294","TCF12","O",0.00722931722498834
"1080","RCOR1","O",0.00722788459042723
"977","USF1","I",0.00720423409141969
"1089","USF1","I",0.00716007061128374
"246","TCF12","O",0.00715136959388801
"595","CTCF","I",0.00714439796530181
"464","TAF1","O",0.00712023491514008
"1149","USF1","I",0.00708036789168412
"965","RELA","I",0.00708030245662468
"947","CHD7","I",0.00704952673333195
"501","CTCF","I",0.00704644034499032
"693","CTCF","I",0.00700402953850605
"627","CTCF","I",0.00699997030432876
"403","BACH1","I",0.00697679696168605
"957","CTCF","I",0.00696298170026487
"441","CTCF","I",0.00695137111144741
"577","CTCF","I",0.00688145815152045
"790","ATF1","O",0.00688020703889023
"833","CTCF","I",0.0068664909769674
"615","CTCF","I",0.00685948648810693
"361","CTCF","I",0.00679454711128011
"981","RELA","I",0.00679051944200638
"777","ELF1","I",0.0067625211727325
"381","USF1","I",0.00675055709454595
"475","CTCF","I",0.00671107683385282
"231","ELF1","I",0.00670365529139321
"505","CTCF","I",0.00667205791837617
"1159","USF1","I",0.00666895355237395
"102","ZC3H11A","O",0.00666573650114164
"631","ELF1","I",0.00666340782653714
"108","TAF1","O",0.00665050877013511
"956","ELK4","O",0.00664066190031414
"1065","USF1","I",0.00661865758804399
"575","CHD7","I",0.00661169961908965
"345","USF1","I",0.00660109945661941
"1125","CTCF","I",0.00659503884895882
"793","USF1","I",0.00657123922005474
"429","NFIC","I",0.00647375249108138
"240","MTA3","O",0.00646893349477762
"997","ELF1","I",0.00644863685355161
"472","PML","O",0.00628514645883235
"954","ELK4","O",0.00627164083543299
"1061","USF1","I",0.00626144512579721
"355","CHD1","I",0.00621626583543514
"460","SP1","O",0.00617033696818178
"234","ZC3H11A","O",0.0061551239320581
"258","PML","O",0.00613073134226244
"90","ZC3H11A","O",0.00611770094168482
"260","SP1","O",0.00610470381373292
"1085","USF1","I",0.0060894119306749
"302","SP1","O",0.00605928999074185
"666","SP1","O",0.00601794361423915
"251","ELF1","I",0.00600714778458875
"192","PML","O",0.00592216586430036
"730","SIRT6","O",0.00590802033057957
"676","SIRT6","O",0.00581835820979489
"392","SP4","O",0.0057222774031252
"398","NR2C2","O",0.0055752292943415
"224","NR2C2","O",0.00556548908483179
"16","RXRA","O",0.00555484045053234
"114","NR2C2","O",0.00553381596036837
"865","SIN3A","I",0.00546841231438844
"78","RXRA","O",0.00545588394362834
"934","ZC3H11A","O",0.00540368833077605
"86","NR2C2","O",0.00535481021768568
"376","SP1","O",0.00532326152167806
"103","SIN3A","I",0.00531939763526388
"218","KAT2A","O",0.00519152888759705
"1055","SIN3A","I",0.0051722975945253
"529","SIN3A","I",0.0051672879100706
"164","TAL1","O",0.0050279103459026
"557","SIN3A","I",0.00502586402851618
"131","SIN3A","I",0.00497463782851377
"898","NRF1","O",0.00497067400709456
"1045","SIN3A","I",0.00496011298408731
"672","TBP","O",0.0049455259373518
"792","NRF1","O",0.00491281145276682
"179","SIN3A","I",0.0048862054004282
"844","TBP","O",0.00488474678644999
"959","SIN3A","I",0.00486674087852187
"1082","TBP","O",0.00484178853068461
"518","TBP","O",0.00482489744655711
"786","NRF1","O",0.00482304031985861
"1036","TBP","O",0.00479391449560089
"187","SIN3A","I",0.00478817393295026
"126","TAL1","O",0.0047775679040722
"864","TBP","O",0.00477091008857678
"76","RXRA","O",0.00474201733032177
"66","FOSL2","O",0.00471964096717377
"186","ESRRA","O",0.00464130821286848
"279","SIN3A","I",0.0045996168395435
"806","KAT2A","O",0.00458304311141619
"712","TBP","O",0.00457980272670405
"970","NRF1","O",0.00448136280426957
"162","TAL1","O",0.00447855859603685
"1052","TAL1","O",0.00445191518935441
"872","TAL1","O",0.00443683538985589
"1118","KAT2A","O",0.00438098974319533
"183","SIN3A","I",0.00437003691954915
"986","NRF1","O",0.00434335637524673
"190","TAL1","O",0.00422046435005303
"1022","NRF1","O",0.00421176821668836
"456","KDM4A","O",0.00417144500773925
"8","RXRA","O",0.00411809333979211
"1114","KAT2A","O",0.00411671212655593
"42","FOSL2","O",0.00397492139971065
"236","SP2","O",0.00393959464489744
"1034","SP2","O",0.00385634108777575
"54","FOSL2","O",0.00364007806862784
"384","SP2","O",0.00362439764477335
"312","FOSL2","O",0.0036187306017035
"94","BATF","O",0.00337612900892105
"132","SIN3A","O",0.00309817021155774
"180","SIN3A","O",0.00293777576585996
"1056","SIN3A","O",0.00292236726203736
"18","ESRRA","O",0.00289036090485794
"184","SIN3A","O",0.00288278292532072
"530","SIN3A","O",0.00287114410384796
"1046","SIN3A","O",0.0027621350567302
"280","SIN3A","O",0.00266183735716839
"960","SIN3A","O",0.0026300045482616
"188","SIN3A","O",0.00260883747697593
"558","SIN3A","O",0.00258658493005004
"104","SIN3A","O",0.00255570003919374
"866","SIN3A","O",0.00245907092692834
