"gene","distance","Z","FC","p.value","p.adj"
"Trem2",0.000107739012731428,9.85677547583436,2330726.05975121,0,0
"Lpl",6.54392423468215e-07,2.93842356334984,85.9848174937156,1.81322427912799e-20,5.96641449047066e-17
"Gm49339",6.01790541544547e-07,2.85606016724639,72.7170017803232,1.49639414123675e-17,3.28258994782635e-14
"Lgals3",5.9332533135443e-07,2.8422164597903,70.6856131870211,4.18936437591371e-17,6.89255173947203e-14
"Anxa5",5.00171027402296e-07,2.67712667533759,50.2322130233634,1.36587149921474e-12,1.79776006726644e-09
"Cd63",4.91971578061598e-07,2.66132550479296,48.5987698290402,3.14066165480523e-12,3.4447823917122e-09
"Tpm4",4.88735258118779e-07,2.6550247974045,47.9614815941148,4.34675187818575e-12,3.84165414776005e-09
"Spp1",4.88018195683794e-07,2.65362378936196,47.8208486152491,4.66999440542173e-12,3.84165414776005e-09
"Mif",4.78173931828124e-07,2.63420406419439,45.9110305854012,1.23747208441921e-11,9.04867087506979e-09
"Fabp3",4.75079326200042e-07,2.62802649623815,45.3187072287119,1.67442093103945e-11,1.10193641471706e-08
"Aplp2",4.71755365767305e-07,2.62135142596779,44.686768086361,2.31214598269449e-11,1.38329388291931e-08
"Cstb",4.62501413516311e-07,2.60254702764414,42.9508118950622,5.6133601701561e-11,3.07846027331644e-08
"Igf1",4.55883174954592e-07,2.58889391314488,41.7303836399297,1.04768140024454e-10,5.30368561154565e-08
"Gas7",4.5152889902051e-07,2.57981559826006,40.9370319526071,1.57213744990788e-10,7.3901689698884e-08
"Capg",4.38567468653748e-07,2.55232753742778,38.6205164620517,5.14749820045243e-10,2.25837904381183e-07
"Lgals1",4.23611633437e-07,2.51970502865297,36.0313891120721,1.94164418363911e-09,7.98622523283061e-07
"Pkm",4.16483641634467e-07,2.50379817604531,34.8290112193187,3.59969326992325e-09,1.39350478878617e-06
"Atp5g1",4.11364417636552e-07,2.49222528926128,33.9780691071091,5.57367763934729e-09,2.03779847469692e-06
"Cxcl14",4.02738367870307e-07,2.47243414359225,32.5680128210194,1.15093467300166e-08,3.91983458665977e-06
"Vim",4.02324358184699e-07,2.47147489156254,32.5010882694557,1.19125804183552e-08,3.91983458665977e-06
"Cd72",4.00908639097722e-07,2.46818810796743,32.2727577958523,1.33978633233101e-08,4.19863516812875e-06
"Bola2",3.97839104396756e-07,2.46102646580188,31.7804605109371,1.72620639256475e-08,5.16371103157664e-06
"Vat1",3.89625383011918e-07,2.44162027989171,30.4817385228238,3.37024088580597e-08,9.46751295666693e-06
"Cd52",3.89325673122976e-07,2.44090536978784,30.4348618809729,3.45267149308625e-08,9.46751295666693e-06
"Ccl6",3.85066986591491e-07,2.4306941524914,29.7726725932807,4.85791574887991e-08,1.27748163944935e-05
"Fth1",3.84587908054151e-07,2.42953922330384,29.6986357319155,5.04703276488119e-08,1.27748163944935e-05
"Axl",3.81883653282245e-07,2.42299610045865,29.2824483592704,6.25597866658118e-08,1.52483687425077e-05
"Cst7",3.76519157601964e-07,2.40989450721588,28.465538603082,9.53811731358885e-08,2.24179821574029e-05
"Cxcl16",3.70767303793188e-07,2.39566271784974,27.6024801661076,1.48987607997038e-07,3.38099120078795e-05
"Ch25h",3.69530957401936e-07,2.3925782271199,27.4187027488822,1.63839018618174e-07,3.59408193842067e-05
"Pld3",3.67640442455211e-07,2.38784404462618,27.1388730264388,1.89351894933572e-07,4.01975748567043e-05
"Rab7b",3.61261067992909e-07,2.37170892165981,26.2052056277693,3.0699384726672e-07,6.31352034019465e-05
"Apoe",3.56739358515059e-07,2.36011945187943,25.5533181984682,4.30325373078327e-07,8.58173115220749e-05
"Sh3bgrl",3.53765878002645e-07,2.35242739558952,25.1291113959205,5.3617294204929e-07,0.000103781003871364
"Itgax",3.49747707786774e-07,2.34194175413048,24.5615065850822,7.19752535966851e-07,0.000135334041119938
"Apoo",3.45326107326016e-07,2.33027984776977,23.9444064041283,9.91579691313064e-07,0.000181266276348091
"Romo1",3.42488608747003e-07,2.322726424911,23.5525270666915,1.21549680782033e-06,0.000216194175466637
"Cd9",3.37661700371915e-07,2.30974946566328,22.8933240232808,1.71245587951295e-06,0.000296570319554598
"Cybb",3.36540868634289e-07,2.30671276123316,22.7415924112346,1.85313131984411e-06,0.000312704031176771
"Atp5l",3.34487548619703e-07,2.30112642663084,22.4649346859847,2.14014978698928e-06,0.000350494891615451
"Aldoa",3.34080262385619e-07,2.30001475645709,22.410259478022,2.20194642474606e-06,0.000350494891615451
"Ctsb",3.33757643806064e-07,2.29913333434235,22.3669975680302,2.25210929420501e-06,0.000350494891615451
