"gene","distance","Z","FC","p.value","p.adj"
"Trem2",8.3550717624968e-06,8.22132987435179,29114.5559612962,0,0
"Chchd10",4.80018824484793e-07,3.35154552814903,96.100653316597,1.09188763068253e-22,3.58903464205349e-19
"Cdkn1c",3.75662588808342e-07,3.04004024158182,58.8580264850424,1.69469046818139e-14,2.70024530585658e-11
"Apoo",3.75162854992103e-07,3.0383863560906,58.7015361494246,1.83498182469592e-14,2.70024530585658e-11
"Lpl",3.74454110232501e-07,3.03603764968236,58.4799518066945,2.0537308380412e-14,2.70024530585658e-11
"Slc22a17",3.66814942650674e-07,3.01048866007736,56.1182138547695,6.82419923180045e-14,7.47704762497603e-11
"Acaa2",3.53990800020421e-07,2.9666031251694,52.262929822014,4.85452491058046e-13,4.5590923945937e-10
"Lgals3",3.52456953537025e-07,2.96126747140178,51.8109992248964,6.11085175707174e-13,5.0215924313737e-10
"Vim",3.46533540399681e-07,2.94048227504701,50.0841552655581,1.47291548447425e-12,1.07588293277041e-09
"Spp1",3.3822558091675e-07,2.91083460834818,47.7114598134105,4.93796717410773e-12,3.24621962025842e-09
"Gm49339",3.16951403961534e-07,2.83210616442637,41.8981803369723,9.61520770990363e-11,5.74639777135513e-08
"Itgax",3.07863990526265e-07,2.7971534309497,39.5300706723045,3.23046447087073e-10,1.76975611929201e-07
"Acad8",3.0047101584895e-07,2.76808997989342,37.6543341737449,8.44588076231741e-10,4.27101693319036e-07
"Cd72",2.97348682729966e-07,2.75563946713187,36.8758330228523,1.25896848983159e-09,5.91175632296632e-07
"Vat1",2.95187797866421e-07,2.7469600428806,36.3418142517531,1.65573159846912e-09,7.25651968555733e-07
"Anxa5",2.93717796971402e-07,2.7410258832855,35.9807594863093,1.99275578314106e-09,8.18773532398083e-07
"Capg",2.92894969390086e-07,2.73769364900711,35.7794472593553,2.20966694051533e-09,8.54491203938105e-07
"Igf1",2.89412047134157e-07,2.72350337757579,34.933573396521,3.4114738493192e-09,1.24594606030136e-06
"Cd63",2.6343192327496e-07,2.61300307056098,28.9432041030084,7.45318388730867e-08,2.5788016250088e-05
"Mettl26",2.62710386880829e-07,2.60980914046514,28.7848711648274,8.08804442406021e-08,2.65854020218859e-05
"Cst7",2.58958393625499e-07,2.59308409304824,27.9685393962069,1.23303916015113e-07,3.82054346509466e-05
"Tmsb10",2.58633505410345e-07,2.59162655347158,27.8984049728332,1.27855120523399e-07,3.82054346509466e-05
"Cd52",2.49512762877258e-07,2.55008404398716,25.9654188379688,3.47588131403549e-07,9.80818875701452e-05
"Cstb",2.49236990229678e-07,2.54880875576067,25.9080542756524,3.58071995996879e-07,9.80818875701452e-05
"Fabp5",2.46897727879797e-07,2.53794435965243,25.4240063628879,4.60156115332948e-07,0.000121002652087952
"Cybb",2.39319052720813e-07,2.50215814984945,23.8871508550194,1.02151310108854e-06,0.000258285658713695
"Anxa2",2.38029796626034e-07,2.4959783568155,23.6304750840458,1.16724229361295e-06,0.000275113070486073
"Axl",2.37992334904207e-07,2.49579838263156,23.6230376233893,1.17176239330849e-06,0.000275113070486073
"Msl3",2.3609003394425e-07,2.48662871262515,23.2469034148988,1.42479671300002e-06,0.000320424107783193
"Ccl6",2.35836621922403e-07,2.48540263294333,23.197025128539,1.46223353110675e-06,0.000320424107783193
"Cab39l",2.35009799785571e-07,2.48139472444262,23.034656855355,1.59107199596174e-06,0.000337409912950081
"Rab7b",2.34638955604175e-07,2.47959336038071,22.962017087596,1.65234045506121e-06,0.000339452692236637
"Crip1",2.32404975860488e-07,2.46869234274104,22.5268592937265,2.07225777156332e-06,0.000412818866371433
"Il4i1",2.31070004230405e-07,2.46213719040301,22.268806756841,2.37025859012264e-06,0.000458296469749007
"Ank",2.28676804223293e-07,2.4503078555544,21.8099178908755,3.01039987175166e-06,0.000565439107339868
"P2ry12",2.27806614568798e-07,2.44598149393642,21.6442460398092,3.28193033793825e-06,0.000594012332957353
"Selplg",2.27619715170223e-07,2.44505051496804,21.6087454277341,3.34323947663858e-06,0.000594012332957353
"Aplp2",2.25320034109467e-07,2.43354391921867,21.1743173906888,4.19346426225492e-06,0.000725469317370101
"Pla2g16",2.20695489863124e-07,2.41011088326169,20.3140593987196,6.57159217281882e-06,0.00110773453702848
"Fxyd5",2.1582990992584e-07,2.38501890954977,19.4282221607371,1.04452079465658e-05,0.00171666992601809
"Ttr",2.14638922550603e-07,2.37880654140439,19.2143970664088,1.16828962054296e-05,0.00187325267449985
"Tmem119",2.13115844001292e-07,2.37082072548202,18.9426737157318,1.34705561607564e-05,0.00210846276668601
"Serinc3",2.10515611628394e-07,2.35707865651012,18.4832534348797,1.71403790754661e-05,0.00262048493121196
"Vsir",2.10207085458179e-07,2.35543891611003,18.4291159903023,1.76342825456267e-05,0.00263472212397613
"Prdx1",2.09886067663445e-07,2.35373069509945,18.3728709137458,1.81625635287482e-05,0.00265334872528867
"Cfap36",2.09450434673819e-07,2.35140915567007,18.2966817457432,1.89036156487619e-05,0.00270157324510784
