"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Slain2",2.06574637256327e-06,-0.0687573350002141,0.339,0.452,0.113411541600096
"Vamp8",2.06639474174944e-06,0.151861137770675,0.71,0.729,0.113447137716786
"Anapc11",2.07598153443022e-06,-0.0621260596906936,0.53,0.64,0.113973462221754
"Tprn",2.07880633992204e-06,0.044996537131385,0.249,0.328,0.11412854686806
"Rrm2",2.08956780515265e-06,-0.135884321028019,0.308,0.419,0.114719362070686
"Ints6",2.10542284690777e-06,-0.0289058125755656,0.295,0.398,0.115589819718084
"Alkbh5",2.12441490502257e-06,0.0139797193241276,0.525,0.63,0.116632502700644
"Rnf213",2.130817523606e-06,-0.0523889257124784,0.189,0.284,0.116984012863493
"Wdr4",2.13881070274502e-06,-0.0584393250835859,0.223,0.325,0.117422846391404
"Tmod3",2.14456613360086e-06,-0.0788114488338023,0.477,0.593,0.117738825300821
"Lypla1",2.15402493459537e-06,-0.0690908035783471,0.53,0.642,0.118258122934221
"Smc5",2.1769782245407e-06,-0.0474905527456199,0.222,0.32,0.119518281505509
"Ppp5c",2.18331532956218e-06,0.0281909190404307,0.573,0.662,0.119866194908293
"Supt16",2.19135019728862e-06,-0.0897905936789595,0.587,0.698,0.120307317181342
"Arhgef1",2.20033780794578e-06,0.145534085271065,0.338,0.328,0.120800745994031
"Mrpl37",2.20720164194184e-06,-0.0400000500853558,0.438,0.546,0.121177577344249
"Actr2",2.21049592581487e-06,0.0267881748126614,0.584,0.677,0.121358436823162
"Nhp2",2.25835898946752e-06,-0.137655451740654,0.712,0.779,0.123986166880756
"Thoc2",2.26298945017105e-06,-0.037707832806511,0.546,0.653,0.124240383803841
"Aasdhppt",2.26347624890647e-06,0.0254644837135046,0.395,0.467,0.124267109541214
"Crb3",2.26634601930758e-06,-0.0209428480512015,0.501,0.607,0.124424662806006
"Isyna1",2.28007319204755e-06,0.0575795622232858,0.676,0.73,0.125178298316603
"Ppp6c",2.28551238978999e-06,0.0210291508354128,0.467,0.538,0.12547691571186
"Wbp4",2.28863439683017e-06,-0.0565252392044009,0.382,0.495,0.125648317020373
"Plek2",2.28963199274988e-06,-0.0155471731721813,0.385,0.488,0.125703086033961
"Snx6",2.29048383326853e-06,-0.101886815962308,0.51,0.625,0.125749852930275
"Slc1a4",2.29715293701199e-06,-0.0378602626609914,0.176,0.264,0.126115993394895
"Reep6",2.30534031866658e-06,-0.00948442702286725,0.182,0.258,0.126565488835114
"Ago2",2.30694723674996e-06,-0.0456948322228552,0.499,0.61,0.126653710244809
"Mrps9",2.31530570282871e-06,-0.0307675221959982,0.533,0.641,0.127112598390999
"Safb2",2.32199619806811e-06,-0.0147858375790094,0.486,0.588,0.127479913270137
"Elf1",2.32228223697022e-06,-0.0428968516852137,0.586,0.688,0.127495617091902
"Ets2",2.35834525047128e-06,-0.0639014395361194,0.572,0.683,0.129475512596124
"Gclm",2.36536614848493e-06,-0.141467518339562,0.693,0.782,0.129860966917971
"Tma7",2.37092959108063e-06,-0.0889509704617739,0.784,0.862,0.130166405479918
"Bola3",2.37827359944068e-06,-0.11760331632751,0.537,0.65,0.130569598882893
"Tmem63b",2.37994189630843e-06,-0.074012765591535,0.439,0.553,0.130661190049229
"Bcl11b",2.42675806534241e-06,-0.0940799734470699,0.353,0.467,0.133231444545364
"Epb41l4b",2.4297914330308e-06,0.00311724924126644,0.515,0.612,0.133397979464824
"Mrto4",2.44761819103565e-06,-0.0938465485186181,0.492,0.608,0.134376686306048
"Cand1",2.46610330964201e-06,-0.0361397005939331,0.339,0.445,0.135391537802656
"Grhpr",2.46917325933095e-06,-0.110110332427655,0.427,0.542,0.135560081110529
"Pstk",2.48108462148006e-06,0.0136868750028389,0.366,0.438,0.136214026803877
"Galnt12",2.48774600688048e-06,-0.0212487505158316,0.4,0.509,0.136579743523745
"Got2",2.49025797548769e-06,0.00503167817482875,0.513,0.61,0.13671765311225
"Hs6st1",2.5018451638788e-06,-0.0746607599862026,0.212,0.314,0.13735380134211
"Mrpl54",2.50233460649768e-06,-0.124650938903063,0.663,0.759,0.137380672231329
"Pi4k2b",2.5026971722186e-06,-0.111612639060562,0.499,0.605,0.137400577451974
"Sec61g",2.50674687071902e-06,0.0578850906611581,0.803,0.848,0.137622909949345
"Tsg101",2.50747077494834e-06,-0.0223464496419502,0.498,0.603,0.137662653015439
"Taok1",2.5426816073818e-06,-0.0413753005117778,0.418,0.525,0.139595762926868
"Eif4g1",2.55465140139632e-06,-0.09044549598616,0.73,0.821,0.140252916588059
"Utp3",2.56165421855818e-06,-0.0601996557963418,0.525,0.637,0.140637378253062
"Papd5",2.57770579678955e-06,-0.00689585041074353,0.183,0.258,0.141518625949543
"Rsrp1",2.578012955487e-06,-0.0577764557682801,0.77,0.853,0.141535489269192
"Numb",2.57833793408226e-06,-0.0170177824910129,0.155,0.238,0.14155333091905
"Slc30a7",2.59023171466776e-06,-0.00891079361571945,0.307,0.391,0.142206311366975
"Srm",2.59601955254856e-06,-0.0837792876790539,0.416,0.532,0.142524069454468
"Srsf10",2.60565627053826e-06,-0.078438277479159,0.595,0.705,0.143053134908821
"Cox15",2.60569976203726e-06,-0.0442594649355952,0.112,0.191,0.143055522635607
"Ptov1",2.61263103129194e-06,0.0709339430319904,0.577,0.623,0.143436056248959
"Atad1",2.6333054528634e-06,0.0626601321158094,0.482,0.537,0.144571102667654
"Eif4e",2.63600579011423e-06,-0.0750634937600797,0.563,0.674,0.144719353883061
"Cisd1",2.6517555429204e-06,-0.0220857197375758,0.652,0.755,0.145584031061873
"Mat2a",2.66413407734577e-06,-0.139090504054848,0.789,0.852,0.14626362498036
"Bms1",2.66428177480768e-06,-0.0355466542563548,0.27,0.376,0.146271733718716
"Myh14",2.66862767845927e-06,0.0939888518420074,0.477,0.567,0.146510328175093
"Gabpb2",2.67083595448049e-06,-0.0826442461734528,0.378,0.491,0.146631564736934
"Dapk2",2.70019178899517e-06,0.00616790560500668,0.523,0.617,0.148243229407624
"Dgkz",2.71959287682803e-06,-0.079186900487501,0.487,0.602,0.149308368530736
"Fgfr2",2.72349223628167e-06,-0.0804517144686952,0.172,0.267,0.1495224472641
"Arf4",2.72490800905901e-06,0.077183938150293,0.776,0.806,0.149600174605349
"Pof1b",2.73885334038566e-06,-0.0215966467004673,0.322,0.428,0.150365787240513
"Rabac1",2.76199698987001e-06,0.0689117248379655,0.612,0.667,0.151636396740853
"Ppil1",2.76862315406271e-06,-0.0192845605353271,0.485,0.585,0.152000179781197
"Mrpl47",2.77403003551684e-06,-0.0646938247093656,0.312,0.419,0.15229702297991
"Ahctf1",2.77900273128357e-06,-0.0178263056065702,0.306,0.411,0.152570028950199
"Pcf11",2.7797512003562e-06,-0.00296650942396931,0.308,0.397,0.152611120650756
"Nt5c2",2.78568591442873e-06,-0.0271598876975361,0.183,0.272,0.152936942388052
"Mrgbp",2.79360068536769e-06,0.00164629963141261,0.219,0.292,0.153371471227372
"Slc20a1",2.79425848806955e-06,0.0257232447820953,0.219,0.308,0.153407585253507
"Dis3l",2.799769597921e-06,-0.000920329324251873,0.12,0.181,0.153710150695461
"Ptprk",2.80998849601119e-06,-0.00782389937181505,0.569,0.663,0.15427117841951
"Mrpl10",2.82158454145853e-06,-0.0693032955853274,0.358,0.472,0.154907812910615
"Atp6v0a2",2.83888537691189e-06,-0.0632594807303291,0.349,0.46,0.15585764607784
"Crbn",2.84957050591677e-06,0.0894309888595785,0.221,0.236,0.156444270345337
"Abcb8",2.84963985655805e-06,0.0266429794381043,0.272,0.358,0.156448077764894
"Jmjd6",2.85156191207076e-06,-0.0443325788411315,0.301,0.406,0.156553600534597
"Cdc5l",2.8783550534216e-06,-0.0746362388074624,0.526,0.638,0.158024570787899
"Flii",2.88755893217765e-06,-0.0785772376688297,0.428,0.543,0.158529872935485
"Mrpl50",2.88888346068623e-06,-0.0687990476414914,0.543,0.656,0.158602590875135
"Smad7",2.91643671000136e-06,0.0589031197110599,0.38,0.446,0.160115291815785
"Rps27a",2.92183840175259e-06,-0.0527162415609013,0.969,0.996,0.160411850094619
"0610037L13Rik",2.93884947122734e-06,-0.0346019327649835,0.304,0.402,0.161345774819852
"Dynlt1f",2.98117930544581e-06,-0.0135744062103961,0.403,0.499,0.163669725048281
"Mogs",2.98162418635824e-06,-0.0863922150558823,0.464,0.579,0.163694149455254
"Gstt3",3.017078966666e-06,0.060983695598713,0.387,0.42,0.16564065234893
"Sqle",3.02394663649932e-06,-0.0733923222348177,0.472,0.586,0.166017694290449
"Prpf40a",3.03278417297728e-06,-0.137622081726417,0.742,0.818,0.166502883880625
"Tk1",3.06978102745629e-06,0.0165083857592556,0.397,0.48,0.168534048188378
"Mtx1",3.08030570633327e-06,-0.00663743264156824,0.497,0.579,0.169111863583403
"Ces2c",3.08270893274179e-06,0.250747491776632,0.132,0.163,0.169243803116457
"Phf5a",3.10652704786745e-06,-0.094561692831195,0.66,0.763,0.170551441454971
"Ube2r2",3.12260223076965e-06,0.0775683674516632,0.639,0.704,0.171433985071484
"Nars",3.12516322580447e-06,-0.117803906026414,0.624,0.729,0.171574586259891
"Eno1",3.12852737422184e-06,-0.0875163324050423,0.636,0.742,0.171759281372153
"Yipf3",3.13871985475355e-06,0.0942778872405317,0.527,0.566,0.172318858745824
"Dcaf7",3.15872784637732e-06,-0.0311910570192531,0.307,0.405,0.173417317493961
"1190007I07Rik",3.1590110330144e-06,-0.0659444413191493,0.42,0.532,0.173432864723524
"Brd4",3.18992371382068e-06,-0.0272058014768988,0.537,0.641,0.175130001812469
"Ppp1r11",3.19913123094726e-06,-0.0488184310077594,0.531,0.638,0.175635503710236
"Drg1",3.20024877012979e-06,0.00544556370891042,0.505,0.58,0.175696857728896
"Lsm12",3.21232244460086e-06,-0.0432518455757943,0.599,0.707,0.176359714531032
"Sema6d",3.22377957752287e-06,-0.0106208631834614,0.163,0.243,0.176988722585583
"Odc1",3.23253780001405e-06,-0.126372061651938,0.691,0.774,0.177469557758571
"Rel",3.24242904617992e-06,-0.0445292256717023,0.062,0.129,0.178012597064324
"Snu13",3.24272948172046e-06,-0.094874487828448,0.755,0.841,0.178029091275935
"Ncln",3.25672063008419e-06,-0.0822061610137301,0.415,0.527,0.178797219312252
"Npm3",3.30572580064365e-06,-0.122743686216067,0.693,0.782,0.181487652181137
"Alkbh7",3.31230066587458e-06,0.0136974813285184,0.373,0.449,0.18184861885718
"Denr",3.31232967926483e-06,-0.0429916755927878,0.611,0.712,0.181850211721319
"Rpl9",3.3141990491746e-06,0.0586044193256661,0.982,0.996,0.181952841998734
"Ppih",3.34065273420509e-06,-0.0416281565128985,0.477,0.574,0.183405175760594
"Patl1",3.34600692390972e-06,-0.03114731423031,0.11,0.188,0.183699126129568
"Pnp",3.35146568062461e-06,-0.118359390185422,0.627,0.733,0.183998817331972
"Asph",3.36870469705411e-06,-0.0804373718416889,0.329,0.439,0.184945256572968
"Dctn2",3.39371992724945e-06,0.0446942229523518,0.641,0.707,0.186318617725922
"Tipin",3.39684867399684e-06,-0.0293275400358752,0.368,0.468,0.186490389051101
"Irf2bp2",3.42157123768767e-06,-0.00448888919778834,0.729,0.811,0.187847682520291
"Abhd11",3.44167766573938e-06,-0.0591977674306488,0.573,0.68,0.188951545526758
"Tcf4",3.44946553807008e-06,0.122838225363466,0.46,0.441,0.189379107505585
"Clptm1",3.45025092806227e-06,0.0392631288085528,0.563,0.646,0.189422226201547
"Tmed1",3.45106630768743e-06,-0.0497411355102762,0.294,0.395,0.189466991358348
"Slc6a4",3.4624040453459e-06,0.0799060584202495,0.123,0.068,0.190089444493535
"Ttc39b",3.51872829447064e-06,-0.0540021965135491,0.286,0.393,0.193181702094733
"Aldh16a1",3.55118276666356e-06,-0.040535000477223,0.365,0.471,0.194963485072596
