"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Tmem205",0.425770227212826,0.0569941457386884,0.5,0.529,1
"Hsd17b12",0.425997502529378,-0.120748249140131,0.426,0.518,1
"Nup88",0.425999282260456,0.165045598704227,0.246,0.212,1
"Ccpg1",0.426178454552288,-0.124148044122912,0.131,0.176,1
"Alg2",0.426355824406028,-0.0448117330818591,0.066,0.118,1
"Gm4065",0.426473746325693,0.139880771860153,0.09,0.106,1
"Rflna",0.426538114964724,0.168703260784632,0.311,0.282,1
"Smyd2",0.426685678015404,0.191487518326593,0.295,0.235,1
"Tet1",0.426837737600269,-0.0776122256474151,0.057,0.106,1
"Mief2",0.426876208384028,-0.0554913113609375,0.074,0.118,1
"Fzr1",0.427047417232351,-0.0822852584255676,0.164,0.235,1
"Scand1",0.427148161987534,-0.0442990139226518,0.795,0.859,1
"Rrp7a",0.427276686894275,-0.0976127865317811,0.361,0.447,1
"Prcp",0.427377334491399,-0.110230143954659,0.344,0.388,1
"Calm3",0.427387758479473,-0.00820779578132225,0.713,0.788,1
"Fra10ac1",0.427468964468717,0.132511254539565,0.254,0.247,1
"Tgif1",0.427661207501883,0.080925012981729,0.23,0.224,1
"Tmem39a",0.427676985346285,-0.0881630078599892,0.082,0.106,1
"Ssb",0.4276782725452,-0.020709265832434,0.615,0.694,1
"Brd9",0.42808024929358,0.158894862112852,0.254,0.188,1
"Rfc1",0.428181710408709,0.186248508859936,0.369,0.341,1
"Zxdc",0.42825625907679,-0.0871059061014121,0.148,0.188,1
"Fam120b",0.42848396701951,-0.144028625052614,0.279,0.341,1
"Kif5b",0.428859386526853,-0.0423889198876664,0.828,0.882,1
"D10Jhu81e",0.429308549055008,-0.0217201062673353,0.238,0.306,1
"Sac3d1",0.429375851332894,0.0974250944692133,0.164,0.106,1
"Mon1a",0.429516518277967,-0.0510327387353306,0.098,0.153,1
"Smim26",0.429577410685423,-0.0679005200315738,0.205,0.282,1
"Ndst1",0.42992894496068,-0.0139635672696471,0.148,0.2,1
"Ndufaf3",0.429978694597983,-0.0865944638819239,0.426,0.518,1
"Ip6k1",0.430290645167077,0.0296941674457739,0.18,0.212,1
"Eno1",0.430363510021835,0.0846003156488067,0.516,0.506,1
"Slc2a13",0.430718242717409,-0.0435024081966468,0.066,0.118,1
"Rdh10",0.430754830853124,0.0270553593948037,0.107,0.059,1
"Rabl6",0.430758751976715,-0.0859126943421259,0.361,0.447,1
"Eps8",0.430903557346305,-0.053635440885605,0.205,0.282,1
"Mkl1",0.431043695274529,0.159464176709194,0.131,0.082,1
"Cpne8",0.431045122936857,0.0511524674188894,0.123,0.094,1
"Cep83",0.431166274978823,-0.0967454406255482,0.18,0.176,1
"Nudcd1",0.431183574535277,0.075978306384003,0.164,0.141,1
"Nfu1",0.431250910760948,0.12524737641175,0.443,0.353,1
"Cep97",0.431380379293466,-0.0666792210316839,0.057,0.106,1
"Lrrc47",0.431442507663481,-0.0117959530653191,0.18,0.141,1
"Ndfip1",0.431486905319663,-0.0736986247891928,0.213,0.282,1
"Foxk2",0.431628589721959,-0.0834786615495322,0.098,0.129,1
"Asf1a",0.431667705439615,-0.0998126122991281,0.262,0.341,1
"Ccdc32",0.431694947321031,0.0415625078632413,0.295,0.224,1
"Sephs1",0.432076336373114,0.219126737787369,0.189,0.129,1
"Ppp1r37",0.432171166780722,0.083486503051132,0.352,0.271,1
"Zfp281",0.432189152061147,0.114649882508616,0.115,0.094,1
"Actg1",0.432228455701487,-0.0333819129409965,0.959,0.988,1
"Adnp2",0.432282811474972,-0.000355866167530472,0.066,0.118,1
"Rnaset2b",0.43253043179334,-0.00774961542971653,0.352,0.424,1
"Ppox",0.433046775422438,0.0632607516017647,0.148,0.153,1
"Gosr2",0.433420244286156,0.0256766744216879,0.197,0.141,1
"Zscan21",0.433474955782447,-0.0471329432610702,0.164,0.235,1
"Slc30a6",0.43355589043733,-0.114022676613059,0.107,0.141,1
"Pccb",0.433600136547842,0.0560958521458912,0.221,0.282,1
"Zfp760",0.4336750257381,-0.0567523405936598,0.057,0.106,1
"Ndufb4",0.433786508093577,0.0147984404512301,0.525,0.541,1
"Ssh1",0.433928184110382,-0.107428065159136,0.107,0.165,1
"Nfx1",0.434008407353165,0.0322161987127332,0.172,0.118,1
"St7l",0.434035104988177,0.00850987766517147,0.205,0.259,1
"Bach1",0.43407117220511,0.0700583846147924,0.238,0.165,1
"Eif2b5",0.434090096266469,0.0970414505793987,0.254,0.282,1
"Mut",0.434092581911121,-0.0707844550348908,0.238,0.318,1
"Prpsap2",0.43426905456077,-0.0613596424051361,0.164,0.176,1
"Eef1akmt2",0.434276434975698,-0.106795016161676,0.139,0.2,1
"Tcea3",0.434408299889084,0.114935414267214,0.238,0.188,1
"Hmox2",0.434783399443188,0.0397702245277458,0.361,0.4,1
"Timm9",0.435027542734628,0.187842301933162,0.311,0.271,1
"Ly6g6d",0.435136126493091,0.204531626523899,0.443,0.459,1
"Brwd3",0.435201070946159,0.0319268568488788,0.164,0.2,1
"Pno1",0.435226306791589,-0.027630250543399,0.189,0.259,1
"Selenos",0.435432999629098,-0.0458954237892518,0.508,0.588,1
"Klf9",0.435452595659763,-0.0220713118066064,0.336,0.424,1
"Rreb1",0.435476165697998,-0.107833815975342,0.32,0.4,1
"Ptpn2",0.43561615950557,0.0979101367664265,0.287,0.247,1
"Rnpc3",0.435738913178109,0.00341271953841046,0.148,0.212,1
"Creg1",0.435935337224977,0.0960099813842959,0.27,0.235,1
"Dcaf11",0.436319291323525,0.0298355467613423,0.459,0.541,1
"Ddi2",0.436426669900782,0.019274747196551,0.262,0.318,1
"Hyi",0.436594904097134,0.0784476642577644,0.262,0.188,1
"Ppfibp1",0.436677696173084,0.0370400891115858,0.098,0.153,1
"Uck1",0.436859868260464,-0.0667169765217551,0.131,0.165,1
"Ikzf5",0.437195552440593,-0.053091166107215,0.139,0.176,1
"Gnptg",0.437222474024211,0.117740984609781,0.238,0.165,1
"Vma21",0.437334834231866,-0.00401346246024725,0.287,0.235,1
"Rnf166",0.43743233184865,0.0826886361290862,0.148,0.2,1
"Ccdc90b",0.4375211971768,-0.0867534537977083,0.123,0.188,1
"Ppil1",0.437537448821266,-0.0152837677780345,0.246,0.318,1
"Exosc1",0.437881669956866,-0.0508869564712918,0.123,0.188,1
"Hsd17b7",0.438132298998488,0.0549147911020262,0.123,0.071,1
"Prrc2c",0.438321683905413,-0.0881816739331576,0.705,0.776,1
"Ppp1r21",0.438377158077305,0.0221677904812603,0.131,0.082,1
"Vamp4",0.438426025690608,-0.0920495436472291,0.148,0.212,1
"Cd47",0.438581663851131,-0.0335064002551255,0.623,0.694,1
"Relch",0.439192723178983,-0.09614980088915,0.156,0.176,1
"Rnf115",0.439261031133694,-0.0626692111541626,0.262,0.271,1
