"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Lmtk2",2.76499851563571e-15,-0.0122330829892749,0.114,0.166,1.51801183506916e-10
"Dnmt1",2.77828455091248e-15,-0.00799493039319138,0.185,0.238,1.52530600129646e-10
"Dhx8",2.78424890267026e-15,-0.0209179758647654,0.134,0.195,1.528580490055e-10
"Tmem68",2.87121440663626e-15,0.00471709925045088,0.156,0.191,1.57632542138737e-10
"Trmt10b",2.90285654673904e-15,-0.00938152933482023,0.131,0.178,1.5936972727252e-10
"mt-Nd4l",2.90332864552173e-15,-0.0153942824166673,0.439,0.521,1.59395645967789e-10
"Stradb",2.94686224908361e-15,-0.00968562694514821,0.158,0.21,1.61785684336939e-10
"Glt1d1",2.95815888598184e-15,-0.0288918565033535,0.141,0.202,1.62405880999289e-10
"Cideb",2.96580020960663e-15,-0.0207617412669648,0.097,0.15,1.62825397307614e-10
"Creb3l1",2.99705394445932e-15,-0.00113831648427731,0.925,0.966,1.64541258604761e-10
"Rpl28",3.00105790717793e-15,0.0550190421974328,0.995,0.997,1.64761080161975e-10
"Wdfy2",3.07140233544589e-15,-0.0217846587590739,0.061,0.108,1.68623059618315e-10
"Abtb1",3.11358863847214e-15,-0.00996389273194162,0.199,0.257,1.70939129840759e-10
"Slc4a4",3.11615642076831e-15,0.0154647477309546,0.216,0.256,1.71080103656601e-10
"Ldb1",3.15762523873921e-15,-0.0118625343073085,0.185,0.244,1.73356783232021e-10
"Engase",3.20411771205262e-15,0.0113044221274517,0.192,0.224,1.75909266509401e-10
"Dclre1a",3.21030334805895e-15,0.00533697516974392,0.106,0.143,1.76248864111785e-10
"Nudt16",3.21931944127604e-15,0.0142934549188554,0.206,0.245,1.76743856645496e-10
"Sept11",3.22403960705011e-15,-0.0101562402117063,0.15,0.201,1.77002998466658e-10
"Hibch",3.28830042098412e-15,-0.0154573077434199,0.232,0.293,1.80530981412449e-10
"Pgap1",3.28911507077865e-15,0.0188757939838385,0.218,0.26,1.80575706500818e-10
"Appl1",3.29768671572082e-15,-0.00801346805199077,0.184,0.236,1.81046298379789e-10
"Chml",3.35282250431379e-15,-0.0288238802318073,0.108,0.167,1.84073308309332e-10
"Golga4",3.36084408313321e-15,0.0156119988910663,0.86,0.913,1.84513701008096e-10
"Id2",3.36971898202122e-15,0.0116920519461556,0.282,0.336,1.85000941831947e-10
"Slc25a37",3.39565145319595e-15,0.00617909319056018,0.173,0.211,1.86424660431911e-10
"Glce",3.40837371303798e-15,0.0159924784681133,0.196,0.232,1.87123125219498e-10
"Itgb5",3.43326211093866e-15,0.013551367401229,0.092,0.116,1.88489523152643e-10
"Dffa",3.44475345426385e-15,-0.0218362225857024,0.112,0.168,1.89120409392539e-10
"Vat1",3.45437135337813e-15,0.000988320002161008,0.207,0.255,1.89648441671813e-10
"Gzf1",3.49800725976194e-15,-0.0150357638641562,0.148,0.199,1.9204409656819e-10
"Wdr45",3.50443018595677e-15,-0.00109593073642991,0.192,0.243,1.92396721639212e-10
"Dhx38",3.54949252934504e-15,-0.00420003324684964,0.151,0.197,1.94870689353572e-10
"Parp16",3.55804032043134e-15,0.00960330118883765,0.111,0.139,1.95339971632001e-10
"Hnrnpk",3.57663830052202e-15,0.00653850169370185,0.897,0.943,1.96361019336959e-10
"Fpgs",3.63774491646785e-15,0.00327468127820951,0.218,0.271,1.99715833659002e-10
"Tmem218",3.64189099972107e-15,0.0260041464280026,0.3,0.331,1.99943457775687e-10
"Senp7",3.67066693488909e-15,-0.0158513362442567,0.122,0.172,2.01523285392346e-10
"Rnf34",3.71633162095887e-15,-0.00778907027058912,0.17,0.222,2.04030322322263e-10
"Ldha",3.71867510619181e-15,0.0234254733842687,0.931,0.966,2.04158982005037e-10
"Zmym4",3.74546978074085e-15,-0.0165708527082728,0.122,0.177,2.05630036432453e-10
"9330162012Rik",3.74899015197453e-15,0.0129836770936034,0.082,0.106,2.05823308333554e-10
"Pigo",3.77893587680009e-15,0.00591795322122632,0.147,0.187,2.07467358572202e-10
"Gpi1",3.8130785229296e-15,0.024151790458786,0.893,0.935,2.09341823987358e-10
