"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Prcc",8.34188378498814e-27,-0.0213084673905351,0.15,0.276,4.57977761679634e-22
"Chd2",8.38624301353507e-27,-0.016704040484476,0.245,0.388,4.60413127686089e-22
"Casp8ap2",8.48226454375651e-27,-0.00382875255188894,0.198,0.327,4.65684805716776e-22
"Slc16a1",8.62658331142082e-27,-0.135757611484328,0.642,0.837,4.73608050380314e-22
"Msh3",8.99833261555574e-27,-0.001507649506581,0.171,0.28,4.94017458926626e-22
"Ppp6r1",9.07157887543845e-27,0.000726474720482123,0.224,0.362,4.98038751840446e-22
"Zfp120",9.14943746507059e-27,-0.0152846504151096,0.101,0.217,5.02313266269841e-22
"Rab28",9.18660692543284e-27,-0.000605953947970195,0.239,0.368,5.04353906813188e-22
"Dkc1",9.37173718541735e-27,0.0313608574419775,0.232,0.337,5.14517743216598e-22
"Gnl2",9.68698269031123e-27,-0.0119648606051694,0.207,0.339,5.31825036680777e-22
"Ndufa8",9.70649339656743e-27,0.0856383834823602,0.881,0.961,5.32896193964949e-22
"Nek9",9.77449007132397e-27,-0.0144556182729093,0.177,0.312,5.36629279405757e-22
"Tmtc4",9.88843852045884e-27,-0.0278759505516546,0.18,0.327,5.42885163211711e-22
"Zfp326",9.90634094805045e-27,-0.0149504553601609,0.318,0.467,5.43868024388918e-22
"Cog3",9.99583421375597e-27,-0.00942848247619302,0.144,0.27,5.48781294169416e-22
"Slc20a1",1.00120060074063e-26,-0.0270961834643388,0.405,0.598,5.49669141812616e-22
"Prmt7",1.03451399287709e-26,0.0600617178356421,0.22,0.299,5.67958527229453e-22
"Ccnd1",1.06596475057574e-26,0.0368724382354518,0.63,0.766,5.85225307713587e-22
"Setx",1.07098427279667e-26,0.00603482474298456,0.235,0.364,5.879810756081e-22
"Dcaf1",1.09883489959314e-26,-0.00184418917760196,0.155,0.276,6.0327134822563e-22
"Ppp2r3d",1.11844009824867e-26,-0.0467749734590647,0.181,0.331,6.14034798339505e-22
"mt-Nd6",1.12726190833527e-26,-0.0344743177034838,0.286,0.449,6.18878060295146e-22
"D10Wsu102e",1.15252879285385e-26,-0.022641834561462,0.188,0.334,6.32749832564694e-22
"Mavs",1.15483623468645e-26,0.0186418968024018,0.174,0.283,6.34016641205209e-22
"Lrrc45",1.17475445831706e-26,-0.0272395650988018,0.175,0.326,6.4495194516065e-22
"Pycard",1.17619472533246e-26,0.174158961564608,0.966,0.992,6.45742666154772e-22
"Nadk2",1.20972372400051e-26,-0.0221077083828475,0.168,0.302,6.6415042171352e-22
"Fam98b",1.21667009063914e-26,0.0133443731992423,0.198,0.303,6.67964046461796e-22
"Fuca1",1.22617759345204e-26,0.1190619645525,0.907,0.974,6.73183760581103e-22
"Parp1",1.2269649560994e-26,0.0171098308981717,0.217,0.337,6.73616030548129e-22
"Zfp507",1.28771793511056e-26,0.00713770421433038,0.144,0.249,7.06970023555046e-22
"Isca1",1.29547726477442e-26,-0.0146731413558731,0.245,0.382,7.11229973133803e-22
"Foxq1",1.3066366605239e-26,-0.0099481768230123,0.386,0.549,7.17356592994224e-22
"Commd10",1.32058990256775e-26,0.0105648954968397,0.2,0.317,7.25017062408723e-22
"Lsm10",1.33114652959649e-26,0.000130168477099041,0.2,0.321,7.30812756213769e-22
"Cacnb3",1.33542036543705e-26,0.0198030059788118,0.179,0.288,7.33159134828594e-22
"Tada1",1.34670908499304e-26,-0.0292773833791772,0.136,0.264,7.39356754752029e-22
"Rfx7",1.36615051635385e-26,0.00402577910769367,0.22,0.341,7.50030294983425e-22
"Aim2",1.37488884789727e-26,0.0385367795085097,0.165,0.242,7.54827726384082e-22
"Bcl2l13",1.43111929380971e-26,-0.0248709878991353,0.139,0.265,7.8569880349447e-22
"Map2k5",1.44163575390696e-26,-0.0278126239010816,0.147,0.284,7.91472445252461e-22
"Fam189a2",1.44365875609852e-26,-0.0216279666020636,0.146,0.274,7.92583093685648e-22
"S100a1",1.45199985772257e-26,0.0566144374678685,0.807,0.917,7.9716244188827e-22
"Swap70",1.46312648558947e-26,-0.0305642938797986,0.12,0.244,8.03271071853473e-22
"Bag3",1.49638020900785e-26,-0.00544387237405583,0.234,0.369,8.215276985474e-22
"Crkl",1.50482751677868e-26,-0.0142957274692999,0.133,0.252,8.26165354986666e-22
"Igsf3",1.52125497298843e-26,-0.0355208351373213,0.143,0.277,8.35184192720379e-22
"Ephb2",1.53386328575556e-26,-0.00997299018729905,0.181,0.306,8.42106282512659e-22
"Ctnnbip1",1.54539388703091e-26,0.0445269501058796,0.261,0.351,8.48436697918842e-22
"Nop14",1.55986168825891e-26,0.0419670209094438,0.264,0.363,8.56379665471023e-22
"Ybx2",1.59196503285467e-26,-0.0418807736436979,0.228,0.384,8.74004722687543e-22
"Rps10-ps2",1.59471159859226e-26,-0.0120318981033461,0.159,0.281,8.75512614743137e-22
"Rmdn1",1.62018384691713e-26,0.0371301564858749,0.234,0.322,8.89497133795974e-22
"Vsp35l",1.63314282053417e-26,-0.019648705976806,0.17,0.306,8.96611739901465e-22
"Mybbp1a",1.65545817818424e-26,0.0413307859327046,0.29,0.403,9.08863094404928e-22
"Sec23a",1.65859105140911e-26,-0.0352167515512327,0.204,0.358,9.10583073134114e-22
"Pkig",1.6838465933586e-26,-0.021705402417265,0.216,0.364,9.24448618219806e-22
