"gene","distance","Z","FC","p.value","p.adj"
"Trem2",0.000149798818516162,2.09781720577889,10980106.7947931,0,0
"Enpp2",3.56875484460289e-07,1.44564133848581,62.3193935453388,2.9203498915884e-15,1.23253367174489e-11
"Chchd10",3.51100980381617e-07,1.44389047507318,60.318963810954,8.06664818519689e-15,2.26968591104157e-11
"Ttr",3.49389339549191e-07,1.44336597094213,59.7322793783156,1.08679331616725e-14,2.29340559544193e-11
"Cdkn1c",3.3825449131133e-07,1.43988996862337,55.9856766813321,7.30009247225615e-14,1.23240161116628e-10
"Hemk1",3.32182590986942e-07,1.43794605094292,53.9937541270093,2.01127939418675e-13,2.82953489438839e-10
"Mt3",3.27166606442094e-07,1.43631324720411,52.3754450887235,4.58420169717726e-13,5.52789236083903e-10
"Apoo",3.24896410922206e-07,1.43556602338703,51.6511048370145,6.62933254072388e-13,6.99477449703129e-10
"Gsn",3.13656232113818e-07,1.4317878811847,48.1390627235877,3.97037433571112e-12,3.72376997419307e-09
"Rdh5",3.04235810751018e-07,1.42851583261932,45.2908480521822,1.69840940076044e-11,1.43362737518189e-08
"Selplg",2.98352528806612e-07,1.42642066219925,43.5561249061042,4.11972758232965e-11,2.91132728313608e-08
"Slc22a17",2.98321509456907e-07,1.42640950658138,43.5470684222159,4.13883750712391e-11,2.91132728313608e-08
"Fuom",2.94574427204931e-07,1.42505333988172,42.459988465429,7.21430442226228e-11,4.6843033560243e-08
"S100a1",2.91204216971725e-07,1.423818785303,41.4939813718592,1.18234375870521e-10,7.12868833373618e-08
"Cab39l",2.84769230403902e-07,1.42142144006744,39.6803881017877,2.99114147966989e-10,1.68321501532624e-07
"Pla2g16",2.82687205776728e-07,1.42063419543574,39.1022811703375,4.02173810233577e-10,2.12171820761352e-07
"Serinc3",2.78971251949982e-07,1.41921464828269,38.0810303929348,6.78667473998366e-10,3.36978361648247e-07
"Acaa2",2.74248200617471e-07,1.41738289035476,36.8025034150222,1.30722284126068e-09,5.96407407327815e-07
"Acad8",2.74054898442359e-07,1.41730725225082,36.7506416575886,1.3424642505898e-09,5.96407407327815e-07
"Dbi",2.63656178927302e-07,1.41315778364943,34.0146256392632,5.46993619028651e-09,2.30858656911042e-06
"P2ry12",2.56910985687938e-07,1.41037793403856,32.2964761191327,1.32353146446842e-08,5.31996623408472e-06
"Lgmn",2.53675192091616e-07,1.40901843105716,31.4880512723277,2.00671313376153e-08,7.69939343730959e-06
"Csf1r",2.52457313241359e-07,1.40850225757768,31.1864326815238,2.34398579914816e-08,8.60242788287377e-06
"Malat1",2.49850872273904e-07,1.40738916849759,30.5458017015856,3.26076726885096e-08,1.14683902151546e-05
"Pld4",2.47760922691089e-07,1.40648824498716,30.0369206693339,4.23898021290554e-08,1.43124927908543e-05
"Sparc",2.44029559637036e-07,1.40486072737867,29.1390011455009,6.73671009517184e-08,2.18709884282098e-05
"Tmem119",2.39725743388907e-07,1.40295239032618,28.1202473312023,1.14006877496789e-07,3.56419278870517e-05
