"gene","distance","Z","FC","p.value","p.adj"
"Trem2",5.2208334797865e-06,2.87401506772801,13468492.5175888,0,0
"Slc36a4",2.09230430277731e-08,1.5921789696106,216.316178893587,5.75372561258694e-49,2.42835989479232e-45
"Mier3",2.06950549184008e-08,1.58991886555642,211.627680932195,6.06398801816296e-48,1.70620409537712e-44
"Crtap",1.71419063023892e-08,1.55122392472281,145.196965567254,1.94491033493004e-33,4.10424703428612e-30
"Gm1673",1.7089495769019e-08,1.55059742480739,144.310457742061,3.03888601358105e-33,5.13024736812753e-30
"Il4i1",1.68104415120876e-08,1.54723038614947,139.636047196049,3.19744089005919e-32,4.49826642549827e-29
"Spp1",1.66772972311717e-08,1.54560496984042,137.432879040366,9.69660517550338e-32,1.16927206123463e-28
"Cxcl14",1.60870713318523e-08,1.53824649907396,127.877248020248,1.19404204008494e-29,1.25986360754462e-26
"Apoc4",1.46521437409327e-08,1.51921839879447,106.081987410707,7.07467800633471e-25,6.63526189460792e-22
"Axl",1.44407230414932e-08,1.5162649789366,103.04268909094,3.28003744563216e-24,2.76867960785811e-21
"Cst7",1.43599463793256e-08,1.51512562905071,101.893139285956,5.85991218122437e-24,4.4966835201559e-21
"Fabp5",1.40967170527626e-08,1.51136971854267,98.1918114237421,3.79757098176917e-23,2.67127472142613e-20
"Apoe",1.39381414305641e-08,1.5090745052274,95.9950944858675,1.15168490866684e-22,7.47797870312059e-20
"Lpl",1.37243539011343e-08,1.50594024075177,93.0728736798724,5.04038551274741e-22,3.03899243665007e-19
"Ctsd",1.34849640013053e-08,1.50237463274049,89.8543049748219,2.56360147458412e-21,1.44262400313097e-18
"Itgax",1.33016542710675e-08,1.49960308074244,87.4280149458876,8.74036755652653e-21,4.61109015904003e-18
"Lrpap1",1.32072954290377e-08,1.49816212517525,86.192026445568,1.6328470518859e-20,8.10756586174642e-18
"Tmsb10",1.22266248746159e-08,1.48257325283168,73.8673437239899,8.35471024586192e-18,3.91789495474002e-15
"Cd22",1.15459374460248e-08,1.47103200979323,65.8715233187999,4.81295590857815e-16,2.13821899075306e-13
"Ccl6",1.13052777203343e-08,1.46679502448725,63.1541330026266,1.91148001705062e-15,8.06740141196215e-13
"Adssl1",1.12799936560245e-08,1.46634487601214,62.8719625687559,2.20590095567736e-15,8.86667141279648e-13
"Ctsb",9.98851208060581e-09,1.44196172340506,49.2993172594935,2.19738957766637e-12,8.43098428412809e-10
"Capg",9.63118348981976e-09,1.43468083417391,45.835146134522,1.28634818206442e-11,4.72089782817643e-09
"Anxa2",9.46966994080676e-09,1.43130453883229,44.3107387683996,2.80175059766391e-11,9.85399033120043e-09
"Mcub",9.44298239003607e-09,1.43074135485703,44.0613364627783,3.18245365714282e-11,1.0745236527977e-08
"Cd9",8.59103244760003e-09,1.41191136508427,36.4695181331653,1.55072473232758e-09,5.03448748676042e-07
"Cd52",8.42769751221568e-09,1.40809779621595,35.0959647632497,3.13850488642003e-09,9.81189620232276e-07
"Cd63",8.02621125143909e-09,1.39841427403577,31.8317473355294,1.68122161159999e-08,5.06828272268412e-06
"Prdx4",7.73939293955677e-09,1.3912079820272,29.5973685421183,5.31770824967892e-08,1.54781983915654e-05
"Pld3",7.30222023215523e-09,1.37971624521292,26.3480913411774,2.85100510575959e-07,8.02177803257224e-05
"Pofut2",7.02984500049671e-09,1.37221837497599,24.4191647715454,7.74939432012164e-07,0.000211008507923054
"Atp1a3",6.15790486103762e-09,1.34619154345114,18.7372243156478,1.50025074251036e-05,0.0039573801617281
"Cotl1",5.70662218332356e-09,1.33129879296651,16.0915376975158,6.03531222695388e-05,0.0154375971235508
"Fcer1g",5.64098621512706e-09,1.329039310945,15.7235057309049,7.33075054211996e-05,0.0181996662723631
"Arpc1b",5.49921540888254e-09,1.32407172113116,14.9431023059725,0.000110802398174912,0.0267223726569838
"Syngr1",5.33235760342034e-09,1.31806545984627,14.0500490353985,0.000178009190780412,0.0417382105382628
"Timp2",5.29350705580088e-09,1.31664115946923,13.84606286191,0.000198412011151861,0.0428209812967577
"Cd68",5.28887367580828e-09,1.31647062718883,13.821834692155,0.000200986890385992,0.0428209812967577
"Rps7",5.28359472836866e-09,1.31627616019428,13.7942566748188,0.000203958775170679,0.0428209812967577
"Rps19",5.26673761467479e-09,1.31565392570496,13.7063769551652,0.000213727538555515,0.0428209812967577
"Rplp0",5.25658086000254e-09,1.31527809503181,13.6535632078883,0.000219823769076949,0.0428209812967577
"Rpl24",5.25575429268777e-09,1.31524747893587,13.6492696558319,0.000220327003829216,0.0428209812967577
"Rpl21",5.2493216568525e-09,1.31500905602416,13.6158788062785,0.000224280475062009,0.0428209812967577
"Rpl35",5.24362558842966e-09,1.3147976999066,13.5863455051669,0.000227836751069201,0.0428209812967577
"Npc2",5.24291535275375e-09,1.31477133075536,13.5826652829161,0.000228283871384208,0.0428209812967577
"Eef1a1",5.21631064947503e-09,1.31378109625589,13.4451670004368,0.000245638155812745,0.0450746015916386
"Ctsz",5.19824197746041e-09,1.31310581270118,13.3521834425388,0.0002581219196254,0.0463575983735745
"Rps24",5.17747544500975e-09,1.31232691875204,13.2457148710911,0.00027320369868234,0.048044008762034
"Pkm",5.15447643255773e-09,1.31146079042259,13.1282979009576,0.000290868903484895,0.0491390316897263
"Rps16",5.14728309097518e-09,1.31118913356953,13.0916810158043,0.000296610059507968,0.0491390316897263
"Sh3bgrl3",5.14046654967553e-09,1.31093137078257,13.0570293782147,0.000302148275504526,0.0491390316897263
"Rpl18",5.13759911480805e-09,1.31082284286622,13.0424665993013,0.00030450678490802,0.0491390316897263
"Tyrobp",5.13274592523058e-09,1.31063902496117,13.0178373260565,0.00030853793147204,0.0491390316897263
"Rps18",5.11953297466405e-09,1.31013773034864,12.95090136109,0.000319767496573183,0.0499843970106341
"Rpl3",5.0702788810186e-09,1.3082580622868,12.7029035752165,0.000365088251553738,0.0560310896611838
"Gapdh",5.06298449305909e-09,1.30797820294215,12.6663796457878,0.00037228971284883,0.0561160261813746
"Rps6",5.01972854920629e-09,1.30631064939956,12.4508720874567,0.000417796700725552,0.0618705605407787
"Rps5",5.00537108782579e-09,1.30575411308203,12.3797498090495,0.000434015302974451,0.0620915749496065
"mt-Co1",5.00303879348744e-09,1.30566356231517,12.368215601885,0.000436704778321979,0.0620915749496065
"Rps27a",4.99903588914395e-09,1.30550805621509,12.3484320342809,0.000441357007105365,0.0620915749496065
"Rpl10",4.9910110624846e-09,1.30519594560118,12.3088185999265,0.000450823228405921,0.0622778763798666
"Rpl6",4.97780199944037e-09,1.30468115540358,12.2437525006546,0.000466818531122803,0.0622778763798666
"Rpl23a",4.97750142427167e-09,1.30466942601681,12.2422739135739,0.000467188594652528,0.0622778763798666
"Rps28",4.97345809881437e-09,1.30451157677403,12.2223926965419,0.000472193352483291,0.0622778763798666
"Rpl14",4.95540148117352e-09,1.30380515247947,12.1338046598614,0.000495159963830387,0.0636043032803068
"Rpl37a",4.9537431091118e-09,1.30374014884123,12.1256846333985,0.000497320698554703,0.0636043032803068
"Rpl13a",4.93849232769159e-09,1.30314138075405,12.0511383755514,0.000517607608652148,0.0652108332034744
"Hexa",4.90949492912474e-09,1.30199799822234,11.9100322646189,0.000558324331190223,0.069306112934951
"Rps23",4.87732435066174e-09,1.30072190082749,11.7544572876591,0.000606977067715161,0.0735582997479556
"Rps14",4.87304554365024e-09,1.30055156792024,11.7338422991622,0.000613737507338063,0.0735582997479556
"Grn",4.86991825551845e-09,1.30042698460788,11.7187866913909,0.000618722815081726,0.0735582997479556
"Rps3",4.85587113276882e-09,1.2998664355359,11.65127926608,0.000641583990991727,0.0752168120550163
"Rpl35a",4.84619829652421e-09,1.29947953810551,11.6049070853219,0.00065778032039013,0.0760592285536039
"Rpl13",4.8232555230187e-09,1.29855889881022,11.4952877491594,0.000697728557400586,0.0793608376014773
"Ctsh",4.81495035688358e-09,1.29822459764124,11.4557343483845,0.000712737178278928,0.0793608376014773
"B2m",4.81396425336385e-09,1.29818486812892,11.4510425520597,0.000714538995108669,0.0793608376014773
"Rpl34",4.6869771949887e-09,1.29300234985655,10.8548790134197,0.000985358001816383,0.107074492041404
"Rpl27a",4.68532665659505e-09,1.29293410748042,10.8472351785305,0.000989433761311394,0.107074492041404
"Ybx1",4.67702570114461e-09,1.29259055058035,10.8088333086675,0.00101016942500295,0.107202807487933
"Rplp1",4.67471212467796e-09,1.29249469303611,10.7981423786313,0.00101601997382237,0.107202807487933
"Rpl37",4.66742431649023e-09,1.2921924426878,10.7645003290995,0.00103465493672092,0.107483901863022
"Rpl18a",4.66133994796815e-09,1.29193975662088,10.736453812066,0.00105045442464369,0.107483901863022
"Cyba",4.65888786471401e-09,1.291837831362,10.7251610274325,0.00105688471207568,0.107483901863022
"Rpl11",4.65134966240292e-09,1.29152417025902,10.6904819243717,0.0010768814921535,0.108213769943663
"Rpl10a",4.63199306087713e-09,1.29071651496572,10.6016901366161,0.00112984332203431,0.111607423371822
"Itgb2",4.62940747154842e-09,1.29060838640781,10.5898576636788,0.00113709731192711,0.111607423371822
"Rpl39",4.61161530452104e-09,1.28986275084816,10.5086142442513,0.00118819327633033,0.115282062592003
"Lamp1",4.59385312577938e-09,1.28911561811169,10.4278198116348,0.00124131188337474,0.119067200085979
"Tmed3",4.54659940266117e-09,1.2871144228451,10.2143959193101,0.00139348629021355,0.128931367199893
"Rps29",4.54415561453597e-09,1.2870103873437,10.203418435358,0.00140180561137245,0.128931367199893
"Gng5",4.53950919204728e-09,1.28681243468234,10.1825630075404,0.0014177497460052,0.128931367199893
"Rplp2",4.53885116424297e-09,1.28678438487547,10.1796111800792,0.00142002122661688,0.128931367199893
"Rpl41",4.53438801681403e-09,1.28659403103163,10.1596013731212,0.0014355165687801,0.128931367199893
"Abhd12",4.53430812756688e-09,1.28659062210952,10.1592433818103,0.00143579534614264,0.128931367199893
"Gm10076",4.52161748450595e-09,1.28604837290976,10.1024554853143,0.00148071897285733,0.13156577736725
"P2ry12",4.5012557456256e-09,1.28517529739746,10.0116736359373,0.00155551102567909,0.136771547580804
"Rpl30",4.47848314046897e-09,1.28419435502805,9.91062842589853,0.00164326997803583,0.141566168138161
"Anxa3",4.47326148479495e-09,1.28396875601545,9.88753144470075,0.00166402451028287,0.141566168138161
"Apoo",4.47135865338522e-09,1.28388648241921,9.87912133773223,0.00167164746524311,0.141566168138161
"Fau",4.4699961436318e-09,1.28382755034964,9.87310153507324,0.00167712555548111,0.141566168138161
"Lamtor4",4.45683328518898e-09,1.28325733489739,9.81504023531696,0.00173090489223831,0.144659091043402
"Tmsb4x",4.44710037294948e-09,1.28283466640346,9.77221852301878,0.00177168542667575,0.146615653789902
"mt-Co3",4.42245094905599e-09,1.28176024574195,9.66418768852816,0.0018789482335423,0.15398254407117
"Enpp2",4.41719285200983e-09,1.28153031322686,9.64122077321448,0.00190258745130345,0.154420583427427
"Chchd10",4.38190310287779e-09,1.27998030049737,9.48778524554695,0.00206844361417666,0.166106140547754
"Lamp2",4.37833726459379e-09,1.27982301546327,9.4723498781014,0.00208592002109489,0.166106140547754
"Rps9",4.36601284882031e-09,1.2792784530264,9.41909821380808,0.0021473709829814,0.169401481003234
"Ctsl",4.3593809171756e-09,1.2789848070409,9.39050490708942,0.00218112127467106,0.17047078406943
"Ttr",4.35520748988917e-09,1.27879979825185,9.37253362597473,0.00220260864722309,0.170570821937707
"Rps4x",4.3390909050817e-09,1.27808374925544,9.30329525111866,0.00228742053071012,0.17287315505631
"Hemk1",4.33796737954076e-09,1.2780337368212,9.29847805008699,0.00229344308768582,0.17287315505631
"Cdkn1c",4.3379046871781e-09,1.278030945778,9.29820928857049,0.00229377957188801,0.17287315505631
"Rps27",4.31054247739458e-09,1.27680908522923,9.18127857196861,0.00244503160537339,0.182641697176608
"Slc22a17",4.28754153923171e-09,1.27577621573267,9.08355787825599,0.00257917784535575,0.190972282391648
"Slc11a1",4.27466991303037e-09,1.27519588969844,9.02910025607737,0.00265715235327598,0.194171797259269
"Gabarap",4.26334996751255e-09,1.27468413713132,8.98134284180717,0.00272750130774037,0.194171797259269
"Rpl31",4.26236788932797e-09,1.2746396779564,8.97720554834688,0.00273368405161853,0.194171797259269
"Ptgds",4.2602579933671e-09,1.27454412870456,8.96832021405618,0.00274701037932702,0.194171797259269
"Mt3",4.26012519094206e-09,1.27453811306593,8.96776109481438,0.00274785115558037,0.194171797259269
"Rps17",4.25814599579341e-09,1.27444843886867,8.95943043526809,0.00276040939119918,0.194171797259269
"mt-Nd1",4.24072728714591e-09,1.273657498249,8.8862800503953,0.00287321531467113,0.200436450174703
"Gsn",4.22086308138936e-09,1.27275170643495,8.80322567653344,0.0030069843207869,0.206588285669068
"Rpl36al",4.22037385722091e-09,1.27272934671928,8.80118509805994,0.00301034938245414,0.206588285669068
"Atp6v0e",4.2150157021363e-09,1.27248429260336,8.7788514468322,0.00304743022113889,0.207446439488979
"Slc23a2",4.20805496650404e-09,1.27216549876801,8.74988035315305,0.00309622368433034,0.209081792955459
"Rpl38",4.19779139010714e-09,1.27169451577462,8.70724994669962,0.00316946981704649,0.212329323219757
"Rps11",4.1861665002625e-09,1.27115972960928,8.6590909710263,0.00325433605719871,0.216298036683577
"Rps2",4.18180841249055e-09,1.27095887539716,8.64107093526077,0.00328668173700219,0.216741254234652
"Jun",4.17586670022564e-09,1.270684712288,8.61653309087307,0.00333125291749239,0.216924177220004
"Ssr4",4.17459636676311e-09,1.27062604794175,8.61129144587361,0.00334085333948591,0.216924177220004
"Serf2",4.16852165340489e-09,1.27034527939043,8.58624803472337,0.00338711166174362,0.218248927761663
"C1qc",4.15740491331461e-09,1.26983045579621,8.54051296615506,0.00347327735575913,0.2221055618179
"Eif3f",4.14646878833449e-09,1.26932270821425,8.49564013137882,0.00355998504384287,0.225008588996967
"Rpl36a",4.13971205397249e-09,1.26900836182073,8.46797513874366,0.003614535666537,0.225008588996967
"mt-Atp6",4.13898740391516e-09,1.26897461944348,8.46501078686926,0.00362043105608764,0.225008588996967
"Rpl36",4.13838957429765e-09,1.26894677803276,8.46256561456427,0.00362530127989427,0.225008588996967
"Atp1a2",4.1214399206274e-09,1.26815581148883,8.39338710235964,0.00376588515740045,0.232028004478958
"Acaa2",4.11102665188769e-09,1.26766832281829,8.35102706261343,0.00385469378920171,0.234806209288009
"Hsd17b12",4.10814277986096e-09,1.26753310754141,8.33931473467084,0.00387962283368389,0.234806209288009
"Uba52",4.10643799314319e-09,1.26745313292753,8.3323949152096,0.00389442830237191,0.234806209288009
"Bri3",4.09122158304186e-09,1.26673789153413,8.27075792971116,0.00402886840360054,0.241189207055264
"Rps8",4.0830279612301e-09,1.26635169729487,8.23766287428395,0.0041029930730667,0.243896933308141
"Cab39l",4.06800981316503e-09,1.26564190766896,8.17717496218134,0.00424207743685399,0.249611763600435
"Rpl7",4.06629003163375e-09,1.26556046700829,8.17026250006144,0.00425827437015313,0.249611763600435
"Acad8",4.05588953166986e-09,1.2650672445932,8.12852118669329,0.00435742735530568,0.253602613718335
"Fam216a",4.05263207705846e-09,1.26491251729567,8.11546971884344,0.00438890992290389,0.253602613718335
"Gm2000",4.04979586086719e-09,1.26477770153442,8.10411454426652,0.00441648906724265,0.253602613718335
"mt-Nd4",4.0360315827286e-09,1.26412214762142,8.04912030290955,0.00455257556414368,0.259650610384708
"Galm",4.03038717765786e-09,1.26385270105993,8.02662259655331,0.00460947122406734,0.261131185250688
"Rpl19",4.02566418176271e-09,1.26362696181055,8.00782167658022,0.00465757305568926,0.262097161087154
"Rpl23a-ps3",4.02094082174999e-09,1.26340095127816,7.98904135441919,0.0047061326916534,0.263066462456055
"Rpl28",4.01794889182471e-09,1.26325765724171,7.97715669352257,0.00473712857402208,0.263066462456055
"Rpl9",4.01422561747761e-09,1.26307919373439,7.962379312206,0.00477595906266583,0.263489349333087
"Rdh5",4.00336622877234e-09,1.26255777576146,7.91935750706784,0.00489086379343926,0.268076501820915
"Gm11808",3.99668860984936e-09,1.26223647400958,7.89296054784092,0.00496275647389642,0.268130584710754
"Igf1",3.99583443025147e-09,1.26219533702703,7.88958711244573,0.00497202137170618,0.268130584710754
"Siglech",3.99444307294814e-09,1.2621283117193,7.88409372992773,0.00498714628593631,0.268130584710754
"Tpt1",3.97593997111384e-09,1.26123483639495,7.81122133564722,0.00519228008270627,0.274546853706014
