"gene","distance","Z","FC","p.value","p.adj"
"A230050P20Rik",4.55555673547123e-06,4.74631871739278,8354.06726645676,0,0
"Trem2",4.54146978077706e-06,4.74403507357047,8302.48129342312,0,0
"Wdr34",4.19798370220592e-07,3.19979170272542,70.9408756305354,3.68092131163995e-17,1.03568855971843e-13
"Kif1c",2.08839044027216e-07,2.81860786916436,17.5565202355719,2.78892811795018e-05,0.0588533556090437
"Tbc1d2b",1.33152749130343e-07,2.5879825017106,7.13699386330383,0.00755096357657773,0.99999999998982
"Eps15l1",1.03142805970182e-07,2.46211210429661,4.28245622668892,0.0385076633796844,0.99999999998982
"Senp5",9.18452446008509e-08,2.40609320831588,3.3956928370046,0.0653668964260432,0.99999999998982
"Pik3ca",8.02621420695032e-08,2.34188988213263,2.59320315131866,0.107323093428436,0.99999999998982
"Col4a3bp",6.05726949661637e-08,2.21087734146501,1.47696036613158,0.224250707454884,0.99999999998982
"Fmr1nb",6.01200834016274e-08,2.20744132059898,1.45497053068158,0.227732060372097,0.99999999998982
"Gclc",5.94816864153676e-08,2.20255556013845,1.42423480420453,0.232707630795644,0.99999999998982
"Cnot1",5.17157595066775e-08,2.13905394818593,1.07661608172306,0.29945579684047,0.99999999998982
"Spns2",5.03011453985531e-08,2.12658126403421,1.01852289818717,0.312869638236788,0.99999999998982
"Cnnm4",4.4737310202295e-08,2.07428447990489,0.805665535900077,0.369404847307152,0.99999999998982
"Pogk",4.14616266093614e-08,2.04071923423336,0.692002591269315,0.405484059343086,0.99999999998982
"Homer3",3.98995048699597e-08,2.02387332074438,0.640840663020633,0.423406544787776,0.99999999998982
"Wdr24",3.91539033652896e-08,2.01562486181577,0.617113685295413,0.432121885087251,0.99999999998982
"Vps8",3.679525821481e-08,1.98857797816738,0.545002831100175,0.460366754274958,0.99999999998982
"Dpp8",3.67782243292836e-08,1.98837709993859,0.544498343976264,0.46057442258477,0.99999999998982
"Wdr70",3.2558278210526e-08,1.93586000654484,0.426714998578547,0.513605266453733,0.99999999998982
"Polr2b",3.10060182294984e-08,1.91500686924025,0.38699650634534,0.533882405653718,0.99999999998982
"Zfp945",2.93237320921871e-08,1.89133060870349,0.346141390858113,0.556305564710134,0.99999999998982
"Osgin2",2.8030847680794e-08,1.87229857674305,0.31629149298925,0.573844891961315,0.99999999998982
"Pwwp2b",2.71095107909922e-08,1.85825325031828,0.295841032391395,0.586501544577776,0.99999999998982
"Atf6",2.65352504041274e-08,1.84928248489797,0.283440188972751,0.59445520940203,0.99999999998982
