"","gene","distance","Z","FC","p.value","p.adj"
"5982","Trem2",5.17916859589653e-05,10.3776262266051,686343.881931357,0,0
"3261","Igf1",6.7778414325467e-07,3.31490289033954,117.545085970245,2.18085845848884e-27,7.07797612702552e-24
"1959","Spp1",5.69874309619978e-07,3.115098254233,83.0959442972399,7.8165897251852e-20,1.69124946353924e-16
"3114","Gm49339",5.36068225716233e-07,3.04583590682619,73.5295319636002,9.91416819312727e-18,1.60882164353973e-14
"3459","Lpl",5.31393576083904e-07,3.03596677468139,72.2527313631178,1.89328466792259e-17,2.45786215589711e-14
"4694","Vat1",5.20147310307993e-07,3.01191641624448,69.2268201844559,8.77663937143842e-17,9.49486102666779e-14
"1071","Fabp5",5.02829205805636e-07,2.97399838151841,64.693799620042,8.74897380240252e-16,8.11279842162782e-13
"1101","Anxa5",4.87345482790927e-07,2.93914047101988,60.7708847522636,6.4119256310335e-15,5.20247615887981e-12
"403","Vim",4.84634198168669e-07,2.93293961824771,60.0965834997612,9.03149750473638e-15,6.51371670036042e-12
"745","Cst7",4.80803940379841e-07,2.92412893978202,59.1504027132755,1.4606945444752e-14,9.48136828818852e-12
"3788","Lgals3",4.78572883510907e-07,2.91896921793564,58.6027294590132,1.92948608969535e-14,1.13857220074659e-11
"2984","Itgax",4.72089503857376e-07,2.90385778807181,57.0256650359568,4.3016136937563e-14,2.32681454051435e-11
"3355","Cd63",4.58833905603474e-07,2.87240189885277,53.8682261454489,2.14396985538635e-13,1.07050064087021e-10
"2344","Capg",4.53866714876539e-07,2.86041451304887,52.7082185011684,3.8696844270905e-13,1.79415154401746e-10
"5287","Ank",4.34382607786764e-07,2.81228452059149,48.2799182231729,3.69517121758735e-12,1.59902375822397e-09
"4105","Anxa2",4.20173835851955e-07,2.77600946372395,45.1730776648869,1.80367661367734e-11,7.31729056211226e-09
"2612","Apoe",4.18325545801964e-07,2.77121406619393,44.7765307809371,2.2085405885459e-11,8.43272762367731e-09
"4951","Cxcl14",4.07785788482906e-07,2.74351770920426,42.5486555695753,6.89456433619146e-11,2.48625650590104e-08
"3982","Aplp2",3.96727780598225e-07,2.71379450024475,40.272342782706,2.20914346689417e-10,7.54713170716318e-08
"4585","Ccl6",3.77778176696456e-07,2.66117316870361,36.517026084409,1.51338532618726e-09,4.91169207614076e-07
"2636","Axl",3.71730816583094e-07,2.64390556713359,35.3572761711441,2.74441376753489e-09,8.40415431813209e-07
"1664","Cd52",3.71349767162053e-07,2.64280950726458,35.2848260878629,2.84842697579581e-09,8.40415431813209e-07
"5260","Crip1",3.59670011321427e-07,2.60873856747393,33.1001625472675,8.75314036829804e-09,2.47028844046185e-06
"3862","Ctsb",3.59102655524556e-07,2.60705960155326,32.995818249772,9.23573078482432e-09,2.49788035517894e-06
"3186","Cstb",3.49107155486407e-07,2.57710223629172,31.184527649531,2.34628721533606e-08,6.09190012589854e-06
"1863","Lrpap1",3.4734709247795e-07,2.57175151695161,30.8708796828822,2.75778972698512e-08,6.88492812225401e-06
"2645","Pld3",3.4554472376595e-07,2.56624813939493,30.5513356287205,3.25147951244406e-08,7.81679759824979e-06
"3300","Lyz2",3.42338840014377e-07,2.55639838915047,29.987068992398,4.349370932059e-08,9.74767614564947e-06
"3965","AB124611",3.42324541284005e-07,2.55635428165004,29.9845640586335,4.35499319401995e-08,9.74767614564947e-06
"2348","Tmsb10",3.37952974433233e-07,2.54279489897011,29.2236337015947,6.44877987589472e-08,1.39530100581442e-05
"896","Cybb",3.36745369471394e-07,2.53902285190277,29.0151576360357,7.18141790935235e-08,1.50369624676149e-05
"1853","Gm1673",3.2967251197225e-07,2.51669541439778,27.8091134507477,1.33893914568751e-07,2.71595437333051e-05
"3050","Cdkn1c",3.09243398912577e-07,2.44982626426461,24.4693563281577,7.55011559816522e-07,0.000148508485902092
"1449","Cd72",3.08731953307865e-07,2.4481043319608,24.3884854286408,7.87379091907604e-07,0.000150319931928596
"5250","Adssl1",3.05015581019253e-07,2.43551839266664,23.8048647882564,1.06612668205663e-06,0.000197720808377989
"6344","Fth1",3.04277956014424e-07,2.43300477674816,23.6898684871726,1.13176784136447e-06,0.000204064029397133
"3165","Mif",2.93372771513419e-07,2.3952224384042,22.0222291171818,2.69510962490314e-06,0.000472809637168819
"2687","Fxyd5",2.86271051604821e-07,2.36996769794428,20.9689428513168,4.66789350539156e-06,0.000797349914302543
"210","Rab7b",2.80514306181919e-07,2.34910022963065,20.1340758109738,7.21988368909467e-06,0.00117396456557616
"2501","Cd9",2.8048751624838e-07,2.34900226801964,20.1302302688088,7.2344142078334e-06,0.00117396456557616
"2948","Bola2",2.78907357116833e-07,2.34320998539515,19.9040571553621,8.14273384214563e-06,0.00128913378949676
"4468","Cd68",2.77424199305491e-07,2.33774772446647,19.6929306653662,9.09371503911204e-06,0.00140541200759229
"3505","Cyp4f18",2.73916724803522e-07,2.32473030344665,19.198122996824,1.17829191855671e-05,0.00177867275426782
"5775","Rps2",2.67318247162657e-07,2.29985051075059,18.2843227530681,1.90266564069847e-05,0.0028068642440395
"3292","Glipr1",2.59728439623299e-07,2.27057589436246,17.2607905290836,3.25841757527038e-05,0.00470008632912889
"4488","Cxcl16",2.59040858197466e-07,2.26788788289074,17.1695222060193,3.41877659230938e-05,0.00482419105666961
"6398","Ch25h",2.58679698657926e-07,2.26647353469375,17.1216794522004,3.505981642223e-05,0.00484198443397223
"2154","Fam20c",2.57478666348159e-07,2.2617579761879,16.9630589464864,3.81142403267328e-05,0.00515415695751713
"2719","Il4i1",2.57001944566763e-07,2.25988103686426,16.9003028854286,3.93952960373664e-05,0.00521867074650092
"3826","Slc22a17",2.5605043906317e-07,2.25612588333053,16.7753936115787,4.20753829285513e-05,0.00546222621178454
"2752","Emp3",2.55251119847105e-07,2.25296211875702,16.6708207385537,4.44596228357424e-05,0.00565857670248636
"1277","Rhoc",2.49437529107397e-07,2.22969349939797,15.9200805557319,6.60739740328425e-05,0.00824781087398425
"4070","Pkm",2.47725756267048e-07,2.22275397983298,15.7023262004647,7.41329424784934e-05,0.00907918735146983
"6098","Ttr",2.46825332241672e-07,2.21908721641069,15.5883852321695,7.87367629609143e-05,0.00932370808980889
"180","Pdcd1",2.46774928633941e-07,2.21888162228788,15.5820193488689,7.90023024094113e-05,0.00932370808980889
"5225","Ifi27l2a",2.4492298142294e-07,2.21130263413142,15.349023257911,8.93671169017909e-05,0.0103586063537415
"2495","Gapdh",2.42505159799954e-07,2.20133384814543,15.0474752069829,0.000104840406924257,0.0119389312516729
"6478","Csf2ra",2.41292748700664e-07,2.19630303772404,14.8973908048877,0.00011351988859894,0.0126843905755574
"2206","Flt1",2.41055616868242e-07,2.19531655397556,14.8681242004412,0.000115294876591879,0.0126843905755574
"524","Rpl35",2.37426747220969e-07,2.18011590528201,14.4238419401511,0.000145942859013201,0.0157885849642447
"3042","Ctsd",2.36610172233041e-07,2.17666810657879,14.3247975437478,0.000153825171514614,0.0163685112836289
"3475","Uba52",2.36272534695371e-07,2.17523954068814,14.2839443676474,0.000157200029791596,0.0164578289254395
"1576","Ybx1",2.3475922268332e-07,2.16881512732407,14.1015546557596,0.000173200570662212,0.0178451572090225
"4480","Gabarap",2.344243056242e-07,2.16738853777054,14.0613476534146,0.000176942953823902,0.0179458861448585
"2016","Rplp0",2.33325473490219e-07,2.16269577490479,13.9298352811616,0.000189762350774418,0.0189499602904115
