"gene","distance","Z","FC","p.value","p.adj"
"Trem2",3.32567007216958e-05,3.32045539985048,472503.440343505,0,0
"Lpl",3.28452137681393e-07,1.46771245932026,46.0883155904329,1.13040618710974e-11,4.77087931269664e-08
"Tpm4",2.63708028756411e-07,1.39809948661644,29.7093640338219,5.01917844730385e-08,0.000141222950912306
"Cd63",2.55303471980107e-07,1.38795079393568,27.8458251997889,1.31377242334886e-07,0.000246629509006821
"Mif",2.54360322863922e-07,1.38679309989981,27.6404675921724,1.46090219764732e-07,0.000246629509006821
"Anxa5",2.48036683055587e-07,1.37892898532705,26.283214568557,2.9484011605536e-07,0.000366169263256867
"Capg",2.47767976735841e-07,1.37859081344283,26.2262984683273,3.03658908043842e-07,0.000366169263256867
"Gm49339",2.41680231871566e-07,1.37083884620735,24.9533528899834,5.87342971701223e-07,0.000619720253016253
"Phf11a",2.38914018028376e-07,1.36725781405909,24.3854017556339,7.88640461126158e-07,0.000739657125818433
"Irf7",2.37477791351578e-07,1.36538369215379,24.0930983160895,9.17886859280994e-07,0.000774788297919087
"Ifit1",2.3202293374421e-07,1.35817084730388,22.9989748409376,1.62087808844712e-06,0.00124380290405292
"Ch25h",2.28286109772694e-07,1.35314052311951,22.2641246722265,2.37604517320074e-06,0.00167134977558229
"Pgam1",2.24549901235286e-07,1.34803589166031,21.5413237215094,3.46285772157828e-06,0.00215710235521728
"Pkm",2.24223542893645e-07,1.34758635501497,21.4787533810443,3.57770796979528e-06,0.00215710235521728
"Bola2",2.23168567085427e-07,1.3461291308462,21.2771130172832,3.97448616942798e-06,0.00223657585040944
"Cstb",2.16839490620037e-07,1.33725354600376,20.0873851812729,7.39830517391842e-06,0.00369734258439973
"Cxcl16",2.16772632433114e-07,1.3371585410556,20.0749999916133,7.4463717491761e-06,0.00369734258439973
"Isg15",2.158143727395e-07,1.33579393691515,19.8979061981343,8.16897436288379e-06,0.00383079514428345
