"gene","distance","Z","FC","p.value","p.adj"
"Gins4",6.15466371931247e-12,-0.20001630812682,1.2010719418618e-05,0.997234818116295,0.999999994607851
"Dxo",6.1530124303514e-12,-0.200060495230734,1.20042753597102e-05,0.997235560008339,0.999999994607851
"Rcl1",6.14543562457225e-12,-0.200263384452825,1.19747294864867e-05,0.997238964119981,0.999999994607851
"Eef2k",6.14382897261972e-12,-0.200306436486187,1.1968469000249e-05,0.997239685957497,0.999999994607851
"Tmem248",6.13224049887341e-12,-0.200617270362858,1.19233617926342e-05,0.997244892433736,0.999999994607851
"Dnajc18",6.1300050019671e-12,-0.200677294674948,1.19146700983161e-05,0.997245896799102,0.999999994607851
"Sertad3",6.12496142071309e-12,-0.200812791744905,1.18950721092267e-05,0.997248162782274,0.999999994607851
"Atpaf2",6.11872307324706e-12,-0.200980528879276,1.18708538984632e-05,0.997250965550747,0.999999994607851
"Asb2",6.10908487142154e-12,-0.20123999176475,1.18334854566403e-05,0.997255295807883,0.999999994607851
"Riok1",6.10206894575501e-12,-0.201429099747114,1.18063209360462e-05,0.997258447927254,0.999999994607851
"Sec14l2",6.09353828422178e-12,-0.20165930630316,1.17733336562519e-05,0.997262280588139,0.999999994607851
"Slc46a3",6.08935042997968e-12,-0.201772427569328,1.17571564993092e-05,0.997264162109903,0.999999994607851
"Tmem237",6.08617983542008e-12,-0.201858118588648,1.17449162867784e-05,0.997265586596614,0.999999994607851
"Hnrnph1",6.08124963961566e-12,-0.201991447783855,1.17258957237023e-05,0.997267801638091,0.999999994607851
"Dph3",6.0799516713593e-12,-0.202026565813424,1.17208907602214e-05,0.997268384790091,0.999999994607851
"Nudcd2",6.07807793296998e-12,-0.202077274161353,1.17136675123994e-05,0.997269226624462,0.999999994607851
"Cog4",6.05915106120631e-12,-0.202590295279713,1.16408293887604e-05,0.997277730101581,0.999999994607851
"Smarcb1",6.05539767381647e-12,-0.202692207995712,1.16264118543717e-05,0.997279416425918,0.999999994607851
"Cacfd1",6.04711138626293e-12,-0.202917405276489,1.15946141490205e-05,0.997283139294644,0.999999994607851
"Nipbl",6.04565242207905e-12,-0.202957085146874,1.15890200446479e-05,0.997283794779039,0.999999994607851
