"gene","distance","Z","FC","p.value","p.adj"
"Trem2",5.81880585346779e-06,4.20388483126945,12723821.9687028,0,0
"Spp1",2.55730901638732e-08,1.87474504830747,245.762869660229,2.17872967556632e-55,9.19532859572767e-52
"Igf1",2.0208533814563e-08,1.79531726060541,153.46857497683,3.02599025157334e-35,8.51412790451019e-32
"Gm1673",1.78750364308179e-08,1.7545270457467,120.072546418425,6.09889958096135e-28,1.28702028407237e-24
"Fabp5",1.6118754966475e-08,1.72046329888735,97.6366424402213,5.0265103089278e-23,8.48575470353192e-20
"Lpl",1.59353694220787e-08,1.71671228778104,95.4276264146701,1.53397988477275e-22,2.15805403456113e-19
"Cst7",1.58075453194308e-08,1.71407423656291,93.9028386269944,3.31398510853687e-22,3.99619261445138e-19
"Gm49339",1.56403584801749e-08,1.71059409955013,91.92703563225,8.99319504209399e-22,9.48894491878942e-19
"Cd63",1.47370140555172e-08,1.69117792761788,81.61478581298,1.65372286476736e-19,1.55100830016681e-16
"Glipr1",1.39028493939645e-08,1.672252874656,72.6369309504436,1.55835438127011e-17,1.3154069332301e-14
"Anxa5",1.38503010427897e-08,1.67102607329455,72.0888796240919,2.05719787135095e-17,1.56172306522103e-14
"Lgals3",1.38358390638084e-08,1.67068769214541,71.9384130654986,2.22019627800644e-17,1.56172306522103e-14
"Aplp2",1.33935454776304e-08,1.66017886509543,67.4125822352409,2.20238922579592e-16,1.43002826576487e-13
"Vim",1.31586408158915e-08,1.65446734971886,65.0686677023889,7.2333072031556e-16,4.3611675787026e-13
"Capg",1.30276896862096e-08,1.65124262073298,63.7800213643327,1.39117286183517e-15,7.82859341783376e-13
"Cd52",1.29171136530629e-08,1.64849638351987,62.7019159212955,2.40481613669323e-15,1.26869081311422e-12
"Cd72",1.28147538025376e-08,1.64593489929219,61.7121082885855,3.97528253752431e-15,1.97384469995545e-12
"Rab7b",1.25057655506908e-08,1.63808714856373,58.7719925536657,1.77043536134756e-14,8.30235826951929e-12
"Ctsb",1.248812152028e-08,1.63763366862668,58.6062700634246,1.92601699129635e-14,8.55658390712234e-12
"Fth1",1.24545775313062e-08,1.6367699099404,58.2918516273902,2.25978124921632e-14,9.53740676231749e-12
"Anxa2",1.20508453119295e-08,1.62620279952112,54.5738852362571,1.49711928514223e-13,6.01770661232647e-11
"Cd68",1.17350774835876e-08,1.61770906941168,51.7513606412802,6.29931549014827e-13,2.41693282056098e-10
"Axl",1.14621316855947e-08,1.6101964214869,49.3719905345574,2.11747461151777e-12,7.7711318242702e-10
"Apoe",1.1430807611154e-08,1.60932376971502,49.1025086015973,2.42929331182197e-12,8.54402701878717e-10
"Itgax",1.14096525190429e-08,1.60873317111256,48.920927929571,2.6649206878573e-12,8.9978382104814e-10
"Npc2",1.07428027007592e-08,1.5895811934757,43.3695632966451,4.53182655565546e-11,1.47127492139568e-08
"Cybb",1.06089905855728e-08,1.58560702993202,42.2958714833288,7.84580091447957e-11,2.45282983404156e-08
"Pld3",1.05905874295283e-08,1.58505686893467,42.1492595318026,8.45659599716615e-11,2.54936167185998e-08
"Cd9",1.04863089983512e-08,1.58192279913564,41.3233147762024,1.29020806104582e-10,3.75539525630612e-08
"Ctsz",1.03492494109427e-08,1.57775969789094,40.2501549307433,2.23437623751574e-10,6.08517490736071e-08
"Mif",1.03492005109344e-08,1.57775820357325,40.2497745691957,2.234811303497e-10,6.08517490736071e-08
"Cxcl16",1.00940089682541e-08,1.56987020970951,38.2892819758936,6.09967489886514e-10,1.60897986941627e-07
"Tmsb10",1.00195410943249e-08,1.56753389173321,37.72641271043,8.13949752342917e-10,2.08198480591714e-07
"Lrpap1",9.63471873262985e-09,1.55520060024699,34.8841328132612,3.49920956908481e-09,8.68730234489556e-07
"Adssl1",9.58707963844954e-09,1.55364247036291,34.5400148353616,4.17578130236019e-09,1.00707914209207e-06
"Pkm",9.5257331067259e-09,1.55162550971636,34.0993945684664,5.23675569249691e-09,1.22787374445462e-06
"Ctsd",9.41377730777363e-09,1.5479136778556,33.3025654581834,7.88785123633424e-09,1.79293071261152e-06
"Cxcl14",9.4074500048591e-09,1.54770269198678,33.2578130493919,8.07148052117495e-09,1.79293071261152e-06
"Gabarap",9.1460652994019e-09,1.53887085115559,31.4353605046208,2.06191378807055e-08,4.462721611565e-06
"Ccl6",8.97900807874093e-09,1.53310404387114,30.2974846682334,3.70606195500781e-08,7.82071724055523e-06
"Nes",8.58512195329499e-09,1.51910731354666,27.6976413445293,1.41835541937607e-07,2.92008246218375e-05
"Rpl41",8.38965097074051e-09,1.51194098025193,26.4507284413951,2.7034651054786e-07,5.43332117984402e-05
"Cstb",7.99276665672972e-09,1.49690622597673,24.007344150251,9.59689409366305e-07,0.000188389262894441
"Gla",7.97901653084941e-09,1.49637315624167,23.9248145141874,1.0017220854328e-06,0.000192171275525869
"Cops9",7.3762052415638e-09,1.47213223712397,20.446352059667,6.13263353006003e-06,0.00115034576949415
"Rps2",7.25590324833047e-09,1.46707768996294,19.7848524605113,8.66667978310437e-06,0.00159033574019965
"Gapdh",7.22245181558795e-09,1.4656585430979,19.6028472604863,9.53270315698603e-06,0.00171203292230041
"Rpl28",7.03270172805516e-09,1.45749253150447,18.5863558007769,1.62378593475827e-05,0.0028554952240197
"Rpl36a",7.01949103741029e-09,1.45691649809512,18.5165937126805,1.68431491262001e-05,0.00288605979106172
"Rpl35",7.01411688261705e-09,1.4566818809154,18.4882517866722,1.70954850791477e-05,0.00288605979106172
"Arpc1b",6.8966002363538e-09,1.45150981103368,17.8739259825913,2.36032909113631e-05,0.00390657605064344
"Rpl19",6.85601743315474e-09,1.44970490027264,17.6641879155101,2.63542030610649e-05,0.00427799669304709
"Uba52",6.82493832922219e-09,1.44831602124066,17.5044033679908,2.86643032836838e-05,0.0045651959248599
"Rps19",6.79163538873019e-09,1.44682130393607,17.3339913290543,3.13528239146948e-05,0.00490091086414702
"Rplp0",6.78142466821124e-09,1.44636167416492,17.2819097660047,3.22240108551306e-05,0.00494550682960286
"Rpl23",6.72864959879756e-09,1.44397585966766,17.0139704777665,3.71057943198016e-05,0.00558513943639162
"Rpl26",6.72253205832747e-09,1.44369819261061,16.9830470848505,3.77150749762258e-05,0.00558513943639162
"Rps18",6.71482060118822e-09,1.44334784914187,16.9441067201985,3.84966401208754e-05,0.00560258860793637
"Tyrobp",6.64848706688930e-09,1.44031886790321,16.61098959903,4.58843789819069e-05,0.00652267390087392
"Rpl32",6.6445372733378e-09,1.44013763506179,16.5912586467528,4.63642262827195e-05,0.00652267390087392
"Rpl8",6.54566449468204e-09,1.4355684163974,16.1011661787191,6.00470484474507e-05,0.00830913337614642
"Rps16",6.52594058457264e-09,1.43464933939524,16.0042777790122,6.31995221392194e-05,0.00860430913511533
"Cyba",6.47503071685099e-09,1.43226525026976,15.7555480950807,7.20762469577737e-05,0.00965707302492965
"Rps28",6.43892986513998e-09,1.4305642124411,15.5803510591274,7.90720404814433e-05,0.0104288608391229
"Rps24",6.41658994702399e-09,1.42950718656851,15.4724263048095,8.37176593648738e-05,0.0108717040415215
"Rpl37a",6.40988292459616e-09,1.42918918064676,15.4400977079709,8.51619860482228e-05,0.0108917018823189
"Rps25",6.36871466069714e-09,1.42723051621574,15.2424027485204,9.45563465234412e-05,0.0118497546191967
"B2m",6.36053969766827e-09,1.42684019305359,15.2032971793116,9.65347220983391e-05,0.0118497546191967
"Rpl35a",6.35919249235234e-09,1.42677582496932,15.1968575390785,9.68644791759951e-05,0.0118497546191967
"Rpl10",6.32865874656819e-09,1.42531358703323,15.0512720756515,0.000104629715655075,0.0126168489977783
"mt-Co2",6.31691230045729e-09,1.4247493332659,14.9954514388888,0.000107770628562403,0.0128125616295105
"Rpl27a",6.31013278391371e-09,1.42442323305449,14.9632814948294,0.000109623694694328,0.0128518556515947
"Rpl24",6.26842192564946e-09,1.42240980240173,14.7661165420901,0.0001217028131255,0.0140725129533198
"Rps6",6.23611273169165e-09,1.42084173062612,14.6142914658774,0.000131910381838486,0.0148752829973017
"Rps15a",6.23532237487768e-09,1.42080327863933,14.6105873080502,0.00013216991171634,0.0148752829973017
"Rpl14",6.22119945624297e-09,1.42011542318133,14.5444767078074,0.000136889358275416,0.0152037246474051
"Rpl34",6.21373975221015e-09,1.41975152027974,14.5096176926505,0.000139445792474002,0.0152865186269228
"Rps5",6.20843121695932e-09,1.41949231243166,14.4848365083507,0.000141292337862,0.015290366972989
"Rps23",6.13746651608827e-09,1.41600753314865,14.1555947583451,0.000168295883428858,0.0178694437816432
"Rplp2",6.13489882328067e-09,1.41588075243105,14.1437528637863,0.000169358547865355,0.0178694437816432
"Gm10076",6.10520341582455e-09,1.41441098179854,14.0071612035361,0.000182115708018068,0.0189782554491421
"Rpl3",6.08078740086959e-09,1.41319758993828,13.8953499597605,0.000193276056968335,0.0198333712705129
"Rpl10a",6.07476634919443e-09,1.41289767705749,13.8678458905416,0.000196125372639467,0.0198333712705129
"Rps14",6.0709798764729e-09,1.41270893036529,13.8505632982452,0.000197937394052693,0.0198333712705129
"Rpl39",6.0672865097572e-09,1.4125247206524,13.833716051171,0.000199720004501077,0.0198333712705129
"mt-Co1",6.06190996753389e-09,1.4122563771059,13.8092093451177,0.000202341980225307,0.0198421214537852
"Rpl11",6.05751453816175e-09,1.41203683860512,13.7891907703943,0.000204509485425816,0.0198421214537852
"Grn",6.05214088861625e-09,1.41176824219626,13.764736710306,0.000207189010090452,0.019873664024699
